,FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",STATE,AREA_NAME,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,County FIPS,County Name,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units,Unnamed: 0_x,state,county,hospitals,staffed_beds,licensed_beds,icu_beds_Pre,icu_beds_Post,total_pop,60plus,State,Area_name_x,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Stabr,Area_name_y,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2018,CI90LBAll_2018,CI90UBALL_2018,PCTPOVALL_2018,CI90LBALLP_2018,CI90UBALLP_2018,POV017_2018,CI90LB017_2018,CI90UB017_2018,PCTPOV017_2018,CI90LB017P_2018,CI90UB017P_2018,POV517_2018,CI90LB517_2018,CI90UB517_2018,PCTPOV517_2018,CI90LB517P_2018,CI90UB517P_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Name,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,Population,Total_2000,Total_2004,Total_2008,Total_2012,Total_2016,Dem_2000,Dem_2004,Dem_2008,Dem_2012,Dem_2016,Unnamed: 0_y,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population.1,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
10,1083,"10,123","19,463","18,341","16,367",15.7,30.3,28.5,25.5,AL,limestone county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1083,Limestone County,607.19,559.94,147.8,62.5,41,AL,Limestone,1,97.0,102.0,10.0,10,91695,18399,AL,"Limestone County, AL",2,2,1,"42,393","40,890","1,503",3.5,"$64,863 ",130.0,AL,Limestone County,2,2,2,2,"10,633","8,515","12,751",11.4,9.1,13.7,"3,377","2,583","4,171",15.8,12.1,19.5,"2,529","1,934","3,124",15.8,12.1,19.5,"64,863","60,715","69,011","limestone county, al",0.0,0.0,0,0,0,0,0,91695,23634.0,29073.0,33551.0,35459.0,40294.0,0.3804688161123805,0.3138994943762254,0.28422401716789364,0.2771933782678587,0.234972948826128,639,"Limestone County, Alabama",96174,49198,46976,4340,6117,7848,6963,3940,12815,13419,13074,7025,5538,9066,4233,1796,38.8,22441,76535,73733,69443,17622,15095,73733,36795,36938,15095,6814,8281,96174,94527,1647,94527,75365,13504,464,702,N,N,N,N,1377,N,N,N,N,N,N,N,0,N,N,N,N,3579,1647,N,N,N,N,96174,76850,14044,1454,1840,N,3687,96174,5910,N,N,N,N,90264,73199,13444,702,1377,0,3,1539,0,1539,36535
11,1089,"21,617","50,768","69,750","101,650",8.9,20.8,28.6,41.7,AL,madison county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1089,Madison County,812.7,801.59,417.7,182.7,44,AL,Madison,2,1280.0,1241.0,58.0,100,353213,70040,AL,"Madison County, AL",2,2,1,"179,752","173,532","6,220",3.5,"$63,755 ",127.8,AL,Madison County,2,2,2,2,"42,667","37,832","47,502",11.9,10.5,13.3,"13,306","11,021","15,591",16.9,14.0,19.8,"8,794","6,998","10,590",15.2,12.1,18.3,"63,755","60,984","66,526","madison county, al",1.0,0.5,13610,66,1,4,0,353213,113318.0,131062.0,152899.0,155059.0,163389.0,0.4253428405019503,0.4016724908821779,0.41934218013198254,0.3999445372406633,0.3844934481513443,109,"Madison County, Alabama",366519,178964,187555,21499,23201,21254,24217,23676,51828,45578,48567,30309,20725,32318,18013,5334,38.5,80048,296893,286471,271065,66663,55665,286471,138089,148382,55665,24156,31509,366519,352370,14149,352370,245460,88541,2135,1201,N,N,N,N,9303,2949,2371,411,185,1167,24,2196,27,N,N,N,N,7838,14149,3129,3617,2508,709,366519,257437,95120,6503,13292,1257,9033,366519,18577,10911,3815,400,3451,347942,236695,87525,1201,9263,27,923,12308,153,12155,164263
12,1095,"12,151","19,818","19,442","12,233",19.1,31.1,30.5,19.2,AL,marshall county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1095,Marshall County,623.18,565.84,164.4,71.3,47,AL,Marshall,1,240.0,240.0,20.0,20,94738,21466,AL,"Marshall County, AL",4,5,0,"42,598","41,157","1,441",3.4,"$46,233 ",92.7,AL,Marshall County,4,5,4,5,"17,341","14,934","19,748",18.3,15.8,20.8,"6,532","5,366","7,698",27.9,22.9,32.9,"4,510","3,620","5,400",26.9,21.6,32.2,"46,233","42,465","50,001","marshall county, al",0.0,0.0,0,0,0,0,0,94738,27989.0,31491.0,33166.0,32566.0,35316.0,0.3708957090285469,0.2683941443587057,0.21220527045769766,0.19342258797518885,0.1392286782195039,440,"Marshall County, Alabama",96109,47238,48871,6849,5896,7317,6216,5520,10753,12141,12608,6038,6284,9344,5387,1756,39.0,23959,74664,72150,68992,19929,16487,72150,35180,36970,16487,7026,9461,96109,94369,1740,94369,87628,3727,320,269,N,N,N,N,385,N,N,N,N,N,N,N,0,N,N,N,N,2360,1740,N,N,N,N,96109,89353,3952,1158,768,N,2626,96109,13768,7537,901,0,5330,82341,77082,3727,67,385,0,205,875,20,855,40812
13,1097,"38,247","92,986","82,763","63,703",13.8,33.5,29.8,22.9,AL,mobile county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1097,Mobile County,1644.01,1229.44,335.9,144.9,48,AL,Mobile,4,1490.0,1929.0,76.0,157,414328,88103,AL,"Mobile County, AL",2,2,1,"187,406","178,608","8,798",4.7,"$43,598 ",87.4,AL,Mobile County,2,2,2,2,"84,539","76,590","92,488",20.8,18.8,22.8,"29,853","26,306","33,400",31.4,27.7,35.1,"20,805","18,154","23,456",30.4,26.5,34.3,"43,598","41,273","45,923","mobile county, al",1.7,0.9,19850,183,1,8,0,414328,139745.0,156771.0,181424.0,174864.0,172737.0,0.4196214533614798,0.40652926880609297,0.4529775553399771,0.4504071735748925,0.41789541325830604,541,"Mobile County, Alabama",413757,197009,216748,26694,24726,28384,26716,27026,58520,49083,50814,29178,26058,39373,20213,6972,38.1,96777,328844,316980,302356,80413,66558,316980,147713,169267,66558,28348,38210,413757,406060,7697,406060,239651,150188,2050,3056,N,N,N,N,8037,134,355,314,416,530,3947,2341,138,N,N,N,N,4990,7697,1667,2182,1729,224,413757,246521,152470,5748,10837,510,6174,413757,12648,4804,3419,76,4349,401109,233288,148775,3011,8037,138,1670,6190,216,5974,184687
14,1101,"21,646","38,289","41,976","48,131",14.4,25.5,28.0,32.1,AL,montgomery county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1101,Montgomery County,799.91,784.25,292.5,129.6,50,AL,Montgomery,3,1018.0,1226.0,58.0,88,227120,44214,AL,"Montgomery County, AL",2,2,1,"105,579","101,360","4,219",4.0,"$49,640 ",99.5,AL,Montgomery County,2,2,2,2,"43,567","38,512","48,622",20.1,17.8,22.4,"16,182","13,654","18,710",31.3,26.4,36.2,"11,756","9,685","13,827",31.9,26.3,37.5,"49,640","47,820","51,460","montgomery county, al",2.1,1.2,38820,152,2,16,0,227120,80328.0,89650.0,104743.0,101924.0,95878.0,0.5025769345682701,0.5037367540435025,0.5935098288191096,0.6189415643028139,0.6144892467510795,441,"Montgomery County, Alabama",225763,106613,119150,15134,14338,14361,15073,15521,32789,28254,27604,14872,13541,20454,9947,3875,37.2,52623,179561,173140,163785,41558,34276,173140,79638,93502,34276,14329,19947,225763,222460,3303,222460,78367,132366,958,518,N,N,N,N,7122,1455,281,763,129,2228,1368,898,0,N,N,N,N,4087,3303,1401,462,418,0,225763,81036,134342,1044,8041,N,4680,225763,7937,5070,766,634,1467,217826,75153,132253,305,7081,0,137,2897,344,2553,105170
15,1103,"13,706","24,350","26,356","17,849",16.7,29.6,32.0,21.7,AL,morgan county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1103,Morgan County,599.05,579.34,206.3,88.4,51,AL,Morgan,1,320.0,393.0,23.0,34,119157,26739,AL,"Morgan County, AL",3,2,1,"56,339","54,356","1,983",3.5,"$52,797 ",105.8,AL,Morgan County,3,2,3,2,"15,419","12,500","18,338",13.2,10.7,15.7,"5,355","4,051","6,659",20.1,15.2,25.0,"3,654","2,710","4,598",18.5,13.7,23.3,"52,797","49,692","55,902","morgan county, al",0.0,0.0,0,0,0,0,0,119157,42681.0,47007.0,50542.0,49323.0,50644.0,0.3762798434900776,0.3006148020507584,0.2749198686241146,0.27246923342051377,0.22221783429428954,0,"Morgan County, Alabama",119089,59216,59873,6941,8123,7325,7903,7421,13754,14793,15950,7894,8521,12050,5867,2547,40.7,27098,95485,91991,87590,25752,20464,91991,44401,47590,20464,8649,11815,119089,117595,1494,117595,91390,17107,795,327,N,N,N,N,613,N,N,N,N,N,N,N,0,N,N,N,N,8158,1494,538,331,434,0,119089,92884,17794,807,1047,N,8200,119089,10067,N,N,N,N,109022,89588,16962,279,613,0,86,1494,42,1452,52284
16,1115,"9,255","21,865","19,587","9,991",15.2,36.0,32.3,16.5,AL,st. clair county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1115,St. Clair County,653.64,631.9,132.3,56.2,57,AL,Saint Clair,1,40.0,40.0,6.0,6,86937,18943,AL,"St. Clair County, AL",1,1,1,"39,683","38,296","1,387",3.5,"$57,284 ",114.8,AL,St. Clair County,1,1,1,1,"10,432","8,540","12,324",12.0,9.8,14.2,"2,957","2,123","3,791",15.0,10.8,19.2,"2,041","1,380","2,702",14.0,9.5,18.5,"57,284","52,831","61,737","st. clair county, al",0.0,0.0,0,0,0,0,0,86937,24090.0,29161.0,34088.0,35148.0,38400.0,0.2691988376919884,0.18709920784609585,0.17868458108425253,0.16504495277113918,0.145546875,542,"St. Clair County, Alabama",88690,44933,43757,5283,6221,5712,5230,4265,11436,11349,12208,6638,5588,9027,4397,1336,40.4,20437,70685,68253,65385,18725,14760,68253,33820,34433,14760,6620,8140,88690,87658,1032,87658,76382,8976,557,155,N,N,N,N,715,N,N,N,N,N,N,N,0,N,N,N,N,1430,1032,N,N,N,N,88690,77414,9276,N,959,N,1761,88690,2223,N,N,N,N,86467,75920,8976,155,715,0,0,701,0,701,37190
17,1117,"11,258","29,106","42,634","60,424",7.8,20.3,29.7,42.1,AL,shelby county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1117,Shelby County,809.53,784.93,248.5,103.2,58,AL,Shelby,1,246.0,286.0,32.0,32,208721,41610,AL,"Shelby County, AL",1,1,1,"112,891","109,672","3,219",2.9,"$75,663 ",151.7,AL,Shelby County,1,1,1,1,"16,916","14,506","19,326",8.0,6.9,9.1,"4,444","3,374","5,514",8.9,6.8,11.0,"3,069","2,243","3,895",8.2,6.0,10.4,"75,663","69,887","81,439","shelby county, al",0.0,0.0,0,0,0,0,0,208721,62128.0,78906.0,90643.0,92507.0,101254.0,0.2121909605974762,0.1881986160748232,0.22754101254371545,0.2167511647767196,0.22692436842001304,225,"Shelby County, Alabama",215707,105022,110685,11944,13094,14757,14395,12128,26890,31044,30165,14192,13803,20352,9918,3025,40.4,48670,173097,167037,159267,40234,33295,167037,79640,87397,33295,14806,18489,215707,211814,3893,211814,172086,27162,1061,372,N,N,N,N,4767,830,638,115,0,1051,1421,712,27,N,N,N,N,7400,3893,1738,842,769,124,215707,175797,29145,1401,5613,238,7546,215707,12466,6310,1093,355,4708,203241,167118,27030,372,4767,27,387,3540,58,3482,88393
18,1121,"10,671","19,607","17,827","8,017",19.0,34.9,31.8,14.3,AL,talladega county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1121,Talladega County,760.31,736.78,111.7,50.3,60,AL,Talladega,2,207.0,285.0,14.0,14,80888,18842,AL,"Talladega County, AL",4,3,0,"34,978","33,481","1,497",4.3,"$41,630 ",83.5,AL,Talladega County,4,5,4,3,"14,825","12,502","17,148",19.3,16.3,22.3,"4,301","3,374","5,228",26.4,20.7,32.1,"2,918","2,191","3,645",24.1,18.1,30.1,"41,630","38,789","44,471","talladega county, al",0.0,0.0,0,0,0,0,0,80888,25451.0,29898.0,34204.0,33373.0,33407.0,0.4425759302188519,0.3804267844002943,0.4028476201613847,0.4166541815239865,0.3628281497889664,226,"Talladega County, Alabama",79828,38489,41339,4250,4635,4782,5644,4242,9867,10014,10796,5119,6057,8757,4392,1273,41.5,16810,65419,63018,59459,18090,14422,63018,30197,32821,14422,6558,7864,79828,78708,1120,78708,50857,27226,928,433,N,N,N,N,110,N,N,N,N,N,N,N,0,N,N,N,N,82,1120,N,N,N,N,79828,51977,27916,693,N,N,N,79828,1242,N,N,N,N,78586,49842,27169,433,110,0,0,1032,48,984,37906
19,1125,"14,748","38,097","36,040","38,669",11.6,29.9,28.3,30.3,AL,tuscaloosa county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1125,Tuscaloosa County,1351.25,1321.75,147.3,64.2,62,AL,Tuscaloosa,1,981.0,1087.0,52.0,84,204424,36426,AL,"Tuscaloosa County, AL",3,2,1,"101,569","97,855","3,714",3.7,"$52,557 ",105.4,AL,Tuscaloosa County,3,2,3,2,"33,330","28,795","37,865",16.8,14.5,19.1,"8,956","7,012","10,900",20.9,16.4,25.4,"6,103","4,586","7,620",19.9,14.9,24.9,"52,557","49,017","56,097","tuscaloosa county, al",0.9,0.4,9455,47,1,2,0,204424,60114.0,69830.0,78912.0,78590.0,82700.0,0.40945536813387895,0.3787340684519547,0.4156021897810219,0.40778725028629603,0.38406287787182586,227,"Tuscaloosa County, Alabama",208911,99576,109335,11789,11636,12544,22371,19909,31177,24947,23240,11866,11960,16811,8124,2537,33.0,43992,170265,164919,144589,34686,27472,164919,77924,86995,27472,11969,15503,208911,206689,2222,206689,135323,67036,1017,529,N,N,N,N,3471,N,N,N,N,N,N,N,0,N,N,N,N,330,2222,632,419,496,410,208911,136977,68197,1358,4125,N,476,208911,8115,4825,590,180,2520,200796,127896,66708,529,3452,0,135,2076,0,2076,93002
20,1127,"8,606","16,685","14,479","5,204",19.1,37.1,32.2,11.6,AL,walker county,,737504.0,737497.0,737500.0,737503.0,,737500.0,737495.0,1127,Walker County,805.19,791.19,84.7,38.9,63,AL,Walker,1,207.0,267.0,12.0,12,64927,16386,AL,"Walker County, AL",1,1,1,"25,132","24,064","1,068",4.2,"$45,434 ",91.1,AL,Walker County,1,1,1,1,"11,231","9,229","13,233",17.9,14.7,21.1,"3,415","2,531","4,299",24.7,18.3,31.1,"2,413","1,726","3,100",24.0,17.2,30.8,"45,434","42,175","48,693","walker county, al",0.0,0.0,0,0,0,0,0,64927,25641.0,28367.0,28652.0,28521.0,29472.0,0.4532194532194532,0.3178341030070152,0.2589697054306855,0.22990077486764135,0.15258550488599348,110,"Walker County, Alabama",63711,31070,32641,3760,4364,3527,3772,3504,8068,7174,8229,6049,3203,7142,3760,1159,41.5,13976,50948,49735,47597,13917,12061,49735,23695,26040,12061,5158,6903,63711,62239,1472,62239,57117,3863,621,98,N,N,N,N,141,N,N,N,N,N,N,N,0,N,N,N,N,1020,1472,N,N,N,N,63711,58589,4401,693,N,N,1020,63711,1633,N,N,N,N,62078,56289,3863,98,88,0,365,1375,0,1375,31249
21,2020,"11,867","45,753","66,655","67,719",6.2,23.8,34.7,35.3,AK,anchorage municipality,737506.0,737506.0,737506.0,737503.0,737501.0,737501.0,737500.0,737495.0,2020,Anchorage Municipality,1961.0,1704.68,171.2,66.3,69,AK,Anchorage,3,1077.0,1014.0,60.0,73,298225,43608,AK,"Anchorage Borough/municipality, AK",2,2,1,"151,950","143,602","8,348",5.5,"$82,113 ",109.6,AK,Anchorage Borough,2,2,2,2,"27,075","23,826","30,324",9.5,8.4,10.6,"8,467","6,979","9,955",12.1,10.0,14.2,"5,411","4,301","6,521",11.0,8.7,13.3,"82,113","78,006","86,220","anchorage municipality, ak",3.5,2.6,53537,696,2,9,1,298225,6963.0,11480.0,5138.0,7964.0,7140.0,0.3244291253769927,0.3889372822299652,0.4815103152977812,0.3868658965344048,0.5813725490196079,335,"Anchorage Municipality, Alaska",291538,148668,142870,20944,20451,18807,18663,20844,48609,38979,36646,18903,15883,21792,7961,3056,34.3,71338,227669,220200,208675,40483,32809,220200,111972,108228,32809,15703,17106,291538,259910,31628,259910,181491,16679,1301,22022,N,N,N,N,28273,905,1682,15472,246,2354,158,7456,6105,307,785,3430,1583,5340,31628,3407,12406,4697,1730,291538,208738,23253,39880,37640,9836,7976,291538,27107,16077,3847,500,6683,264431,166481,16163,20306,27668,6080,583,27150,499,26651,118233
22,4001,"9,085","14,708","15,444","5,189",20.4,33.1,34.8,11.7,AZ,apache county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4001,Apache County,11218.44,11197.52,6.4,2.9,96,AZ,Apache,4,162.0,50.0,0.0,0,71602,14107,AZ,"Apache County, AZ",6,6,0,"20,665","18,585","2,080",10.1,"$33,652 ",57.0,AZ,Apache County,6,6,6,6,"26,435","24,497","28,373",37.3,34.6,40.0,"9,129","8,210","10,048",47.3,42.5,52.1,"6,495","5,777","7,213",44.7,39.8,49.6,"33,652","30,480","36,824","apache county, az",0.3,0.0,960,19,1,1,1,71602,19456.0,24198.0,24262.0,25848.0,27661.0,0.6694592927631579,0.6470782709314821,0.6343252823345149,0.6633782110801609,0.6175843245001988,229,"Apache County, Arizona",71818,35613,36205,4721,5744,5856,5688,4708,8817,8327,7714,4973,4338,6466,3163,1303,35.4,19517,54577,52301,48916,13466,10932,52301,25594,26707,10932,4938,5994,71818,71591,227,71591,16256,411,263,53873,N,N,N,N,416,N,N,N,N,N,N,N,59,N,N,N,N,576,227,N,N,N,N,71818,16437,435,54058,450,N,606,71818,4590,N,N,N,N,67228,12998,411,53128,416,59,19,197,0,197,32942
23,4003,"11,215","20,560","35,576","20,116",12.8,23.5,40.7,23.0,AZ,cochise county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4003,Cochise County,6218.6,6165.69,21.3,9.6,97,AZ,Cochise,4,135.0,160.0,12.0,12,126516,35231,AZ,"Cochise County, AZ",3,2,1,"49,774","46,985","2,789",5.6,"$49,164 ",83.2,AZ,Cochise County,4,5,3,2,"18,273","14,986","21,560",15.1,12.4,17.8,"6,129","4,567","7,691",22.8,17.0,28.6,"4,527","3,261","5,793",23.2,16.7,29.7,"49,164","46,171","52,157","cochise county, az",0.7,0.0,1214,66,1,1,0,126516,33241.0,44483.0,48820.0,49003.0,50015.0,0.4019132998405584,0.3937234449115393,0.3880172060630889,0.378466624492378,0.3488953314005798,543,"Cochise County, Arizona",126770,64995,61775,7103,8163,7463,7994,7479,14753,14643,13844,6656,10270,16130,9098,3174,41.0,27247,102489,99523,93010,34210,28402,99523,50980,48543,28402,13628,14774,126770,121445,5325,121445,109392,4814,965,1738,N,N,N,N,2511,130,139,357,469,752,579,85,210,N,N,N,N,2780,5325,1527,660,750,47,126770,114042,6728,2551,3846,1131,4050,126770,45172,39881,3039,145,2107,81598,69219,4259,1213,2511,210,233,3953,168,3785,61318
24,4005,"8,515","17,604","26,746","29,254",10.4,21.4,32.6,35.6,AZ,coconino county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4005,Coconino County,18661.34,18618.89,7.2,3.4,98,AZ,Coconino,3,396.0,381.0,41.0,41,138639,23195,AZ,"Coconino County, AZ",3,2,1,"77,083","72,850","4,233",5.5,"$60,187 ",101.9,AZ,Coconino County,3,2,3,2,"20,964","18,175","23,753",15.9,13.8,18.0,"5,037","3,834","6,240",17.3,13.2,21.4,"3,743","2,796","4,690",17.7,13.2,22.2,"60,187","57,153","63,221","coconino county, az",2.1,1.2,11784,399,3,4,1,138639,40883.0,52267.0,54344.0,51731.0,59784.0,0.4960497028104591,0.559492605276752,0.5784079199175622,0.5655603023332237,0.5420179312190553,544,"Coconino County, Arizona",142854,70521,72333,7273,7520,9774,17020,16884,20021,15121,15058,8485,7885,11161,5212,1440,30.8,29455,116671,113399,97108,22956,17813,113399,55383,58016,17813,8589,9224,142854,138349,4505,138349,90589,1882,687,38177,294,0,31011,87,2687,N,N,N,N,N,N,N,0,N,N,N,N,5014,4505,139,2065,1151,0,142854,94905,2575,40939,4663,N,5146,142854,20389,17280,726,183,2200,122465,76747,1800,36977,2451,0,329,4161,114,4047,66838
25,4013,"354,513","634,810","923,098","899,070",12.6,22.6,32.8,32.0,AZ,maricopa county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4013,Maricopa County,9224.39,9200.14,414.9,178.2,103,AZ,Maricopa,34,10040.0,10105.0,715.0,1004,4155501,808534,AZ,"Maricopa County, AZ",1,1,1,"2,229,526","2,137,219","92,307",4.1,"$65,234 ",110.4,AZ,Maricopa County,1,1,1,1,"535,183","516,969","553,397",12.3,11.9,12.7,"188,910","179,576","198,244",18.2,17.3,19.1,"128,666","121,546","135,786",17.0,16.1,17.9,"65,234","64,449","66,019","maricopa county, az",4.4,3.1,100236,1146,3,25,2,4155501,901699.0,1192751.0,1364962.0,1376558.0,1567834.0,0.4288382265035228,0.4232643695121614,0.4411595341115723,0.4375318729759298,0.4483299890166944,738,"Maricopa County, Arizona",4410824,2181974,2228850,279484,284468,309797,296015,291402,643582,574263,552562,261058,248994,388129,203927,77143,36.6,1052785,3478309,3358039,3183456,815127,669199,3358039,1644262,1713777,669199,301634,367565,4410824,4239654,171170,4239654,3466879,257889,6702,91630,1485,156,30011,373,184809,51295,36552,32336,8591,10724,21519,23792,10478,2137,2217,982,5142,227969,171170,45111,23806,43649,5884,4410824,3614022,322929,131157,244080,19568,263648,4410824,1379637,1179475,39934,13564,146664,3031187,2415129,241331,71043,180597,9673,7000,106414,3083,103331,1762981
26,4015,"22,957","54,288","58,539","20,104",14.7,34.8,37.6,12.9,AZ,mohave county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4015,Mohave County,13460.65,13311.08,15.0,8.3,104,AZ,Mohave,4,551.0,610.0,80.0,80,204691,73559,AZ,"Mohave County, AZ",3,2,1,"85,442","80,508","4,934",5.8,"$45,129 ",76.4,AZ,Mohave County,4,3,3,2,"34,411","29,470","39,352",16.8,14.4,19.2,"9,385","7,321","11,449",26.9,21.0,32.8,"6,604","5,025","8,183",25.7,19.6,31.8,"45,129","42,534","47,724","mohave county, az",0.4,0.2,363,26,0,1,0,204691,44141.0,57807.0,67605.0,70010.0,79943.0,0.3957771686187445,0.3546802290380058,0.32678056356778346,0.2790029995714898,0.21834306943697385,230,"Mohave County, Arizona",209550,105596,103954,9064,10687,9840,9146,10046,21588,18649,22854,15108,18774,37132,21019,5643,52.5,35609,177746,173941,169270,76377,63794,173941,87829,86112,63794,31652,32142,209550,205218,4332,205218,191170,2409,644,4346,N,N,N,N,2518,N,N,N,N,N,N,N,1492,N,N,N,N,3283,4332,889,2155,522,0,209550,195108,3298,6530,3405,1910,3721,209550,35269,29016,1753,523,3977,174281,161051,2165,3669,2518,1302,0,3576,192,3384,115269
27,4017,"11,963","20,957","25,708","11,025",17.2,30.1,36.9,15.8,AZ,navajo county,737515.0,737515.0,737515.0,737500.0,737504.0,,737500.0,737495.0,4017,Navajo County,9959.72,9950.42,10.8,5.7,105,AZ,Navajo,4,176.0,170.0,12.0,12,107902,24267,AZ,"Navajo County, AZ",4,5,0,"40,598","37,447","3,151",7.8,"$40,650 ",68.8,AZ,Navajo County,4,6,4,5,"30,876","27,949","33,803",28.5,25.8,31.2,"11,680","10,229","13,131",40.2,35.2,45.2,"8,735","7,693","9,777",40.7,35.8,45.6,"40,650","37,395","43,905","navajo county, az",0.1,0.0,24,2,0,0,1,107902,25147.0,32343.0,35800.0,37335.0,40294.0,0.4690022666719688,0.4580589308351112,0.4351675977653631,0.4538636668005893,0.4084727254678116,442,"Navajo County, Arizona",110445,55015,55430,7751,7559,9324,7903,5837,13390,11646,12240,7195,7438,12126,5852,2184,38.5,29343,83803,81102,76702,23563,20162,81102,40247,40855,20162,9481,10681,110445,107928,2517,107928,53702,892,498,49902,N,N,N,N,636,N,N,N,N,N,N,N,9,N,N,N,N,2787,2517,195,1259,284,102,110445,55963,1189,51524,1170,537,2936,110445,12649,N,N,N,N,97796,45949,527,48379,636,9,0,2296,102,2194,58164
