,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
41,26077,"Kalamazoo County, Michigan",264870,130970,133900,15602,15255,17203,18559,31953,35704,30912,28859,15220,15775,23674,11729,4425,34.5,57284,213929,207586,190325,49226,39828,207586,100716,106870,39828,17468,22360,264870,249568,15302,249568,212930,27655,2003,928,N,N,N,N,6269,2494,975,607,391,1234,286,282,534,N,N,N,N,1252,15302,7354,1326,2113,1785,264870,225196,37729,4460,9116,990,3041,264870,13332,8380,440,1337,3175,251538,204098,26496,928,6269,534,319,12894,865,12029,112806
42,26121,"Muskegon County, Michigan",173588,87191,86397,10481,10942,11547,10749,10141,23745,20718,21100,12540,12184,17589,8589,3263,39.3,40064,138591,133524,128054,36635,29441,133524,66199,67325,29441,13396,16045,173588,167993,5595,167993,140769,23350,1278,1822,N,N,N,N,1270,N,N,N,N,N,N,N,0,N,N,N,N,782,5595,3088,852,342,95,173588,146227,27479,3409,1932,N,1070,173588,10081,N,N,N,N,163507,132294,23190,1651,1270,0,156,4946,37,4909,74301
43,26139,"Ottawa County, Michigan",290494,143592,146902,17690,21000,19083,24333,27379,34754,33628,34181,18918,16112,24574,13513,5329,35.2,69532,228847,220962,201139,54133,43416,220962,108362,112600,43416,19684,23732,290494,281735,8759,281735,256742,5460,816,992,N,N,N,N,8189,836,1384,278,190,446,2085,2970,0,N,N,N,N,10352,8759,2204,2110,2083,64,290494,265003,8326,3306,10658,N,12092,290494,29000,23702,1363,233,3702,261494,242703,5036,478,7862,0,102,5313,0,5313,110839
44,27003,"Anoka County, Minnesota",353813,176777,177036,21886,22206,25565,22740,19553,45363,48210,48999,26800,22665,30693,14779,4354,39.3,84398,279099,269415,257743,63119,49826,269415,134042,135373,49826,23138,26688,353813,341991,11822,341991,294882,23174,1782,2712,N,N,N,N,15764,1950,2007,632,163,1264,3353,6395,144,N,N,N,N,5315,11822,4631,1606,3776,270,353813,305923,28676,5059,19904,N,6259,353813,16770,11163,933,403,4271,337043,284940,22932,2689,15764,144,141,10433,496,9937,133184
45,27019,"Carver County, Minnesota",103551,50636,52915,6205,7265,8646,7952,5906,11176,14907,15175,8119,5520,7705,4461,514,38.1,27756,79260,75795,72364,15832,12680,75795,36799,38996,12680,5591,7089,103551,100959,2592,100959,95336,1993,609,25,N,N,N,N,3132,N,N,N,N,N,N,N,30,N,N,N,N,443,2592,N,N,N,N,103551,97732,2811,834,4108,342,553,103551,4420,N,N,N,N,99131,91525,1993,25,3132,30,240,2186,0,2186,38848
46,27109,"Olmsted County, Minnesota",156277,76519,79758,11028,9652,10900,9478,9094,21943,20757,18795,11777,8558,13199,7613,3483,38.1,38257,122687,118020,112927,28758,24295,118020,56932,61088,24295,10667,13628,156277,151993,4284,151993,130262,10024,886,200,N,N,N,N,9542,1477,999,309,334,273,1256,4894,64,N,N,N,N,1901,4284,1489,347,1858,0,156277,134433,11709,547,11804,N,2114,156277,7863,4121,837,555,2350,148414,124386,10024,200,9542,64,270,3928,169,3759,66669
47,27137,"St. Louis County, Minnesota",199754,99837,99917,10019,10382,11099,13650,18224,23156,22083,22809,14354,15385,22338,10563,5692,40.9,38011,165951,161743,149316,47481,38593,161743,80420,81323,38593,17791,20802,199754,192648,7106,192648,183984,2661,602,3763,N,N,N,N,1573,N,N,N,N,N,N,N,184,N,N,N,N,483,7106,2279,2862,1507,81,199754,190937,5175,6788,3171,235,687,199754,3540,1865,373,236,1066,196214,181620,2591,3763,1573,173,41,6453,22,6431,105006
48,27141,"Sherburne County, Minnesota",96036,49471,46565,6867,7029,7089,6209,5976,13345,13580,13641,7308,4399,6640,2593,1360,35.6,25172,73994,70864,67037,13370,10593,70864,36935,33929,10593,4880,5713,96036,94140,1896,94140,88556,2625,751,916,N,N,N,N,1675,N,N,N,N,N,N,N,0,N,N,N,N,368,1896,1119,245,98,69,96036,90383,3813,1230,1773,N,733,96036,2572,N,N,N,N,93464,87297,2625,371,1675,0,0,1496,0,1496,34301
49,28075,"Lauderdale County, Mississippi",75317,36101,39216,4613,5479,5704,4034,4262,10176,8961,9426,5423,4301,7326,3859,1753,37.4,17728,58613,57589,54484,15125,12938,57589,27556,30033,12938,5532,7406,75317,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75317,40841,33608,N,798,N,N,75317,1673,N,N,N,N,73644,39211,33150,155,698,0,78,352,0,352,35349
50,28081,"Lee County, Mississippi",85202,41053,44149,5600,6287,5831,6090,4817,10965,11913,10612,5170,5820,6900,4082,1115,37.1,20753,66408,64449,60723,15648,12097,64449,30639,33810,12097,4802,7295,85202,84197,1005,84197,57076,24351,1834,399,N,N,N,N,455,N,N,N,N,N,N,N,0,N,N,N,N,1916,1005,N,N,N,N,85202,58022,25307,N,504,N,N,85202,2320,N,N,N,N,82882,55326,24351,399,455,0,1346,1005,0,1005,37051
51,28121,"Rankin County, Mississippi",153902,74616,79286,8839,8785,11314,9136,9759,21186,23510,19083,10231,8599,14472,6828,2160,38.0,35671,123138,118231,113902,28049,23460,118231,56046,62185,23460,10165,13295,153902,152723,1179,152723,115335,32841,880,602,N,N,N,N,1886,N,N,N,N,N,N,N,0,N,N,N,N,2059,1179,N,N,N,N,153902,116320,33354,901,2397,N,2059,153902,4368,N,N,N,N,149534,112946,32752,542,1886,0,229,1179,0,1179,61489
52,31055,"Douglas County, Nebraska",566880,279531,287349,42778,39443,40230,37726,36688,88115,75845,66217,34414,31563,44590,19531,9740,34.8,145336,436866,421544,399579,92158,73861,421544,205463,216081,73861,32325,41536,566880,548287,18593,548287,446280,61942,2951,4147,N,N,N,N,22721,4579,2856,1573,512,1820,2295,9086,90,N,N,N,N,13107,18593,6321,2893,4174,923,566880,463119,71679,9663,28050,488,14612,566880,72721,55794,1963,1071,13893,494159,390501,61565,2120,22476,52,1515,15930,52,15878,237325
53,31109,"Lancaster County, Nebraska",317272,159421,157851,19970,19912,21378,23422,34499,44431,40555,33440,18067,17768,26715,11966,5149,34.0,72321,252210,244951,225995,54682,43830,244951,122713,122238,43830,19497,24333,317272,303284,13988,303284,271640,12492,1359,2085,N,N,N,N,12759,2874,2014,560,204,652,3882,2573,134,N,N,N,N,4174,13988,4171,2109,3805,141,317272,284465,18137,4985,17736,380,6325,317272,22897,16368,345,422,5762,294375,256028,12272,1272,12759,134,288,11622,174,11448,133465
54,31153,"Sarpy County, Nebraska",184459,92342,92117,13572,14379,14279,12961,11545,26135,26478,22749,10744,9448,13398,5890,2881,34.7,50553,140146,133906,127053,27032,22169,133906,66697,67209,22169,10015,12154,184459,176619,7840,176619,158475,7373,1100,636,N,N,N,N,4295,477,0,1757,420,650,445,546,162,N,N,N,N,5678,7840,2333,1315,1808,0,184459,165093,11009,2012,7653,571,6617,184459,17992,12984,1841,76,3091,166467,148415,6634,451,4295,162,166,6344,0,6344,69957
55,33005,"Cheshire County, New Hampshire",76493,36924,39569,3076,3355,4483,6777,5185,9144,7740,9651,5579,6408,8994,4857,1244,43.4,13635,64295,62858,58046,18991,15095,62858,30261,32597,15095,6911,8184,76493,74390,2103,74390,72081,537,221,313,N,N,N,N,1349,N,N,N,N,N,N,N,0,N,N,N,N,110,2103,519,362,875,0,76493,74072,1173,773,2336,N,340,76493,746,N,N,N,N,75747,71757,537,313,1349,0,46,1745,129,1616,35724
56,33011,"Hillsborough County, New Hampshire",415247,205664,209583,21388,23060,24753,25366,26775,55963,51099,59604,32793,29596,38228,17986,8636,41.1,84981,340143,330266,316242,80841,64850,330266,162853,167413,64850,29087,35763,415247,403844,11403,403844,366558,13824,2018,622,N,N,N,N,17910,6896,2362,1037,350,496,1853,4916,42,N,N,N,N,4888,11403,5128,2048,2911,0,415247,377435,19705,2946,21485,N,5547,415247,29202,3487,11198,858,13659,386045,348206,9971,622,17910,0,859,8477,278,8199,172044
57,34009,"Cape May County, New Jersey",92560,45935,46625,4071,3411,4346,4163,5483,10592,8476,11974,7771,8205,13585,7848,2635,50.4,14739,79952,77821,75621,28774,24068,77821,38117,39704,24068,10931,13137,92560,89373,3187,89373,82013,3564,1224,16,N,N,N,N,1088,N,N,N,N,N,N,N,0,N,N,N,N,2692,3187,N,N,N,N,92560,85163,4704,N,1913,N,3416,92560,7300,N,N,N,N,85260,78480,3471,16,1088,0,387,1818,0,1818,99427
58,34011,"Cumberland County, New Jersey",150972,77267,73705,9252,9193,11135,9692,8797,21101,21189,19057,9594,8740,13681,7224,2317,38.4,35304,119757,115668,109804,27984,23222,115668,59622,56046,23222,10331,12891,150972,145845,5127,145845,98342,29550,2049,793,N,N,N,N,2659,N,N,N,N,N,N,N,0,N,N,N,N,14501,5127,2006,762,0,722,150972,102519,33314,3056,2704,N,15112,150972,47426,16921,26547,336,3622,103546,69095,27925,651,2444,0,167,3264,0,3264,56497
59,34017,"Hudson County, New Jersey",676061,336097,339964,46925,35602,36134,32700,40663,142840,106909,82350,35377,36643,45607,23586,10725,35.3,138221,550007,537840,517593,101555,79918,537840,266290,271550,79918,33361,46557,676061,649391,26670,649391,359699,82145,3999,3008,N,N,N,N,108472,51576,20667,18345,1538,5452,1823,9071,0,N,N,N,N,96067,26670,7608,1105,5063,183,676061,379752,95080,7646,118147,1136,105543,676061,290058,21050,61507,25643,181858,386003,192080,70604,335,106609,0,5046,11329,1639,9690,284124
60,35045,"San Juan County, New Mexico",125043,61679,63364,8373,9157,9756,9428,6680,16918,16191,13323,8593,7523,11230,5648,2223,36.0,32938,96348,92105,86854,23199,19101,92105,45384,46721,19101,8759,10342,125043,121562,3481,121562,66111,1074,461,50058,N,N,N,N,1492,N,N,N,N,N,N,N,42,N,N,N,N,2785,3481,522,1933,62,36,125043,69361,1901,52479,1566,N,3406,125043,25663,N,N,N,N,99380,47303,857,48261,968,42,131,1818,59,1759,51273
61,35049,"Santa Fe County, New Mexico",150056,72779,77277,6249,7163,8617,8367,7466,16579,17106,18728,11233,11980,23437,10401,2730,47.8,26881,126083,123175,118268,44337,36568,123175,59188,63987,36568,16794,19774,150056,144236,5820,144236,124979,1781,661,4554,127,0,459,137,1720,479,504,166,287,132,46,106,102,N,N,N,N,11100,5820,317,1538,743,0,150056,130356,2404,6534,3050,162,14069,150056,76649,33479,350,102,42718,73407,64458,1356,3540,1674,102,34,2243,272,1971,73463
62,36089,"St. Lawrence County, New York",108047,55626,52421,5341,6234,6171,9927,8883,12367,11597,14073,7759,7227,10731,5187,2550,39.8,21600,89174,86447,77494,22410,18468,86447,44394,42053,18468,8486,9982,108047,106632,1415,106632,99965,3066,289,841,N,N,N,N,1028,N,N,N,N,N,N,N,262,N,N,N,N,1470,1415,300,408,531,0,108047,101312,3366,1249,1627,298,1610,108047,2585,775,824,50,936,105462,98974,2777,841,1028,262,391,1189,0,1189,53374
63,36111,"Ulster County, New York",178599,88542,90057,7600,8227,9746,9999,12870,22521,21087,23993,13136,14295,20406,10321,4398,43.3,31311,151260,147288,140153,42153,35125,147288,72940,74348,35125,15852,19273,178599,168503,10096,168503,149143,10718,954,503,N,N,N,N,3026,591,639,220,198,219,0,1159,0,N,N,N,N,5113,10096,3198,1021,1705,211,178599,158799,14456,2020,4867,N,8785,178599,18785,3078,6609,742,8356,159814,139988,9713,155,2954,0,923,6081,61,6020,85431
64,37025,"Cabarrus County, North Carolina",211342,103559,107783,13585,13870,16733,15385,11245,26666,30120,31063,14160,10307,16885,8252,3071,37.6,54217,164370,157125,149782,34612,28208,157125,74605,82520,28208,12054,16154,211342,203986,7356,203986,148835,38874,2144,116,N,N,N,N,8764,N,N,N,N,N,N,N,189,N,N,N,N,7208,7356,3990,126,335,0,211342,155649,43697,N,9710,952,8727,211342,22787,11676,4854,882,5375,188555,135112,38204,116,8764,115,973,5271,782,4489,80867
65,37051,"Cumberland County, North Carolina",332330,164324,168006,24685,21754,22468,23313,33010,56920,38739,36195,18200,16888,23590,12868,3700,31.5,81795,259386,250535,233557,49839,40158,250535,123057,127478,40158,16780,23378,332330,312269,20061,312269,164330,123982,2173,4251,N,N,N,N,8571,905,248,1923,629,2736,803,1327,1086,N,N,N,N,10049,20061,6759,3070,3319,1610,332330,180752,136373,10217,14643,2917,10916,332330,39430,14388,14002,527,10513,292900,141279,121927,4089,8121,1062,698,15724,0,15724,147123
66,37081,"Guilford County, North Carolina",533670,252785,280885,31600,31172,35371,40355,38375,73398,65553,70507,33414,33451,47619,22257,10598,37.0,119037,427824,414633,383724,100298,80474,414633,192451,222182,80474,34298,46176,533670,518396,15274,518396,291198,179585,3327,3586,N,N,N,N,27077,5920,3972,699,903,2306,3570,9707,51,N,N,N,N,16899,15274,6285,860,3176,1135,533670,304206,189995,7021,31449,210,18258,533670,43495,25510,4903,2385,10697,490175,265176,178755,2688,26999,51,2577,13929,1063,12866,230468
67,37183,"Wake County, North Carolina",1092305,531608,560697,67798,70789,77598,75612,69280,160749,162889,156345,68382,56023,79867,34402,12571,36.4,261532,860242,830773,787428,159476,126840,830773,398642,432131,126840,54782,72058,1092305,1049059,43246,1049059,699803,220735,5224,2466,N,N,N,N,78213,39147,14984,3743,353,4557,6338,9091,331,N,N,N,N,47511,43246,13065,4783,8747,5519,1092305,733635,244091,15388,91254,2375,53451,1092305,112797,58027,17533,5077,32160,979508,649332,212601,1716,77923,331,3376,34229,1837,32392,441828
68,38015,"Burleigh County, North Dakota",95273,48205,47068,6378,5802,6330,5903,6768,13718,12187,10777,6880,5373,8440,4056,2661,37.4,21684,75865,73589,69261,18123,15157,73589,36777,36812,15157,6761,8396,95273,93654,1619,93654,86062,2208,494,4210,0,102,0,1935,572,N,N,N,N,N,N,N,0,N,N,N,N,602,1619,N,N,N,N,95273,87681,2643,4840,1172,N,736,95273,2469,N,N,N,N,92804,84427,2208,4028,572,0,0,1569,20,1549,43159
69,39085,"Lake County, Ohio",230514,113126,117388,10914,12612,13669,13512,12685,26979,26814,31631,16740,18611,26430,14070,5847,44.2,46210,190883,184304,177824,56833,46347,184304,89112,95192,46347,20226,26121,230514,225230,5284,225230,208276,10504,1268,133,N,N,N,N,2941,N,N,N,N,N,N,N,147,N,N,N,N,3229,5284,2692,748,1307,192,230514,213368,13674,1418,4361,N,3229,230514,10738,N,N,N,N,219776,202229,10387,133,2941,147,0,3939,0,3939,103306
70,39093,"Lorain County, Ohio",309461,152537,156924,17709,18578,19653,20005,20119,33439,37345,41272,21756,22680,33246,16565,7094,42.1,68263,249678,241198,228190,70893,56905,241198,117187,124011,56905,25013,31892,309461,299200,10261,299200,265593,25734,2153,1071,N,N,N,N,3396,N,N,N,N,N,N,N,75,N,N,N,N,3331,10261,5339,982,1714,419,309461,274543,32511,2645,5325,N,4461,309461,31642,4939,23278,91,3334,277819,240752,24306,1071,3396,75,464,7755,191,7564,131931
71,39095,"Lucas County, Ohio",429899,208451,221448,27037,25855,29419,27421,28063,60107,49641,53205,30527,28415,41432,20316,8461,38.1,98562,341537,331337,314173,86063,70209,331337,157753,173584,70209,30482,39727,429899,405395,24504,405395,306634,80289,3249,1367,N,N,N,N,6707,1399,1331,614,339,660,1302,1062,457,N,N,N,N,9941,24504,12363,1623,2634,339,429899,329578,95614,4218,10002,825,16414,429899,31270,24123,2677,1278,3192,398629,292392,78988,880,6636,457,1878,17398,219,17179,203491
72,39153,"Summit County, Ohio",541918,263355,278563,29727,30526,32476,33745,33039,71406,64317,70180,39145,39890,56533,27869,13065,41.0,113126,443156,428792,409447,121669,97467,428792,205906,222886,97467,42969,54498,541918,526069,15849,526069,422487,77677,3005,1337,N,N,N,N,20151,7295,2265,622,692,1296,133,7848,0,N,N,N,N,4417,15849,9023,1707,2338,276,541918,436550,88277,3580,24017,N,5588,541918,12149,5376,4674,116,1983,529769,414703,77026,1095,20151,0,1259,15535,932,14603,246191
73,40037,"Creek County, Oklahoma",71604,35373,36231,4545,4794,4795,4682,3761,8554,8905,9141,5470,4533,7295,3369,1760,40.2,17062,56524,54542,51665,15310,12424,54542,26582,27960,12424,5555,6869,71604,66473,5131,66473,55778,1429,341,7494,N,N,N,N,465,N,N,N,N,N,N,N,16,N,N,N,N,1291,5131,462,3653,191,260,71604,60597,2502,11631,867,N,1450,71604,3094,N,N,N,N,68510,53787,1406,7471,465,16,393,4972,0,4972,30778
74,40119,"Payne County, Oklahoma",82040,42030,40010,4289,4534,4436,8861,14944,11136,8320,6720,3979,3841,6554,3085,1341,27.8,16208,67411,65832,55108,12461,10980,65832,33764,32068,10980,4839,6141,82040,75938,6102,75938,66152,3212,421,2896,N,N,N,N,3324,N,N,N,N,N,N,N,98,N,N,N,N,256,6102,689,4303,1031,19,82040,72204,3949,7247,4386,N,256,82040,3986,N,N,N,N,78054,62846,3198,2569,3324,98,0,6019,0,6019,36824
75,40131,"Rogers County, Oklahoma",91984,45795,46189,5321,6056,6035,6262,5649,11283,11593,12046,7100,5652,8932,4481,1574,39.7,21479,73119,70505,67348,18564,14987,70505,34779,35726,14987,6876,8111,91984,84230,7754,84230,68566,1064,143,12531,N,N,N,N,1611,N,N,N,N,N,N,N,147,N,N,N,N,311,7754,443,6071,92,271,91984,76049,2106,19326,1828,N,619,91984,4487,N,N,N,N,87497,65813,1064,11999,1542,147,0,6932,0,6932,38545
76,40143,"Tulsa County, Oklahoma",648360,316400,331960,46312,43863,47479,42521,40989,95003,83609,76971,40513,37781,55676,26668,10975,35.9,164041,501470,484319,459749,114780,93319,484319,232402,251917,93319,40125,53194,648360,598470,49890,598470,462263,66174,2079,32715,N,N,N,N,21879,3568,2419,728,135,1434,3317,10278,186,N,N,N,N,15253,49890,5495,29370,2157,5577,648360,504709,81431,72117,26143,977,17397,648360,84522,66072,4442,1698,12310,563838,398173,65375,30620,21788,151,1938,45793,1120,44673,284556
77,41039,"Lane County, Oregon",379611,186890,192721,18312,18464,21538,23971,35226,48399,47608,42556,23500,26337,45031,21091,7578,39.5,69901,317579,309710,289321,88863,73700,309710,150764,158946,73700,34166,39534,379611,357828,21783,357828,324162,3290,922,3998,N,N,N,N,10779,2320,3148,1292,1406,1015,375,1223,1428,N,N,N,N,14171,21783,4249,7147,4244,0,379611,344197,8188,11893,17561,3668,17528,379611,34712,24208,1332,368,8804,344899,308146,3043,3705,10346,1273,1067,17319,183,17136,163490
78,42001,"Adams County, Pennsylvania",102811,50601,52210,5544,4681,7253,6613,6321,11029,10865,14860,7540,7471,11840,6505,2289,43.8,21167,83856,81644,76479,25272,20634,81644,39569,42075,20634,9333,11301,102811,100769,2042,100769,96606,1281,546,359,N,N,N,N,770,N,N,N,N,N,N,N,0,N,N,N,N,1753,2042,1284,369,323,0,102811,98648,2565,781,1159,N,1766,102811,7307,N,N,N,N,95504,91520,1186,76,770,0,0,1952,0,1952,42572
79,42041,"Cumberland County, Pennsylvania",251423,124461,126962,13554,13601,15037,15998,18409,31787,29611,32656,17772,16230,26506,14122,6140,40.7,50809,206170,200614,189325,56923,46768,200614,98161,102453,46768,20213,26555,251423,242736,8687,242736,218641,9372,1513,386,N,N,N,N,11174,6801,705,725,371,550,1076,946,114,N,N,N,N,3049,8687,4469,912,1886,53,251423,227090,14310,1653,13312,185,4048,251423,10389,1920,5187,547,2735,241034,213740,8029,106,11083,51,458,7567,0,7567,106887
80,42075,"Lebanon County, Pennsylvania",141314,69165,72149,8087,8563,9944,9353,7621,15923,16944,18472,8633,10065,15166,8394,4149,41.3,32141,113314,109173,103636,33779,27709,109173,52933,56240,27709,12524,15185,141314,139310,2004,139310,121786,4366,667,47,N,N,N,N,2126,N,N,N,N,N,N,N,0,N,N,N,N,10985,2004,593,0,416,109,141314,123635,5114,N,2588,N,11825,141314,19476,517,16131,0,2828,121838,115062,3814,0,1954,0,43,965,0,965,58010
81,42081,"Lycoming County, Pennsylvania",113664,54669,58995,6287,5545,7282,8557,6012,14857,12289,14375,7921,8638,12212,7388,2301,41.7,23317,93463,90347,83997,26998,21901,90347,43497,46850,21901,9697,12204,113664,111186,2478,111186,104565,4872,854,292,N,N,N,N,858,N,N,N,N,N,N,N,100,N,N,N,N,499,2478,1767,255,68,79,113664,106841,6766,711,1049,N,683,113664,2349,592,1092,20,645,111315,102924,4820,292,848,100,62,2269,0,2269,53530
82,44003,"Kent County, Rhode Island",163861,80021,83840,7752,8752,8336,8472,9865,21004,19391,24262,11395,13713,17708,8777,4434,44.0,30876,137970,132985,129327,38494,30919,132985,63376,69609,30919,13153,17766,163861,161168,2693,161168,149942,3268,625,1112,N,N,N,N,4667,N,N,N,N,N,N,N,0,N,N,N,N,2179,2693,1116,576,679,0,163861,152598,4462,1688,5461,N,2386,163861,8717,1338,4150,363,2866,155144,144107,3179,460,4667,0,38,2693,207,2486,74510
83,45015,"Berkeley County, South Carolina",221091,110788,110303,14376,17157,12956,14667,14011,32847,29123,28160,13388,13597,19795,8466,2548,36.2,52742,172810,168349,158646,38253,30809,168349,83008,85341,30809,14035,16774,221091,212937,8154,212937,146659,52921,1459,1098,N,N,N,N,4567,N,N,N,N,N,N,N,594,N,N,N,N,7098,8154,2599,1022,2542,0,221091,154168,56207,2593,7734,716,8498,221091,15221,4870,3003,67,7281,205870,139797,52498,1098,4567,415,594,6901,442,6459,85972
84,45085,"Sumter County, South Carolina",106512,51530,54982,7074,6117,7851,7013,7518,14955,12171,12835,7185,6225,10268,5428,1872,36.7,25144,84264,81368,77666,21577,17568,81368,38403,42965,17568,7300,10268,106512,103241,3271,103241,48223,52663,2299,0,N,N,N,N,1588,N,N,N,N,N,N,N,0,N,N,N,N,767,3271,N,N,N,N,106512,51266,54847,N,2069,N,1329,106512,1768,N,N,N,N,104744,47780,52625,0,1588,0,42,2709,0,2709,48282
85,47037,"Davidson County, Tennessee",692587,334254,358333,45588,40682,36598,39185,49227,140164,95905,80739,44495,35554,51192,23309,9949,34.5,143599,562526,548988,523179,105702,84450,548988,261616,287372,84450,35515,48935,692587,675818,16769,675818,436621,187929,5902,927,N,N,N,N,25440,3327,2803,1026,427,3422,2495,11940,852,N,N,N,N,24049,16769,5450,3405,4409,527,692587,451752,194562,5326,31086,1197,26309,692587,72136,41957,2915,3905,23359,620451,387822,184841,686,25440,852,4536,16274,1583,14691,319508
86,47065,"Hamilton County, Tennessee",364286,175428,188858,20731,21253,21151,22296,22804,52159,44643,46475,24118,25059,37068,18651,7878,39.7,75764,297020,288522,274004,79379,63597,288522,136569,151953,63597,27524,36073,364286,354520,9766,354520,274604,67960,2516,699,N,N,N,N,7632,611,1044,1258,757,522,2192,1248,785,N,N,N,N,2840,9766,5226,1759,1407,219,364286,283702,74014,2832,9330,1399,3132,364286,21355,7436,2703,96,11120,342931,258065,66529,699,7319,785,627,8907,258,8649,160807
87,47147,"Robertson County, Tennessee",71012,34958,36054,4422,4461,5173,4649,3998,9238,8508,10013,5618,4802,6282,3244,604,39.2,16931,56014,54081,51445,12909,10130,54081,26498,27583,10130,4701,5429,71012,68712,2300,68712,61235,5182,796,59,N,N,N,N,504,N,N,N,N,N,N,N,0,N,N,N,N,1732,2300,N,N,N,N,71012,62741,6041,1831,558,N,2104,71012,5172,N,N,N,N,65840,58939,5109,15,504,0,0,1273,160,1113,27765
88,47179,"Washington County, Tennessee",128607,62989,65618,5949,6392,7682,8177,11632,15933,15253,16937,8757,8390,13610,6928,2967,40.7,24055,107473,104552,98334,28575,23505,104552,50597,53955,23505,10521,12984,128607,125724,2883,125724,116745,4998,1063,291,N,N,N,N,2335,N,N,N,N,N,N,N,0,N,N,N,N,1355,2883,1627,500,167,0,128607,119521,6923,876,2757,N,1689,128607,4595,2121,157,226,2091,124012,113544,4998,291,2335,0,167,2677,0,2677,60856
89,48039,"Brazoria County, Texas",370200,187017,183183,25664,27708,28251,25904,22523,47818,58135,48002,23618,18921,27924,12109,3623,36.1,97974,283483,272226,258647,54823,43656,272226,136673,135553,43656,19992,23664,370200,362846,7354,362846,257444,54959,1413,1721,N,N,N,N,26291,7418,3110,5482,156,538,8084,1503,211,N,N,N,N,22220,7354,769,1578,879,315,370200,263560,56511,3803,27771,417,25787,370200,115204,101944,5737,0,7523,254996,170523,53624,897,26050,147,358,3397,371,3026,139484
90,48085,"Collin County, Texas",1005146,494709,510437,62291,66963,83949,71535,58065,128342,160155,151235,62864,49302,70111,29690,10644,37.2,260477,774988,744669,708842,140281,110445,744669,361905,382764,110445,48384,62061,1005146,974338,30808,974338,681648,101248,2082,4647,N,N,N,N,160058,81825,27021,6145,1729,9399,13887,20052,154,N,N,N,N,26583,30808,7496,4379,8835,827,1005146,707589,112469,11442,173553,2703,31596,1005146,155001,112424,6347,3012,33218,850145,560168,100090,3516,159134,154,2899,24184,1188,22996,377384
91,48113,"Dallas County, Texas",2637772,1301856,1335916,196902,189084,192624,179147,183880,435635,362746,326863,150373,137336,173179,78579,31424,33.5,689655,2022625,1948117,1848261,359336,283182,1948117,950137,997980,283182,122056,161126,2637772,2577317,60455,2577317,1597748,601408,5721,12699,N,N,N,N,168061,66040,16092,11462,3226,9038,29677,32526,919,N,N,N,N,196482,60455,16179,6468,12019,4280,2637772,1642653,628526,26327,190174,4986,209472,2637772,1068361,872330,10886,11619,173526,1569411,752972,590842,8493,167383,919,3643,45159,4702,40457,1027930
