FIPS,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units
29219,437.77,428.6,75.9,34.3
29221,762.49,759.91,33.2,14.5
29223,774.06,759.18,17.8,10.6
29225,593.76,592.56,61.1,24.3
29227,266.82,266.61,8.1,4.8
29229,683.14,681.77,27.6,12.8
29510,66.03,61.91,5157.5,2842.9
30001,5571.89,5541.62,1.7,1.0
30003,5014.61,4995.46,2.6,0.9
30005,4238.78,4227.55,1.5,0.7
30007,1238.76,1192.54,4.7,2.3
30009,2062.16,2048.79,4.9,3.1
30011,3348.28,3340.75,0.3,0.2
30013,2711.48,2698.16,30.1,13.8
30015,3996.73,3972.49,1.5,0.7
30017,3793.22,3783.36,3.1,1.5
30019,1426.5,1426.1,1.2,0.8
30021,2383.17,2371.86,3.8,1.8
30023,741.2,736.53,12.6,7.0
30025,1623.06,1620.77,1.8,0.9
30027,4350.41,4339.8,2.7,1.3
30029,5256.44,5087.66,17.9,9.2
30031,2632.07,2602.69,34.4,16.2
30033,4847.47,4675.36,0.3,0.2
30035,3036.92,2995.94,4.5,1.8
30037,1176.34,1175.34,0.8,0.4
30039,1733.05,1727.41,1.8,1.6
30041,2916.02,2898.95,5.6,2.5
30043,1658.84,1656.26,6.9,3.1
30045,1870.62,1869.82,1.1,0.7
30047,1653.72,1490.15,19.3,11.1
30049,3497.72,3458.83,18.3,8.7
30051,1447.18,1430.05,1.6,0.7
30053,3675.13,3612.92,5.4,3.2
30055,2682.82,2643.17,0.7,0.4
30057,3602.79,3587.48,2.1,1.9
30059,2394.76,2391.91,0.8,0.6
30061,1223.26,1219.44,3.5,2.0
30063,2618.32,2593.42,42.1,19.3
30065,1870.91,1868.16,2.4,1.4
30067,2813.49,2803.06,5.6,3.3
30069,1673.8,1654.87,0.3,0.2
30071,5211.88,5140.04,0.8,0.5
30073,1639.84,1622.86,3.8,1.6
30075,3297.9,3297.3,0.5,0.3
30077,2332.65,2326.39,3.0,1.3
30079,1742.57,1736.74,0.7,0.4
30081,2400.2,2390.82,16.8,8.2
30083,2103.29,2084.14,4.7,2.2
30085,2369.42,2354.79,4.4,1.7
30087,5027.01,5010.4,1.8,0.8
30089,2789.98,2760.52,4.1,2.4
30091,1706.09,1677.08,2.0,1.2
30093,719.05,718.48,47.6,23.3
30095,1804.58,1795.35,5.1,2.7
30097,1862.03,1855.2,2.0,1.2
30099,2292.52,2272.37,2.7,1.3
30101,1945.77,1915.65,2.8,1.2
30103,984.02,977.4,0.7,0.4
30105,5061.79,4925.82,1.5,1.0
30107,1428.24,1423.19,1.5,0.8
30109,889.93,889.26,1.1,0.6
30111,2649.03,2633.29,56.2,24.3
31001,564.23,563.27,55.7,23.7
31003,858.59,857.22,7.8,3.8
31005,718.31,715.35,0.6,0.4
31007,746.27,746.11,0.9,0.5
31009,714.52,710.87,0.7,0.5
31011,687.22,686.55,8.0,3.9
31013,1077.84,1075.29,10.5,5.1
31015,544.53,539.94,3.9,2.6
31017,1225.12,1221.33,2.6,1.5
31019,975.4,968.11,47.6,19.7
31021,497.06,491.58,14.0,7.1
31023,590.81,584.91,14.4,6.9
31025,565.89,557.45,45.3,19.9
31027,745.85,740.31,12.0,5.6
31029,897.5,894.42,4.4,2.2
31031,6009.33,5960.42,1.0,0.5
31033,1196.4,1196.29,8.4,4.1
31035,573.54,572.29,11.4,5.2
31037,416.52,411.66,25.5,10.0
31039,574.65,570.62,16.0,7.4
31041,2575.88,2575.52,4.2,2.2
31043,267.42,264.25,79.5,28.9
31045,1401.07,1396.46,6.6,3.0
31047,1019.43,1013.1,24.0,10.0
31049,440.71,439.85,4.4,2.4
31051,482.9,476.23,12.6,5.6
31053,543.0,528.71,69.4,31.4
31055,339.35,328.45,1574.4,668.5
31057,920.85,919.68,2.2,1.2
31059,576.52,575.37,10.2,5.1
31061,576.0,575.82,5.6,3.0
31063,980.08,974.59,2.8,1.6
31065,720.64,719.13,6.9,3.8
31067,859.96,851.49,26.2,12.3
31069,1730.88,1704.28,1.2,0.8
31071,571.38,569.79,3.6,2.1
31073,462.72,458.16,4.5,2.8
31075,783.22,776.22,0.8,0.5
31077,570.66,569.81,4.5,2.3
31079,552.14,546.29,107.3,43.1
31081,547.02,542.88,16.8,7.3
31083,574.06,553.47,6.2,4.3
31085,713.28,713.06,1.4,0.7
31087,718.48,709.94,4.1,2.5
31089,2417.5,2412.4,4.3,2.2
31091,721.46,721.12,1.0,0.6
31093,575.59,569.34,11.0,5.2
31095,575.67,570.18,13.2,6.9
31097,376.73,376.05,13.9,5.8
31099,516.35,516.24,12.6,5.6
31101,1109.74,1061.6,7.9,5.1
31103,773.92,773.07,1.1,0.7
31105,952.41,951.85,4.0,2.1
31107,1139.72,1108.35,7.9,4.3
31109,846.38,837.55,340.8,144.3
31111,2575.13,2564.07,14.2,6.5
31113,571.12,570.66,1.3,0.7
31115,571.1,568.29,1.1,0.7
31117,860.01,858.98,0.6,0.3
31119,575.45,572.74,60.9,26.2
31121,494.5,484.88,16.2,7.6
31123,1429.86,1423.84,3.5,1.7
31125,448.23,441.63,8.5,4.1
31127,409.6,407.38,17.8,8.6
31129,575.82,575.16,7.8,4.3
31131,619.02,615.63,25.6,11.4
31133,432.95,431.07,6.4,3.7
31135,884.43,883.34,3.4,1.6
31137,540.43,539.79,17.0,7.7
31139,574.59,573.25,12.7,5.6
31141,684.59,674.06,47.8,19.8
31143,440.64,438.34,12.3,6.2
31145,718.01,716.99,15.4,7.3
31147,554.57,551.84,15.2,8.0
31149,1011.72,1008.32,1.5,0.9
31151,576.31,574.02,24.7,10.0
31153,247.52,238.99,664.6,259.2
31155,759.82,750.23,27.7,12.3
31157,745.36,739.4,50.0,22.2
31159,575.89,571.43,29.3,12.0
31161,2469.8,2440.86,2.2,1.2
31163,571.64,565.83,5.6,3.4
31165,2067.46,2066.74,0.6,0.4
31167,431.0,427.95,14.3,6.2
31169,574.98,573.81,9.1,4.8
31171,714.02,713.24,0.9,0.6
31173,396.08,393.58,17.6,6.1
31175,570.46,568.05,7.5,4.0
31177,393.2,389.96,51.9,21.3
31179,443.33,442.91,21.7,8.5
31181,575.04,574.91,6.6,3.3
31183,575.59,575.18,1.4,1.0
31185,575.83,572.51,23.9,10.9
32001,5024.06,4930.46,5.0,2.2
32003,8060.81,7891.43,247.3,106.5
32005,737.64,709.72,66.2,33.4
32007,17202.95,17169.83,2.8,1.1
32009,3589.04,3581.88,0.2,0.2
32011,4179.96,4175.68,0.5,0.3
32013,9657.82,9640.76,1.7,0.7
32015,5519.49,5490.1,1.1,0.5
32017,10636.99,10633.2,0.5,0.3
32019,2024.2,2001.19,26.0,11.3
32021,3812.98,3752.84,1.3,0.8
32023,18198.61,18181.92,2.4,1.2
32027,6067.43,6036.56,1.1,0.4
32029,263.64,262.92,15.3,7.6
32031,6542.21,6302.37,66.9,29.3
32033,8896.76,8875.65,1.1,0.5
32510,157.24,144.66,382.1,162.7
33001,468.58,400.23,150.1,93.4
33003,992.43,931.06,51.4,42.8
33005,729.1,706.66,109.1,49.2
33007,1829.73,1794.69,18.4,11.9
33009,1749.55,1708.75,52.2,29.9
33011,892.21,876.14,457.4,189.5
33013,956.45,934.12,156.8,68.0
33015,795.11,694.72,425.0,182.4
33017,384.0,368.97,333.7,140.1
33019,551.99,537.31,81.4,41.6
34001,671.83,555.7,494.1,227.9
34003,246.67,233.01,3884.5,1512.3
34005,819.84,798.58,561.9,219.9
34007,227.29,221.26,2321.5,926.2
34009,620.42,251.42,386.9,391.0
34011,677.62,483.7,324.4,115.4
34013,129.63,126.21,6211.5,2479.6
34015,337.18,322.01,895.3,341.0
34017,62.31,46.19,13731.4,5852.5
34019,437.44,427.82,300.0,115.7
34021,228.89,224.56,1632.2,637.6
34023,322.83,308.91,2621.6,954.3
34025,665.32,468.79,1344.7,551.2
34027,481.62,460.18,1069.8,412.5
34029,915.4,628.78,917.0,442.2
34031,197.11,184.59,2715.3,953.3
34033,372.33,331.9,199.1,82.6
34035,304.86,301.81,1071.7,408.0
34037,535.74,519.01,287.6,119.6
34039,105.4,102.85,5216.1,1939.5
34041,362.86,356.92,304.5,125.9
35001,1167.19,1160.83,570.8,244.9
35003,6929.17,6923.69,0.5,0.5
35005,6075.12,6065.27,10.8,4.4
35006,4541.73,4539.48,6.0,2.4
35007,3768.22,3758.06,3.7,2.7
35009,1407.95,1404.8,34.4,14.3
35011,2333.88,2322.62,0.9,0.6
35013,3814.38,3807.51,55.0,21.4
35015,4197.52,4175.73,12.9,5.4
35017,3967.55,3961.63,7.4,3.7
35019,3031.6,3030.48,1.5,0.8
35021,2125.89,2125.44,0.3,0.2
35023,3445.99,3436.86,1.4,0.7
35025,4394.2,4390.93,14.7,5.7
35027,4831.31,4831.09,4.2,3.6
35028,109.26,109.17,164.4,76.5
35029,2965.36,2965.19,8.5,3.7
35031,5455.28,5449.81,13.1,4.7
35033,1933.62,1931.27,2.5,1.7
35035,6627.5,6613.21,9.6,4.7
35037,2881.58,2874.35,3.1,1.9
35039,5896.15,5860.84,6.9,3.4
35041,2454.65,2447.43,8.1,3.3
35043,3715.94,3710.65,35.5,14.1
35045,5538.42,5513.07,23.6,8.9
35047,4735.66,4715.82,6.2,3.3
35049,1910.87,1909.41,75.5,37.3
35051,4236.22,4178.96,2.9,2.0
35053,6648.75,6646.68,2.7,1.2
35055,2204.42,2203.11,15.0,9.2
35057,3345.73,3344.85,4.9,2.3
35059,3830.87,3823.74,1.2,0.6
35061,1068.29,1066.17,71.8,28.2
36001,533.3,522.8,581.9,263.5
36003,1034.39,1029.31,47.6,25.4
36005,57.48,42.1,32903.3,12160.1
36007,715.51,705.77,284.2,128.3
36009,1322.49,1308.35,61.4,31.4
36011,863.67,691.58,115.7,52.8
36013,1500.18,1060.23,127.2,63.1
36015,410.78,407.35,218.1,94.2
36017,898.63,893.55,56.5,27.7
36019,1117.53,1037.85,79.1,34.6
36021,648.27,634.71,99.4,51.6
36023,501.52,498.76,98.9,41.3
36025,1467.45,1442.44,33.3,21.6
36027,825.35,795.63,373.9,149.1
36029,1226.85,1042.69,881.4,402.8
36031,1916.23,1794.23,21.9,14.3
36033,1697.47,1629.12,31.7,15.5
36035,532.88,495.47,112.1,57.6
36037,495.31,492.94,121.9,51.9
36039,658.05,647.16,76.1,45.1
36041,1807.8,1717.37,2.8,5.1
36043,1457.96,1411.47,45.7,23.6
36045,1857.22,1268.59,91.6,45.7
36047,96.92,70.82,35369.2,14125.3
36049,1289.96,1274.68,21.3,11.9
36051,640.26,631.76,103.5,42.9
36053,661.28,654.84,112.2,48.5
36055,1366.73,657.21,1132.6,487.8
36057,410.36,403.04,124.6,57.2
36059,453.23,284.72,4704.8,1645.0
36061,33.59,22.83,69468.4,37106.4
36063,1139.67,522.36,414.4,189.8
36065,1257.66,1212.43,193.7,85.9
36067,805.62,778.39,600.0,260.0
36069,662.53,644.07,167.6,74.8
36071,838.64,811.69,459.3,168.8
36073,817.42,391.26,109.6,47.1
36075,1312.08,951.65,128.3,56.3
36077,1015.75,1001.7,62.2,30.7
36079,246.25,230.31,432.9,166.0
36081,178.21,108.53,20553.6,7694.7
36083,665.39,652.43,244.4,109.6
36085,102.29,58.37,8030.3,3026.5
36087,199.34,173.55,1795.9,599.6
36089,2821.44,2680.38,41.8,19.4
36091,843.81,809.98,271.1,121.8
36093,209.39,204.52,756.6,333.5
36095,626.33,621.82,52.7,27.7
36097,342.33,328.33,55.9,28.8
36099,390.44,323.71,108.9,49.6
36101,1404.08,1390.56,71.2,35.1
36103,2373.13,912.05,1637.4,624.9
36105,996.72,968.13,80.1,50.8
36107,522.88,518.6,98.6,42.8
36109,491.56,474.65,214.0,87.8
36111,1160.76,1124.24,162.3,74.4
36113,931.6,866.95,75.8,44.7
36115,845.89,831.18,76.1,34.7
36117,1383.05,603.83,155.3,68.0
36119,500.0,430.5,2204.7,861.4
36121,596.29,592.75,71.1,30.3
36123,375.79,338.14,75.0,39.9
37001,434.74,423.94,356.5,157.0
37003,263.65,259.99,143.1,62.3
37005,236.55,235.06,47.5,34.4
37007,537.09,531.45,50.7,21.8
37009,429.27,426.13,64.0,40.7
37011,247.23,247.09,72.0,56.2
37013,958.22,827.19,57.7,29.8
37015,741.25,699.27,30.4,14.0
37017,887.16,874.33,40.2,20.3
37019,1049.82,846.97,126.8,91.5
37021,660.14,656.67,362.9,172.6
37023,515.08,507.1,179.3,80.6
37025,364.46,361.75,492.1,198.9
37027,474.31,471.57,176.1,79.9
37029,310.21,240.56,41.5,17.1
37031,1340.63,506.25,131.3,95.2
37033,428.25,424.92,55.8,25.0
37035,413.42,398.72,387.1,170.3
37037,709.83,682.19,93.1,42.1
37039,466.72,455.43,60.3,38.5
37041,233.3,172.47,85.8,42.3
37043,220.63,214.75,49.3,33.2
37045,468.25,464.25,211.3,93.4
37047,953.64,937.29,62.0,27.8
37049,774.16,708.96,146.0,63.5
37051,658.37,652.31,489.7,207.8
37053,526.59,261.85,89.9,55.2
37055,1562.56,383.42,88.5,87.4
37057,567.02,552.67,294.7,131.5
37059,267.09,264.11,156.1,69.1
37061,821.67,816.22,71.7,31.5
37063,297.87,285.98,935.7,420.4
37065,506.65,505.34,111.9,49.2
37067,412.7,408.15,859.2,384.4
37069,494.5,491.68,123.3,54.1
37071,364.1,356.03,578.8,249.1
37073,345.69,340.44,35.8,15.3
37075,301.67,292.08,30.3,20.3
37077,536.5,531.57,112.7,42.9
37079,266.4,265.93,80.3,30.9
37081,657.63,645.7,756.4,337.6
37083,731.18,724.09,75.5,35.6
37085,601.3,594.99,192.7,78.5
37087,554.62,553.69,106.6,63.1
37089,375.23,373.07,286.1,146.6
37091,360.35,353.06,69.9,30.1
37093,392.3,390.74,120.2,46.6
37095,1424.03,612.7,9.5,5.5
37097,596.9,573.83,277.8,120.3
37099,494.54,490.75,82.1,52.9
37101,795.5,791.3,213.4,85.5
37103,473.22,470.71,21.6,10.3
37105,259.04,254.96,227.0,94.7
37107,402.82,400.59,148.5,68.5
37109,307.04,297.94,262.7,112.9
37111,446.0,440.61,102.1,47.2
37113,519.69,515.56,65.8,49.0
37115,451.44,449.57,46.2,23.6
37117,461.51,461.22,53.1,25.4
37119,545.91,523.84,1755.5,760.7
37121,222.09,221.42,70.4,39.3
37123,501.79,491.76,56.5,32.4
37125,705.85,697.84,126.5,63.0
37127,542.77,540.41,177.3,78.2
37129,328.2,191.53,1058.1,529.6
37131,550.6,536.59,41.2,21.8
37133,905.91,762.74,233.1,89.4
37135,401.43,397.96,336.2,139.7
37137,566.75,336.54,39.1,22.4
37139,289.44,226.88,179.2,74.2
37141,932.79,869.79,60.0,30.7
37143,328.97,247.09,54.4,28.3
37145,404.08,392.32,100.6,46.4
37147,654.82,651.97,257.9,115.0
37149,238.54,237.79,86.3,48.1
37151,789.35,782.52,181.1,78.0
37153,479.92,473.82,98.4,43.8
37155,950.99,949.22,141.3,55.6
37157,572.71,565.55,165.6,77.3
37159,523.72,511.37,270.7,117.7
37161,565.85,564.15,120.2,60.1
37163,946.6,944.74,67.1,28.8
37165,320.32,318.84,113.4,47.7
37167,404.84,395.09,153.3,68.6
37169,455.63,448.86,105.6,48.8
37171,536.3,532.17,138.4,63.3
37173,540.64,528.0,26.5,16.5
37175,380.51,378.53,87.4,50.6
37177,594.22,389.03,11.3,5.3
37179,639.53,631.52,318.7,115.4
37181,269.82,253.52,179.2,79.2
37183,857.32,835.22,1078.8,445.2
37185,443.76,428.46,48.9,27.6
37187,423.85,348.13,38.0,18.6
37189,313.45,312.56,163.4,102.8
37191,556.85,553.09,221.7,95.7
37193,756.92,754.28,91.9,43.8
37195,373.73,368.17,220.6,96.5
37197,337.51,334.83,114.7,51.8
37199,313.16,312.6,57.0,35.3
38001,988.71,987.62,2.4,1.4
38003,1513.4,1491.55,7.4,3.8
38005,1439.5,1388.71,4.8,2.1
