FIPS,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
37013,6,5,0,"19,739","18,839",900,4.6,"$46,411 ",86.1
37015,7,11,0,"7,832","7,445",387,4.9,"$35,433 ",65.7
37017,6,6,0,"14,418","13,659",759,5.3,"$36,976 ",68.6
37019,2,2,1,"52,867","50,144","2,723",5.2,"$60,163 ",111.6
37021,2,2,1,"139,319","135,185","4,134",3.0,"$53,960 ",100.1
37023,2,2,1,"40,579","39,133","1,446",3.6,"$44,946 ",83.4
37025,1,1,1,"106,601","102,807","3,794",3.6,"$69,297 ",128.5
37027,2,2,1,"36,595","35,193","1,402",3.8,"$43,328 ",80.4
37029,8,3,0,"4,650","4,477",173,3.7,"$65,955 ",122.3
37031,4,5,0,"31,755","30,386","1,369",4.3,"$55,052 ",102.1
37033,8,7,0,"9,820","9,391",429,4.4,"$45,517 ",84.4
37035,2,2,1,"78,802","76,041","2,761",3.5,"$53,738 ",99.7
37037,2,2,1,"34,637","33,479","1,158",3.3,"$73,703 ",136.7
37039,9,12,0,"11,235","10,740",495,4.4,"$41,262 ",76.5
37041,6,4,0,"5,582","5,335",247,4.4,"$42,618 ",79.0
37043,9,12,0,"4,111","3,933",178,4.3,"$42,878 ",79.5
37045,4,3,0,"47,966","46,071","1,895",4.0,"$42,728 ",79.2
37047,6,6,0,"22,338","21,223","1,115",5.0,"$36,862 ",68.4
37049,3,2,1,"41,528","39,784","1,744",4.2,"$50,748 ",94.1
37051,2,2,1,"127,957","121,379","6,578",5.1,"$46,779 ",86.8
37053,1,1,1,"13,633","13,141",492,3.6,"$64,426 ",119.5
37055,4,3,0,"19,851","18,836","1,015",5.1,"$64,768 ",120.1
37057,2,2,1,"80,112","77,186","2,926",3.7,"$47,758 ",88.6
37059,2,2,1,"20,474","19,774",700,3.4,"$60,801 ",112.8
37061,6,6,0,"24,946","23,866","1,080",4.3,"$42,725 ",79.2
37063,2,2,1,"167,606","161,771","5,835",3.5,"$59,329 ",110.0
37065,3,2,1,"21,741","20,271","1,470",6.8,"$38,818 ",72.0
37067,2,2,1,"186,122","179,013","7,109",3.8,"$50,112 ",92.9
37069,1,1,1,"30,642","29,421","1,221",4.0,"$57,710 ",107.0
37071,1,1,1,"109,604","105,359","4,245",3.9,"$52,798 ",97.9
37073,1,1,1,"5,309","5,097",212,4.0,"$51,746 ",96.0
37075,9,12,0,"3,179","2,993",186,5.9,"$39,502 ",73.3
37077,4,3,0,"29,943","28,929","1,014",3.4,"$58,956 ",109.3
37079,8,7,0,"9,558","9,190",368,3.9,"$43,591 ",80.8
37081,2,2,1,"260,591","249,820","10,771",4.1,"$52,166 ",96.7
37083,4,5,0,"20,243","19,014","1,229",6.1,"$36,760 ",68.2
37085,4,3,0,"52,791","50,341","2,450",4.6,"$51,225 ",95.0
37087,2,2,1,"29,465","28,472",993,3.4,"$47,183 ",87.5
37089,2,2,1,"54,476","52,712","1,764",3.2,"$54,012 ",100.2
37091,6,4,0,"9,120","8,662",458,5.0,"$38,216 ",70.9
37093,2,2,1,"19,920","18,918","1,002",5.0,"$47,892 ",88.8
37095,9,10,0,"2,008","1,842",166,8.3,"$40,653 ",75.4
37097,1,1,1,"87,984","84,841","3,143",3.6,"$60,044 ",111.4
37099,6,5,0,"19,484","18,682",802,4.1,"$44,502 ",82.5
37101,1,1,1,"96,136","92,682","3,454",3.6,"$60,296 ",111.8
37103,3,2,1,"4,379","4,195",184,4.2,"$43,302 ",80.3
37105,4,5,0,"26,420","25,276","1,144",4.3,"$48,984 ",90.8
37107,4,5,0,"27,857","26,753","1,104",4.0,"$40,433 ",75.0
37109,1,1,1,"42,654","41,200","1,454",3.4,"$62,963 ",116.8
37111,6,5,0,"21,145","20,433",712,3.4,"$43,972 ",81.5
37113,7,9,0,"15,316","14,717",599,3.9,"$46,426 ",86.1
37115,2,2,1,"10,144","9,777",367,3.6,"$44,693 ",82.9
37117,6,6,0,"9,295","8,832",463,5.0,"$43,569 ",80.8
37119,1,1,1,"611,673","588,987","22,686",3.7,"$64,509 ",119.6
37121,7,10,0,"6,025","5,755",270,4.5,"$43,967 ",81.5
37123,6,6,0,"11,588","11,129",459,4.0,"$47,757 ",88.6
37125,4,5,0,"41,079","39,523","1,556",3.8,"$59,471 ",110.3
37127,3,2,1,"43,288","41,097","2,191",5.1,"$50,122 ",93.0
37129,2,2,1,"120,980","116,493","4,487",3.7,"$53,419 ",99.1
37131,9,8,0,"7,628","7,236",392,5.1,"$37,233 ",69.0
37133,3,2,1,"64,341","61,301","3,040",4.7,"$50,531 ",93.7
37135,2,2,1,"77,797","75,263","2,534",3.3,"$71,920 ",133.4
37137,3,2,1,"5,348","5,129",219,4.1,"$46,447 ",86.1
37139,4,3,0,"17,062","16,249",813,4.8,"$46,355 ",86.0
37141,2,2,1,"28,265","27,107","1,158",4.1,"$54,900 ",101.8
37143,8,3,0,"5,046","4,804",242,4.8,"$48,337 ",89.6
37145,2,2,1,"18,261","17,513",748,4.1,"$50,149 ",93.0
37147,3,2,1,"89,961","86,150","3,811",4.2,"$43,303 ",80.3
37149,8,7,0,"8,969","8,633",336,3.7,"$50,467 ",93.6
37151,2,2,1,"66,526","64,042","2,484",3.7,"$48,372 ",89.7
37153,5,8,0,"16,519","15,617",902,5.5,"$38,514 ",71.4
37155,4,5,0,"49,653","46,738","2,915",5.9,"$35,407 ",65.7
37157,2,2,1,"40,499","38,670","1,829",4.5,"$41,869 ",77.6
37159,1,1,1,"65,775","63,199","2,576",3.9,"$46,864 ",86.9
37161,4,5,0,"24,757","23,501","1,256",5.1,"$42,831 ",79.4
37163,6,4,0,"29,207","28,039","1,168",4.0,"$42,807 ",79.4
37165,6,5,0,"11,457","10,614",843,7.4,"$36,730 ",68.1
37167,6,3,0,"29,882","28,817","1,065",3.6,"$51,491 ",95.5
37169,2,2,1,"21,781","20,988",793,3.6,"$50,826 ",94.3
37171,4,5,0,"34,033","32,827","1,206",3.5,"$46,342 ",85.9
37173,8,7,0,"6,912","6,613",299,4.3,"$43,121 ",80.0
37175,6,5,0,"14,275","13,737",538,3.8,"$51,398 ",95.3
37177,9,8,0,"1,457","1,365",92,6.3,"$36,765 ",68.2
37179,1,1,1,"121,250","117,099","4,151",3.4,"$80,428 ",149.2
37181,4,3,0,"17,444","16,441","1,003",5.7,"$40,263 ",74.7
37183,1,1,1,"584,548","564,962","19,586",3.4,"$80,169 ",148.7
37185,8,4,0,"6,574","6,183",391,5.9,"$38,430 ",71.3
37187,7,9,0,"4,628","4,353",275,5.9,"$36,042 ",66.8
37189,5,8,0,"28,832","27,832","1,000",3.5,"$48,489 ",89.9
37191,3,2,1,"52,731","50,460","2,271",4.3,"$41,572 ",77.1
37193,6,3,0,"30,230","29,102","1,128",3.7,"$44,080 ",81.7
37195,4,3,0,"35,342","33,175","2,167",6.1,"$44,015 ",81.6
37197,2,2,1,"17,791","17,191",600,3.4,"$49,070 ",91.0
37199,8,7,0,"8,245","7,950",295,3.6,"$44,756 ",83.0
38001,9,12,0,"1,065","1,043",22,2.1,"$53,162 ",81.5
38003,6,6,0,"5,279","5,137",142,2.7,"$54,984 ",84.3
38005,9,12,0,"2,300","2,211",89,3.9,"$42,407 ",65.0
38007,9,10,0,428,416,12,2.8,"$76,235 ",116.8
38009,9,10,0,"2,992","2,892",100,3.3,"$59,161 ",90.7
38011,9,12,0,"1,647","1,616",31,1.9,"$62,270 ",95.4
38013,9,10,0,"1,078","1,052",26,2.4,"$63,261 ",97.0
38015,3,2,1,"49,251","47,954","1,297",2.6,"$72,277 ",110.8
38017,3,2,1,"100,944","98,629","2,315",2.3,"$63,885 ",97.9
38019,9,12,0,"1,971","1,920",51,2.6,"$60,314 ",92.4
38021,9,10,0,"2,390","2,347",43,1.8,"$53,286 ",81.7
38023,9,10,0,"1,536","1,516",20,1.3,"$58,715 ",90.0
38025,9,10,0,"3,021","2,972",49,1.6,"$66,383 ",101.7
38027,9,12,0,"1,246","1,185",61,4.9,"$51,327 ",78.7
38029,8,7,0,"1,481","1,410",71,4.8,"$47,976 ",73.5
38031,9,10,0,"1,605","1,563",42,2.6,"$58,096 ",89.0
38033,9,12,0,898,880,18,2.0,"$58,075 ",89.0
38035,3,2,1,"37,913","37,054",859,2.3,"$54,311 ",83.2
38037,8,7,0,"1,211","1,179",32,2.6,"$41,295 ",63.3
38039,9,12,0,"1,060","1,036",24,2.3,"$54,250 ",83.1
38041,9,10,0,"1,395","1,367",28,2.0,"$51,455 ",78.9
38043,8,7,0,"1,310","1,252",58,4.4,"$45,401 ",69.6
38045,9,10,0,"2,126","2,085",41,1.9,"$54,514 ",83.5
38047,9,10,0,896,873,23,2.6,"$50,141 ",76.8
38049,9,8,0,"3,155","3,032",123,3.9,"$54,795 ",84.0
38051,9,12,0,"1,157","1,126",31,2.7,"$47,288 ",72.5
38053,9,10,0,"8,962","8,812",150,1.7,"$76,224 ",116.8
38055,8,7,0,"4,795","4,635",160,3.3,"$64,524 ",98.9
38057,7,11,0,"3,969","3,802",167,4.2,"$82,303 ",126.1
38059,3,2,1,"16,169","15,641",528,3.3,"$68,043 ",104.3
38061,9,10,0,"7,078","6,966",112,1.6,"$67,162 ",102.9
38063,8,7,0,"1,425","1,377",48,3.4,"$50,093 ",76.8
38065,3,2,1,873,837,36,4.1,"$68,243 ",104.6
38067,9,12,0,"3,375","3,242",133,3.9,"$58,766 ",90.1
38069,7,9,0,"1,794","1,737",57,3.2,"$47,360 ",72.6
38071,7,11,0,"5,649","5,488",161,2.9,"$54,814 ",84.0
38073,8,7,0,"2,840","2,785",55,1.9,"$61,634 ",94.5
38075,9,8,0,"1,227","1,197",30,2.4,"$60,205 ",92.3
38077,6,5,0,"8,730","8,500",230,2.6,"$61,174 ",93.8
38079,9,12,0,"4,691","4,249",442,9.4,"$42,021 ",64.4
38081,9,10,0,"2,538","2,490",48,1.9,"$64,756 ",99.2
38083,9,12,0,687,655,32,4.7,"$39,439 ",60.4
38085,3,2,1,"1,250","1,199",51,4.1,"$37,002 ",56.7
38087,9,12,0,399,390,9,2.3,"$49,843 ",76.4
38089,7,8,0,"18,051","17,611",440,2.4,"$71,888 ",110.2
38091,8,7,0,"1,001",981,20,2.0,"$66,929 ",102.6
38093,7,8,0,"10,536","10,272",264,2.5,"$57,002 ",87.4
38095,9,12,0,"1,196","1,165",31,2.6,"$51,848 ",79.5
38097,8,7,0,"4,444","4,327",117,2.6,"$59,931 ",91.8
38099,6,6,0,"5,328","5,160",168,3.2,"$59,705 ",91.5
38101,5,8,0,"32,013","31,093",920,2.9,"$63,938 ",98.0
38103,9,12,0,"2,017","1,956",61,3.0,"$58,261 ",89.3
38105,7,8,0,"23,910","23,442",468,2.0,"$79,354 ",121.6
39001,6,4,0,"10,851","10,084",767,7.1,"$42,154 ",75.1
39003,3,2,1,"47,855","45,708","2,147",4.5,"$50,301 ",89.6
39005,4,3,0,"26,004","24,813","1,191",4.6,"$54,362 ",96.8
39007,4,3,0,"44,247","41,917","2,330",5.3,"$46,950 ",83.6
39009,4,3,0,"27,741","26,141","1,600",5.8,"$40,416 ",72.0
39011,4,5,0,"24,540","23,730",810,3.3,"$63,754 ",113.5
39013,3,2,1,"30,588","28,914","1,674",5.5,"$48,989 ",87.2
39015,1,1,1,"19,478","18,434","1,044",5.4,"$55,334 ",98.5
39017,1,1,1,"193,092","185,115","7,977",4.1,"$61,053 ",108.7
39019,2,2,1,"13,091","12,403",688,5.3,"$50,002 ",89.0
39021,6,3,0,"19,762","19,003",759,3.8,"$57,701 ",102.8
39023,3,2,1,"62,963","60,093","2,870",4.6,"$50,089 ",89.2
39025,1,1,1,"105,585","101,261","4,324",4.1,"$65,280 ",116.2
39027,6,3,0,"17,507","16,587",920,5.3,"$53,947 ",96.1
39029,4,3,0,"47,087","44,651","2,436",5.2,"$44,938 ",80.0
39031,6,3,0,"14,392","13,506",886,6.2,"$46,420 ",82.7
39033,4,3,0,"18,330","17,378",952,5.2,"$44,715 ",79.6
39035,1,1,1,"612,216","580,166","32,050",5.2,"$50,006 ",89.1
39037,6,5,0,"25,814","24,803","1,011",3.9,"$53,853 ",95.9
39039,4,5,0,"18,126","17,325",801,4.4,"$56,740 ",101.0
39041,1,1,1,"107,617","103,996","3,621",3.4,"$103,536 ",184.4
39043,4,3,0,"37,757","35,641","2,116",5.6,"$53,135 ",94.6
39045,1,1,1,"77,307","74,179","3,128",4.0,"$67,654 ",120.5
39047,6,3,0,"14,079","13,497",582,4.1,"$47,733 ",85.0
39049,1,1,1,"685,914","659,792","26,122",3.8,"$60,383 ",107.5
39051,2,2,1,"22,228","21,247",981,4.4,"$62,800 ",111.8
39053,6,5,0,"12,102","11,361",741,6.1,"$43,785 ",78.0
39055,1,1,1,"48,790","46,676","2,114",4.3,"$84,093 ",149.8
39057,2,2,1,"82,136","78,810","3,326",4.0,"$68,380 ",121.8
39059,6,5,0,"18,655","17,623","1,032",5.5,"$44,623 ",79.5
39061,1,1,1,"412,156","395,215","16,941",4.1,"$57,300 ",102.0
39063,4,5,0,"41,318","39,908","1,410",3.4,"$61,579 ",109.7
39065,6,6,0,"14,002","13,391",611,4.4,"$49,580 ",88.3
39067,6,6,0,"6,875","6,514",361,5.3,"$50,301 ",89.6
39069,6,6,0,"13,272","12,617",655,4.9,"$57,705 ",102.8
39071,6,4,0,"17,038","16,093",945,5.5,"$49,161 ",87.5
39073,1,1,1,"13,112","12,449",663,5.1,"$50,568 ",90.1
39075,7,9,0,"20,592","19,919",673,3.3,"$60,828 ",108.3
39077,4,3,0,"27,814","26,173","1,641",5.9,"$55,202 ",98.3
39079,7,8,0,"12,727","11,892",835,6.6,"$44,726 ",79.6
39081,3,2,1,"27,538","25,793","1,745",6.3,"$42,821 ",76.3
39083,4,3,0,"31,155","29,802","1,353",4.3,"$56,885 ",101.3
39085,1,1,1,"125,471","119,585","5,886",4.7,"$65,883 ",117.3
39087,2,2,1,"23,690","22,355","1,335",5.6,"$43,031 ",76.6
39089,1,1,1,"89,021","85,502","3,519",4.0,"$66,145 ",117.8
39091,6,3,0,"23,070","22,211",859,3.7,"$61,699 ",109.9
39093,1,1,1,"152,368","144,148","8,220",5.4,"$59,265 ",105.5
39095,2,2,1,"209,136","198,144","10,992",5.3,"$47,865 ",85.2
39097,1,1,1,"20,584","19,806",778,3.8,"$61,645 ",109.8
39099,2,2,1,"103,437","97,293","6,144",5.9,"$48,010 ",85.5
39101,4,3,0,"28,395","27,139","1,256",4.4,"$45,419 ",80.9
39103,1,1,1,"96,495","92,384","4,111",4.3,"$76,475 ",136.2
39105,6,6,0,"8,876","8,232",644,7.3,"$44,286 ",78.9
39107,7,8,0,"23,528","22,879",649,2.8,"$62,782 ",111.8
39109,2,2,1,"53,197","51,115","2,082",3.9,"$59,922 ",106.7
39111,8,7,0,"5,169","4,766",403,7.8,"$46,314 ",82.5
39113,2,2,1,"250,717","239,367","11,350",4.5,"$51,071 ",90.9
39115,6,4,0,"6,676","6,273",403,6.0,"$40,557 ",72.2
39117,1,1,1,"16,734","15,974",760,4.5,"$60,452 ",107.7
39119,4,3,0,"39,379","37,287","2,092",5.3,"$49,586 ",88.3
39121,7,10,0,"4,743","4,425",318,6.7,"$48,792 ",86.9
39123,4,5,0,"20,986","19,663","1,323",6.3,"$58,345 ",103.9
39125,6,6,0,"8,708","8,350",358,4.1,"$53,876 ",95.9
39127,1,1,1,"15,880","14,996",884,5.6,"$51,534 ",91.8
39129,1,1,1,"26,268","25,145","1,123",4.3,"$58,742 ",104.6
39131,7,9,0,"10,817","10,109",708,6.5,"$45,163 ",80.4
39133,2,2,1,"86,523","82,560","3,963",4.6,"$63,689 ",113.4
39135,6,4,0,"21,138","20,275",863,4.1,"$53,904 ",96.0
39137,6,6,0,"18,615","17,988",627,3.4,"$64,304 ",114.5
39139,3,2,1,"52,743","50,160","2,583",4.9,"$49,668 ",88.4
39141,4,3,0,"34,678","33,100","1,578",4.6,"$49,385 ",87.9
39143,4,5,0,"30,748","29,352","1,396",4.5,"$53,978 ",96.1
39145,4,5,0,"28,964","27,007","1,957",6.8,"$41,267 ",73.5
39147,4,5,0,"27,129","25,936","1,193",4.4,"$52,165 ",92.9
39149,4,5,0,"23,906","23,007",899,3.8,"$63,398 ",112.9
39151,2,2,1,"186,227","177,087","9,140",4.9,"$52,310 ",93.2
39153,2,2,1,"270,717","258,083","12,634",4.7,"$58,890 ",104.9
39155,2,2,1,"87,662","82,193","5,469",6.2,"$47,424 ",84.5
39157,4,5,0,"44,390","42,360","2,030",4.6,"$51,030 ",90.9
39159,1,1,1,"28,329","27,349",980,3.5,"$84,861 ",151.1
39161,6,5,0,"14,362","13,856",506,3.5,"$54,331 ",96.8
39163,8,4,0,"5,454","5,114",340,6.2,"$43,457 ",77.4
39165,1,1,1,"116,814","112,310","4,504",3.9,"$87,391 ",155.6
39167,4,5,0,"27,011","25,489","1,522",5.6,"$50,904 ",90.6
39169,4,3,0,"60,780","58,582","2,198",3.6,"$59,142 ",105.3
39171,6,6,0,"18,898","18,214",684,3.6,"$54,581 ",97.2
39173,2,2,1,"70,361","67,518","2,843",4.0,"$64,282 ",114.5
39175,7,9,0,"12,693","12,283",410,3.2,"$55,995 ",99.7
40001,6,6,0,"8,151","7,811",340,4.2,"$35,156 ",67.7
40003,9,10,0,"2,940","2,876",64,2.2,"$52,952 ",102.0
40005,9,9,0,"5,121","4,910",211,4.1,"$39,702 ",76.5
40007,9,10,0,"2,958","2,898",60,2.0,"$52,550 ",101.2
40009,7,8,0,"11,352","11,056",296,2.6,"$47,825 ",92.1
40011,6,4,0,"4,428","4,338",90,2.0,"$49,513 ",95.4
40013,6,5,0,"21,001","20,343",658,3.1,"$43,445 ",83.7
40015,6,4,0,"12,201","11,766",435,3.6,"$48,533 ",93.5
40017,1,1,1,"72,033","70,030","2,003",2.8,"$70,942 ",136.7
40019,5,8,0,"22,149","21,371",778,3.5,"$48,660 ",93.7
40021,6,5,0,"18,796","18,001",795,4.2,"$42,913 ",82.7
40023,7,9,0,"5,756","5,470",286,5.0,"$35,308 ",68.0
40025,9,10,0,"1,386","1,360",26,1.9,"$46,777 ",90.1
40027,1,1,1,"142,102","138,014","4,088",2.9,"$62,343 ",120.1
40029,9,10,0,"2,278","2,191",87,3.8,"$39,396 ",75.9
40031,3,2,1,"48,566","46,668","1,898",3.9,"$51,382 ",99.0
40033,3,2,1,"2,748","2,662",86,3.1,"$43,386 ",83.6
40035,6,6,0,"6,115","5,904",211,3.5,"$43,074 ",83.0
40037,2,2,1,"31,623","30,419","1,204",3.8,"$54,478 ",104.9
40039,7,8,0,"15,694","15,315",379,2.4,"$49,577 ",95.5
40041,6,6,0,"18,065","17,360",705,3.9,"$40,287 ",77.6
40043,9,10,0,"2,778","2,725",53,1.9,"$50,728 ",97.7
40045,9,10,0,"2,207","2,159",48,2.2,"$51,867 ",99.9
40047,5,8,0,"27,330","26,498",832,3.0,"$52,387 ",100.9
40049,6,4,0,"12,710","12,293",417,3.3,"$47,858 ",92.2
40051,1,1,1,"26,292","25,489",803,3.1,"$56,489 ",108.8
40053,9,10,0,"2,742","2,685",57,2.1,"$49,073 ",94.5
40055,7,9,0,"1,964","1,886",78,4.0,"$37,445 ",72.1
40057,9,10,0,"1,200","1,165",35,2.9,"$38,537 ",74.2
40059,9,10,0,"1,800","1,759",41,2.3,"$55,112 ",106.2
40061,6,6,0,"4,222","4,007",215,5.1,"$37,776 ",72.8
40063,7,9,0,"5,366","5,142",224,4.2,"$37,566 ",72.4
40065,7,8,0,"10,724","10,397",327,3.0,"$47,747 ",92.0
40067,8,7,0,"2,570","2,482",88,3.4,"$37,338 ",71.9
40069,9,9,0,"5,319","5,165",154,2.9,"$39,756 ",76.6
40071,5,8,0,"18,989","18,103",886,4.7,"$45,700 ",88.0
40073,6,4,0,"8,888","8,701",187,2.1,"$59,266 ",114.2
40075,6,6,0,"3,526","3,377",149,4.2,"$37,831 ",72.9
40077,7,9,0,"3,219","3,026",193,6.0,"$38,284 ",73.7
40079,2,2,1,"19,120","18,240",880,4.6,"$38,709 ",74.6
40081,1,1,1,"15,952","15,393",559,3.5,"$48,039 ",92.5
40083,1,1,1,"21,953","21,290",663,3.0,"$69,114 ",133.1
40085,9,9,0,"6,451","6,314",137,2.1,"$48,725 ",93.9
40087,1,1,1,"19,424","18,887",537,2.8,"$65,831 ",126.8
40089,7,11,0,"14,211","13,435",776,5.5,"$37,390 ",72.0
40091,6,6,0,"6,865","6,463",402,5.9,"$37,468 ",72.2
40093,9,9,0,"4,005","3,920",85,2.1,"$56,102 ",108.1
40095,6,6,0,"6,705","6,453",252,3.8,"$42,258 ",81.4
40097,6,6,0,"19,694","19,028",666,3.4,"$50,951 ",98.1
40099,7,9,0,"6,525","6,338",187,2.9,"$50,031 ",96.4
40101,4,5,0,"29,238","28,057","1,181",4.0,"$43,911 ",84.6
40103,6,4,0,"5,742","5,593",149,2.6,"$54,210 ",104.4
40105,6,6,0,"4,633","4,439",194,4.2,"$45,734 ",88.1
40107,6,4,0,"4,459","4,246",213,4.8,"$37,545 ",72.3
40109,1,1,1,"383,860","371,240","12,620",3.3,"$52,346 ",100.8
40111,2,2,1,"15,918","15,142",776,4.9,"$42,354 ",81.6
40113,2,2,1,"20,848","19,957",891,4.3,"$48,826 ",94.1
40115,6,5,0,"14,389","13,891",498,3.5,"$38,194 ",73.6
40117,2,2,1,"7,411","7,105",306,4.1,"$46,949 ",90.4
40119,4,3,0,"38,700","37,565","1,135",2.9,"$47,748 ",92.0
40121,5,8,0,"17,838","17,145",693,3.9,"$42,376 ",81.6
40123,7,8,0,"18,656","18,082",574,3.1,"$48,450 ",93.3
40125,4,3,0,"32,624","31,421","1,203",3.7,"$48,499 ",93.4
40127,9,12,0,"4,517","4,284",233,5.2,"$37,026 ",71.3
40129,9,10,0,"1,879","1,834",45,2.4,"$53,871 ",103.8
40131,2,2,1,"44,792","43,309","1,483",3.3,"$61,849 ",119.1
40133,7,9,0,"9,514","9,063",451,4.7,"$37,901 ",73.0
40135,2,2,1,"16,406","15,699",707,4.3,"$38,998 ",75.1
40137,4,3,0,"18,519","17,789",730,3.9,"$46,512 ",89.6
40139,7,8,0,"9,145","8,893",252,2.8,"$51,812 ",99.8
40141,6,6,0,"3,105","2,989",116,3.7,"$41,186 ",79.3
40143,2,2,1,"322,030","311,265","10,765",3.3,"$55,796 ",107.5
40145,2,2,1,"37,252","36,008","1,244",3.3,"$62,889 ",121.1
40147,4,5,0,"23,014","22,117",897,3.9,"$53,992 ",104.0
40149,7,9,0,"5,255","5,094",161,3.1,"$47,484 ",91.5
40151,7,9,0,"4,632","4,532",100,2.2,"$51,715 ",99.6
40153,7,8,0,"9,286","9,030",256,2.8,"$55,134 ",106.2
41001,7,11,0,"6,976","6,593",383,5.5,"$45,972 ",72.8
41003,3,2,1,"48,345","46,810","1,535",3.2,"$63,600 ",100.7
41005,1,1,1,"218,998","210,750","8,248",3.8,"$81,061 ",128.3
41007,4,3,0,"19,344","18,549",795,4.1,"$53,806 ",85.2
41009,1,1,1,"24,387","23,148","1,239",5.1,"$63,338 ",100.3
41011,5,8,0,"26,460","25,027","1,433",5.4,"$48,352 ",76.5
41013,6,5,0,"9,464","8,898",566,6.0,"$51,348 ",81.3
41015,7,8,0,"8,948","8,399",549,6.1,"$48,788 ",77.2
41017,3,2,1,"95,367","91,347","4,020",4.2,"$67,372 ",106.7
41019,4,5,0,"46,374","43,869","2,505",5.4,"$47,020 ",74.4
41021,9,12,0,844,811,33,3.9,"$54,325 ",86.0
41023,9,12,0,"3,099","2,874",225,7.3,"$46,141 ",73.0
41025,7,11,0,"3,417","3,205",212,6.2,"$43,370 ",68.7
41027,6,3,0,"14,533","14,048",485,3.3,"$66,607 ",105.4
41029,3,2,1,"104,763","99,740","5,023",4.8,"$55,511 ",87.9
41031,6,6,0,"10,241","9,682",559,5.5,"$50,376 ",79.7
41033,3,2,1,"35,929","33,939","1,990",5.5,"$46,578 ",73.7
41035,5,8,0,"29,499","27,602","1,897",6.4,"$45,374 ",71.8
41037,7,12,0,"3,496","3,296",200,5.7,"$44,847 ",71.0
41039,2,2,1,"181,761","173,596","8,165",4.5,"$53,161 ",84.2
41041,5,8,0,"21,215","20,184","1,031",4.9,"$49,265 ",78.0
41043,3,2,1,"58,551","55,780","2,771",4.7,"$54,292 ",85.9
41045,6,5,0,"12,493","11,918",575,4.6,"$42,624 ",67.5
41047,2,2,1,"161,676","154,716","6,960",4.3,"$56,408 ",89.3
41049,6,5,0,"5,732","5,484",248,4.3,"$55,343 ",87.6
41051,1,1,1,"456,886","440,043","16,843",3.7,"$70,756 ",112.0
41053,2,2,1,"39,695","37,959","1,736",4.4,"$62,389 ",98.8
41055,9,10,0,898,861,37,4.1,"$58,838 ",93.1
41057,6,4,0,"11,857","11,332",525,4.4,"$52,486 ",83.1
41059,4,5,0,"36,813","34,994","1,819",4.9,"$53,917 ",85.4
41061,7,8,0,"11,935","11,291",644,5.4,"$50,616 ",80.1
41063,9,10,0,"3,318","3,115",203,6.1,"$48,137 ",76.2
41065,6,3,0,"13,384","12,806",578,4.3,"$52,269 ",82.7
41067,1,1,1,"322,574","311,317","11,257",3.5,"$82,819 ",131.1
41069,9,10,0,723,698,25,3.5,"$39,579 ",62.7
41071,1,1,1,"54,524","52,473","2,051",3.8,"$61,776 ",97.8
42001,3,2,1,"55,121","53,316","1,805",3.3,"$62,877 ",103.3
42003,1,1,1,"645,169","619,110","26,059",4.0,"$59,881 ",98.3
42005,1,1,1,"32,148","30,533","1,615",5.0,"$49,436 ",81.2
42007,1,1,1,"84,057","80,234","3,823",4.5,"$54,823 ",90.0
42009,6,6,0,"23,661","22,595","1,066",4.5,"$50,257 ",82.5
42011,2,2,1,"212,528","203,686","8,842",4.2,"$62,519 ",102.7
42013,3,2,1,"59,555","57,050","2,505",4.2,"$49,244 ",80.9
42015,6,5,0,"28,864","27,605","1,259",4.4,"$50,978 ",83.7
42017,1,1,1,"341,069","328,286","12,783",3.7,"$88,538 ",145.4
42019,1,1,1,"98,563","94,719","3,844",3.9,"$67,161 ",110.3
42021,3,2,1,"58,344","55,313","3,031",5.2,"$45,163 ",74.2
42023,7,10,0,"2,143","2,035",108,5.0,"$41,770 ",68.6
42025,2,2,1,"31,526","29,929","1,597",5.1,"$53,901 ",88.5
42027,3,2,1,"79,859","77,274","2,585",3.2,"$58,258 ",95.7
42029,1,1,1,"281,572","272,641","8,931",3.2,"$99,224 ",163.0
42031,6,4,0,"17,388","16,566",822,4.7,"$46,284 ",76.0
42033,4,5,0,"35,744","33,960","1,784",5.0,"$46,706 ",76.7
42035,4,5,0,"18,328","17,353",975,5.3,"$50,999 ",83.8
42037,3,2,1,"33,495","31,900","1,595",4.8,"$50,774 ",83.4
42039,4,5,0,"38,953","37,127","1,826",4.7,"$50,805 ",83.4
42041,2,2,1,"130,339","126,005","4,334",3.3,"$71,695 ",117.7
42043,2,2,1,"142,393","136,730","5,663",4.0,"$57,979 ",95.2
42045,1,1,1,"295,898","284,018","11,880",4.0,"$71,961 ",118.2
42047,7,9,0,"15,830","15,219",611,3.9,"$54,876 ",90.1
42049,2,2,1,"129,260","123,173","6,087",4.7,"$48,453 ",79.6
42051,1,1,1,"57,081","53,754","3,327",5.8,"$50,381 ",82.7
42053,9,9,0,"1,817","1,704",113,6.2,"$41,750 ",68.6
42055,3,2,1,"77,064","74,218","2,846",3.7,"$60,744 ",99.8
42057,8,7,0,"7,884","7,573",311,3.9,"$52,277 ",85.9
42059,6,4,0,"16,593","15,782",811,4.9,"$50,956 ",83.7
