FIPS,03/29/20_residential,04/05/20_residential,03/29/20_workplaces,04/05/20_workplaces,03/29/20_transit,04/05/20_transit,03/29/20_parks,04/05/20_parks,03/29/20_grocery,04/05/20_grocery,03/29/20retail,04/05/20retail
27037,15.0,12.0,-41.0,-42.0,-43.0,-14.0,-16.0,139.0,-37.0,-21.0,-57.0,-46.0
27039,4.0,4.0,-30.0,-32.0,,,,,-35.0,-17.0,-71.0,-46.0
27041,17.0,26.0,-35.0,-34.0,-20.0,-22.0,-47.0,-47.0,-38.0,-20.0,-56.0,-43.0
27043,,,-18.0,-18.0,,,,,-31.0,-10.0,-59.0,-31.0
27045,,,-28.0,-19.0,,,,,-25.0,-7.0,-74.0,-52.0
27047,15.0,21.0,-32.0,-26.0,-20.0,-20.0,,,-29.0,4.0,-47.0,-37.0
27049,18.0,26.0,-39.0,-35.0,,,-20.0,-20.0,-38.0,-4.0,-49.0,-22.0
27051,,,-23.0,-40.0,,,,,,,,
27053,16.0,13.0,-44.0,-44.0,-74.0,-71.0,-17.0,105.0,-37.0,-22.0,-64.0,-53.0
27055,,,-28.0,-26.0,,,,,-30.0,-11.0,-85.0,-78.0
27057,,,-44.0,-42.0,,,,,-32.0,-4.0,-45.0,-35.0
27059,17.0,23.0,-32.0,-33.0,,,-36.0,-36.0,-40.0,-12.0,-53.0,-34.0
27061,17.0,19.0,-26.0,-32.0,,,,,-29.0,-21.0,-54.0,-47.0
27063,,,-27.0,-39.0,,,,,,,-77.0,-77.0
27065,,,-38.0,-43.0,,,,,-39.0,-12.0,-59.0,-34.0
27067,16.0,22.0,-29.0,-22.0,,,,,-25.0,-13.0,-51.0,-40.0
27071,,,-29.0,-29.0,,,,,-32.0,-18.0,-44.0,-46.0
27073,,,-20.0,-24.0,,,,,,,,
27075,,,-31.0,-39.0,,,-50.0,-11.0,-48.0,-16.0,-81.0,-43.0
27077,,,,,,,,,,,-71.0,-71.0
27079,17.0,19.0,-33.0,-27.0,,,,,-22.0,-4.0,-22.0,-1.0
27081,,,-26.0,-38.0,,,,,,,,
27083,4.0,4.0,-25.0,-27.0,,,,,-33.0,-12.0,-51.0,-43.0
27085,16.0,23.0,-25.0,-26.0,,,,,-31.0,-14.0,-49.0,-29.0
27087,,,-52.0,-60.0,,,,,,,,
27089,,,-29.0,-59.0,,,,,,,,
27091,,,-26.0,-26.0,,,,,-27.0,-16.0,-55.0,-45.0
27093,3.0,3.0,-32.0,-32.0,,,,,-49.0,-17.0,-40.0,-31.0
27095,11.0,11.0,-39.0,-35.0,,,,,-30.0,4.0,-49.0,-37.0
27097,13.0,14.0,-27.0,-31.0,,,-61.0,-61.0,-37.0,-17.0,-49.0,-34.0
27099,18.0,22.0,-25.0,-17.0,,,,,-37.0,-7.0,-48.0,-38.0
27101,,,-22.0,-31.0,,,,,,,-35.0,-70.0
27103,20.0,22.0,-33.0,-35.0,,,,,-43.0,-27.0,-64.0,-47.0
27105,,,-22.0,-32.0,-45.0,-43.0,,,-20.0,-3.0,-49.0,-33.0
27107,,,-23.0,-44.0,,,,,,,,
27109,15.0,11.0,-40.0,-40.0,-57.0,-44.0,-13.0,29.0,-35.0,-12.0,-62.0,-52.0
27111,15.0,24.0,-30.0,-33.0,,,-2.0,-9.0,-15.0,3.0,-45.0,-42.0
27113,,,-40.0,-52.0,,,,,-21.0,-23.0,-39.0,-35.0
27115,10.0,10.0,-53.0,-51.0,,,-47.0,-47.0,-58.0,-11.0,-56.0,-53.0
27117,,,-26.0,-35.0,,,,,-20.0,-20.0,-64.0,-29.0
27119,15.0,15.0,-29.0,-32.0,,,,,-28.0,-19.0,-55.0,-49.0
27121,,,-33.0,-39.0,,,,,,,-83.0,-55.0
27123,15.0,12.0,-42.0,-40.0,-43.0,-24.0,-29.0,92.0,-34.0,-17.0,-64.0,-53.0
27125,,,,-32.0,,,,,,,,
27127,,,-38.0,-38.0,,,,,-2.0,-16.0,-49.0,-41.0
27129,,,-22.0,-25.0,,,,,,,-50.0,-77.0
27131,18.0,24.0,-39.0,-35.0,-43.0,-27.0,-48.0,2.0,-28.0,-7.0,-51.0,-38.0
27133,,,-26.0,-36.0,,,,,,,-65.0,-41.0
27135,,,-49.0,-54.0,,,,,-26.0,-23.0,-73.0,-73.0
27137,14.0,12.0,-37.0,-37.0,-56.0,-30.0,-35.0,58.0,-41.0,-17.0,-64.0,-49.0
27139,15.0,12.0,-42.0,-39.0,,,-19.0,107.0,-41.0,-24.0,-55.0,-44.0
27141,20.0,25.0,-38.0,-35.0,,,-42.0,-42.0,-37.0,-17.0,-50.0,-30.0
27143,,,-18.0,-14.0,,,,,,,-32.0,-71.0
27145,14.0,11.0,-36.0,-35.0,-62.0,-61.0,-53.0,6.0,-37.0,-21.0,-61.0,-48.0
27147,19.0,25.0,-33.0,-29.0,-44.0,-51.0,-60.0,-37.0,-27.0,-13.0,-53.0,-38.0
27149,,,-28.0,-40.0,,,,,-26.0,-4.0,-63.0,-48.0
27151,,,-23.0,-33.0,,,,,-27.0,-15.0,-29.0,-38.0
27153,3.0,3.0,-28.0,-28.0,,,,,-20.0,-7.0,-46.0,-23.0
27157,,,-28.0,-19.0,,,,,-25.0,13.0,-75.0,-59.0
27159,,,-28.0,-26.0,,,,,-27.0,-8.0,-46.0,-40.0
27161,,,-21.0,-21.0,,,,,-45.0,-9.0,-40.0,-25.0
27163,16.0,13.0,-40.0,-39.0,-38.0,-20.0,-8.0,223.0,-39.0,-21.0,-55.0,-44.0
27165,,,-7.0,-31.0,,,,,,,-57.0,-51.0
27167,,,-28.0,-35.0,,,,,,,,
27169,20.0,25.0,-23.0,-33.0,-49.0,-46.0,,,-35.0,-8.0,-52.0,-40.0
27171,15.0,12.0,-35.0,-34.0,,,-25.0,25.0,-37.0,-20.0,-55.0,-41.0
27173,,,-26.0,-32.0,,,,,,,-23.0,-57.0
28001,,,-34.0,-37.0,,,,,-10.0,-26.0,-33.0,-43.0
28003,1.0,1.0,-28.0,-38.0,,,,,-9.0,-13.0,-32.0,-43.0
28005,,,-33.0,-29.0,,,,,-13.0,-31.0,-34.0,-50.0
28007,,,-20.0,-29.0,,,,,11.0,-11.0,-10.0,-27.0
28009,,,-23.0,-30.0,,,,,,,,
28011,,,-24.0,-33.0,,,,,1.0,-16.0,-15.0,-29.0
28013,,,-32.0,-35.0,,,,,2.0,-30.0,-30.0,-63.0
28015,,,-33.0,-31.0,,,,,,,,
28017,,,-35.0,-37.0,,,,,-16.0,-25.0,-18.0,-41.0
28021,,,-9.0,-11.0,,,,,,,-22.0,-66.0
28023,,,-25.0,-30.0,,,,,-10.0,-10.0,-31.0,-18.0
28025,,,-33.0,-35.0,-34.0,-44.0,,,8.0,-3.0,-24.0,-43.0
28027,,,-43.0,-43.0,,,,,18.0,-8.0,-19.0,-37.0
28029,,,-15.0,-19.0,,,,,-2.0,-8.0,-19.0,-35.0
28031,,,-29.0,-35.0,,,,,-7.0,-28.0,-32.0,-43.0
28035,13.0,15.0,-30.0,-30.0,-27.0,-20.0,,,-8.0,-11.0,-32.0,-49.0
28039,,,-28.0,-22.0,,,,,9.0,25.0,-28.0,-55.0
28041,,,-23.0,-30.0,,,,,-10.0,-6.0,,
28043,,,-15.0,-26.0,,,,,10.0,-14.0,-14.0,-29.0
28045,16.0,16.0,-40.0,-43.0,,,,,-7.0,-10.0,-22.0,-36.0
28047,10.0,12.0,-44.0,-46.0,-41.0,-46.0,51.0,4.0,-13.0,-21.0,-39.0,-48.0
28049,9.0,11.0,-29.0,-35.0,-9.0,-21.0,10.0,-6.0,0.0,-8.0,-28.0,-38.0
28051,,,-30.0,-35.0,,,,,13.0,-6.0,2.0,-55.0
28053,,,-30.0,-36.0,,,,,-9.0,9.0,,
28057,,,-28.0,-30.0,,,,,14.0,-8.0,-33.0,-44.0
28059,10.0,12.0,-38.0,-43.0,-38.0,-50.0,19.0,-25.0,-9.0,-18.0,-28.0,-38.0
28061,,,-18.0,-25.0,,,,,-3.0,-8.0,-22.0,-55.0
28065,,,-34.0,-41.0,,,,,6.0,16.0,,
28067,11.0,12.0,-28.0,-34.0,,-39.0,,,1.0,-15.0,-24.0,-40.0
28069,,,-26.0,-33.0,,,,,,,,
28071,10.0,10.0,-35.0,-43.0,,,,,-21.0,-28.0,-46.0,-51.0
28073,14.0,17.0,-25.0,-36.0,-44.0,-44.0,,,-11.0,-14.0,-52.0,-57.0
28075,14.0,17.0,-35.0,-38.0,-29.0,-37.0,8.0,-20.0,-14.0,-13.0,-38.0,-46.0
28077,,,-30.0,-30.0,,,,,4.0,-18.0,,
28079,,,-26.0,-28.0,,,,,-23.0,-35.0,-21.0,-41.0
28081,19.0,20.0,-33.0,-37.0,-26.0,-36.0,,,-12.0,-20.0,-46.0,-55.0
28083,,,-15.0,-27.0,,,,,6.0,-7.0,-7.0,-25.0
28085,,,-25.0,-37.0,,,,,-13.0,-18.0,-22.0,-38.0
28087,13.0,15.0,-28.0,-33.0,-39.0,-46.0,,,8.0,13.0,-33.0,-51.0
28089,21.0,23.0,-37.0,-42.0,-45.0,-43.0,45.0,-36.0,-11.0,-24.0,-33.0,-45.0
28091,,,-15.0,-31.0,,,,,-7.0,-12.0,-17.0,-35.0
28093,5.0,5.0,-22.0,-35.0,,,,,4.0,-4.0,-14.0,-33.0
28095,0.0,0.0,-31.0,-36.0,,,,,-7.0,25.0,-46.0,-56.0
28097,,,-17.0,-21.0,-22.0,-27.0,,,-23.0,-29.0,-50.0,-58.0
28099,,,-27.0,-29.0,,,,,-7.0,-20.0,-23.0,-38.0
28101,,,-16.0,-39.0,,,,,-7.0,-13.0,-19.0,-29.0
28103,,,-19.0,-21.0,,,,,10.0,2.0,-5.0,-71.0
28105,2.0,2.0,-32.0,-41.0,,,,,-20.0,-28.0,-44.0,-54.0
28107,-3.0,-3.0,-22.0,-28.0,-28.0,-40.0,,,7.0,-11.0,-8.0,-32.0
28109,14.0,16.0,-28.0,-33.0,-24.0,-34.0,,,0.0,-1.0,-18.0,-30.0
28111,,,-27.0,-25.0,,,-22.0,-43.0,-4.0,-21.0,,
28113,-2.0,-2.0,-19.0,-23.0,-28.0,-35.0,,,-9.0,-11.0,-27.0,-34.0
28115,-1.0,-1.0,-29.0,-31.0,,,,,-3.0,-21.0,-28.0,-47.0
28117,,,-25.0,-31.0,,,,,-3.0,-3.0,-23.0,-37.0
28119,,,-32.0,-41.0,,,,,,,,
28121,10.0,15.0,-27.0,-36.0,-42.0,-42.0,-9.0,-59.0,-12.0,-20.0,-42.0,-54.0
28123,,,-17.0,-29.0,-9.0,-32.0,,,-1.0,-4.0,-27.0,-42.0
28127,,,-20.0,-29.0,-40.0,-34.0,,,-3.0,-9.0,-25.0,-42.0
28129,,,-21.0,-31.0,,,,,7.0,-35.0,,
28131,,,-28.0,-30.0,,,,,-22.0,-26.0,-18.0,-29.0
28133,,,-10.0,-17.0,-20.0,-2.0,,,25.0,-1.0,-9.0,-21.0
28135,,,-31.0,-31.0,,,,,-6.0,13.0,,
28137,,,-28.0,-34.0,-8.0,-2.0,,,-1.0,-2.0,-24.0,-31.0
28139,,,-25.0,-22.0,,,,,-17.0,-14.0,-26.0,-35.0
28141,,,-22.0,-22.0,,,,,8.0,0.0,-2.0,-26.0
28143,,,-44.0,-51.0,,,,,16.0,-12.0,-50.0,-50.0
28145,,,-32.0,-30.0,-20.0,-26.0,,,-8.0,-16.0,-25.0,-42.0
28147,,,-28.0,-32.0,,,,,2.0,-11.0,-47.0,-58.0
28149,15.0,17.0,-28.0,-34.0,,,-20.0,-34.0,-11.0,-13.0,-26.0,-39.0
28151,11.0,14.0,-18.0,-26.0,,,,,5.0,-9.0,-22.0,-34.0
28153,,,-21.0,-22.0,,,,,11.0,-14.0,-25.0,-42.0
28155,,,-33.0,-40.0,,,,,-9.0,-18.0,-41.0,-44.0
28157,,,-28.0,-38.0,,,,,-8.0,-22.0,,
28159,,,-23.0,-24.0,,,,,-6.0,-2.0,-6.0,-27.0
28161,,,-28.0,-35.0,,,,,-2.0,-8.0,,
28163,,,-20.0,-26.0,,,,,11.0,-8.0,-19.0,-40.0
29001,-1.0,-1.0,-20.0,-24.0,,,,,55.0,57.0,-40.0,-41.0
29003,,,-32.0,-32.0,,,,,5.0,12.0,-63.0,-68.0
29007,6.0,6.0,-20.0,-24.0,,,,,-9.0,2.0,-29.0,-28.0
29009,9.0,12.0,-26.0,-25.0,,,,,19.0,14.0,-18.0,-27.0
29011,,,-25.0,-25.0,,,,,,,-18.0,-23.0
29013,,,-18.0,-24.0,,,,,15.0,30.0,-20.0,-27.0
29015,,,-24.0,-24.0,,,,,128.0,136.0,-32.0,-48.0
29017,,,-35.0,-39.0,,,,,-18.0,-9.0,-50.0,-50.0
29019,10.0,11.0,-36.0,-35.0,-58.0,-56.0,65.0,22.0,-18.0,6.0,-55.0,-52.0
29021,7.0,7.0,-22.0,-22.0,-5.0,-9.0,,,2.0,10.0,-29.0,-28.0
29023,10.0,10.0,-20.0,-25.0,,,,,-5.0,1.0,-23.0,-29.0
29025,,,-20.0,-28.0,,,,,,,,
29027,18.0,17.0,-20.0,-22.0,,,,,-1.0,6.0,-36.0,-38.0
29029,13.0,15.0,-36.0,-34.0,,,,,16.0,13.0,-28.0,-38.0
29031,12.0,11.0,-33.0,-39.0,,,0.0,-3.0,-20.0,-11.0,-43.0,-51.0
29033,,,-19.0,-19.0,,,,,,,-28.0,-30.0
29037,9.0,10.0,-33.0,-36.0,-14.0,-19.0,29.0,20.0,-17.0,-12.0,-26.0,-32.0
29039,,,-28.0,-35.0,,,,,-5.0,-12.0,-15.0,-23.0
29041,,,-30.0,-39.0,,,,,,,,
29043,13.0,14.0,-33.0,-37.0,,,-19.0,-62.0,-10.0,-6.0,-30.0,-40.0
29045,,,-4.0,-11.0,-46.0,-46.0,,,-10.0,-8.0,,
29047,10.0,11.0,-38.0,-40.0,-30.0,-24.0,214.0,118.0,-17.0,-3.0,-32.0,-35.0
29049,,,-31.0,-27.0,,,,,-8.0,-10.0,-76.0,-54.0
29051,19.0,22.0,-29.0,-28.0,,,,,-23.0,-3.0,-44.0,-41.0
29053,,,-20.0,-29.0,-15.0,-20.0,,,-19.0,-2.0,-27.0,-30.0
29055,,,-17.0,-22.0,-7.0,-9.0,,,-7.0,1.0,-20.0,-32.0
29057,,,-13.0,-28.0,,,,,,,,
29059,,,-16.0,-14.0,,,,,8.0,17.0,-11.0,-10.0
29061,,,-13.0,-17.0,,,,,,,,
29063,,,-18.0,-24.0,,,,,3.0,3.0,-7.0,-11.0
29065,,,-5.0,-12.0,,,,,,,0.0,-17.0
29067,,,-21.0,-20.0,,,,,-14.0,-21.0,-5.0,-24.0
29069,,,-23.0,-21.0,,,,,10.0,21.0,-15.0,-15.0
29071,8.0,9.0,-25.0,-29.0,-12.0,-23.0,61.0,-14.0,2.0,4.0,-33.0,-40.0
29073,,,-25.0,-25.0,,,,,,,-22.0,-34.0
29075,,,-34.0,-32.0,,,,,,,,
29077,10.0,11.0,-36.0,-37.0,-34.0,-39.0,43.0,-13.0,-30.0,-21.0,-45.0,-49.0
29079,,,-10.0,-12.0,,,,,-7.0,2.0,-16.0,-2.0
29081,,,-20.0,-20.0,-15.0,-13.0,,,-20.0,-20.0,-25.0,-81.0
29083,-1.0,-1.0,-20.0,-17.0,,,,,2.0,11.0,-9.0,-22.0
29085,,,-2.0,-15.0,,,,,,,,
29089,,,-23.0,-27.0,,,,,,,,
29091,12.0,15.0,-28.0,-30.0,-24.0,-26.0,,,-16.0,3.0,-36.0,-37.0
29093,,,-9.0,-13.0,,,104.0,46.0,4.0,10.0,-18.0,-60.0
29095,10.0,10.0,-36.0,-38.0,-13.0,-18.0,28.0,-8.0,-14.0,-11.0,-43.0,-45.0
29097,7.0,8.0,-22.0,-28.0,-11.0,-14.0,42.0,-7.0,-10.0,0.0,-26.0,-34.0
29099,9.0,11.0,-33.0,-35.0,6.0,17.0,94.0,6.0,-16.0,-11.0,-36.0,-43.0
29101,16.0,21.0,-20.0,-24.0,,,,,-5.0,-12.0,-28.0,-39.0
29105,13.0,14.0,-22.0,-31.0,,,,,-2.0,1.0,-21.0,-34.0
29107,13.0,16.0,-24.0,-30.0,-19.0,-21.0,,,-8.0,-3.0,-24.0,-31.0
29109,11.0,12.0,-25.0,-22.0,-17.0,-22.0,,,-2.0,18.0,-5.0,-19.0
29111,,,-13.0,-18.0,,,,,,,-14.0,-27.0
29113,18.0,18.0,-32.0,-31.0,,,,,-14.0,2.0,-40.0,-45.0
29115,,,-7.0,-25.0,,,,,-7.0,-4.0,-19.0,-32.0
29117,,,-25.0,-23.0,,,,,-6.0,11.0,-15.0,-11.0
29119,-4.0,-4.0,-25.0,-25.0,,,,,9.0,1.0,-9.0,-28.0
29121,,,-19.0,-15.0,-30.0,-28.0,,,-19.0,6.0,-29.0,-20.0
29123,,,-22.0,-21.0,,,,,,,-5.0,-19.0
29125,,,-21.0,-17.0,,,,,,,,
29127,13.0,11.0,-26.0,-22.0,-46.0,-38.0,,,1.0,-1.0,-38.0,-35.0
29131,-3.0,-3.0,-24.0,-29.0,,,-32.0,-32.0,3.0,13.0,-15.0,-18.0
29133,,,-16.0,-24.0,-13.0,-32.0,,,,,-38.0,-48.0
29135,,,-25.0,-25.0,,,,,14.0,23.0,-18.0,-22.0
29137,,,-24.0,-29.0,,,,,,,-54.0,-61.0
29139,,,-18.0,-19.0,,,,,-8.0,2.0,-54.0,-54.0
29141,,,-33.0,-36.0,,,,,23.0,21.0,-17.0,-26.0
29143,,,-23.0,-19.0,-12.0,-22.0,,,-4.0,7.0,-22.0,-35.0
29145,13.0,15.0,-26.0,-28.0,-19.0,-22.0,7.0,40.0,-7.0,-3.0,-27.0,-41.0
29147,,,-16.0,-29.0,,,,,-10.0,-17.0,-30.0,-40.0
29149,,,-19.0,-26.0,,,,,4.0,2.0,-2.0,-9.0
29151,,,-26.0,-31.0,,,,,-6.0,-7.0,-47.0,-74.0
29153,,,-17.0,-23.0,,,,,,,,
29155,,,-26.0,-25.0,-27.0,-36.0,,,5.0,22.0,-37.0,-34.0
29157,,,-33.0,-36.0,,,,,-13.0,-16.0,-33.0,-42.0
29159,15.0,16.0,-22.0,-23.0,,,,,7.0,22.0,-27.0,-31.0
29161,16.0,17.0,-27.0,-28.0,-18.0,-18.0,,,-17.0,-8.0,-37.0,-46.0
29163,,,-26.0,-24.0,,,,,-2.0,-11.0,-28.0,-38.0
29165,15.0,16.0,-40.0,-40.0,-80.0,-84.0,-19.0,8.0,15.0,18.0,-46.0,-48.0
29167,10.0,12.0,-23.0,-23.0,,,-46.0,-63.0,-13.0,4.0,-24.0,-31.0
29169,13.0,16.0,-19.0,-23.0,-45.0,-50.0,,,-9.0,-14.0,-32.0,-46.0
29171,,,-28.0,-33.0,,,,,,,,
29173,,,-22.0,-26.0,-9.0,-23.0,,,,,-54.0,-54.0
29175,1.0,1.0,-18.0,-25.0,,,,,-17.0,-8.0,-31.0,-30.0
29177,7.0,7.0,-22.0,-24.0,,,,,1.0,5.0,-14.0,-32.0
29181,,,-28.0,-30.0,,,,,-2.0,-2.0,-5.0,-5.0
29183,11.0,12.0,-37.0,-41.0,-16.0,-26.0,63.0,-9.0,-13.0,-10.0,-45.0,-50.0
29185,,,-17.0,-26.0,,-25.0,,,-4.0,8.0,-27.0,-14.0
29186,,,-17.0,-28.0,-3.0,-15.0,,,,,-30.0,-41.0
29187,13.0,15.0,-15.0,-24.0,,,-29.0,-29.0,3.0,-6.0,-26.0,-43.0
29189,11.0,13.0,-38.0,-41.0,-59.0,-65.0,87.0,-42.0,-21.0,-17.0,-45.0,-50.0
29195,0.0,0.0,3.0,-6.0,,,,,0.0,1.0,-26.0,-30.0
29197,,,,-31.0,,,,,,,,
29201,11.0,12.0,-21.0,-28.0,-19.0,-12.0,,,0.0,-4.0,-34.0,-40.0
29203,,,-29.0,-27.0,,,,,,,,
29205,,,-28.0,-19.0,,,,,,,,
29207,-2.0,-2.0,-18.0,-24.0,,,,,-5.0,-2.0,-19.0,-32.0
29209,9.0,9.0,-39.0,-41.0,,,,,19.0,14.0,-16.0,-20.0
29211,,,-7.0,-11.0,,,,,,,,
29213,13.0,16.0,-49.0,-50.0,,,41.0,-12.0,-7.0,-2.0,-47.0,-54.0
29215,,,-23.0,-23.0,,,,,13.0,97.0,-21.0,-76.0
29217,,,-14.0,-24.0,-24.0,-29.0,,,13.0,6.0,-21.0,-35.0
29219,16.0,16.0,-26.0,-32.0,-4.0,-20.0,,,-5.0,6.0,-25.0,-31.0
29221,,,-14.0,-13.0,,,,,-9.0,20.0,-9.0,-9.0
29223,,,-29.0,-29.0,,,,,6.0,9.0,-21.0,0.0
29225,16.0,14.0,-31.0,-34.0,-38.0,-38.0,,,-13.0,4.0,-1.0,-29.0
29229,,,-19.0,-21.0,,,,,2.0,23.0,-27.0,-35.0
30001,,,-31.0,-31.0,,,,,-11.0,-20.0,-31.0,-39.0
30003,,,-28.0,-31.0,-13.0,-19.0,,,-7.0,-7.0,-51.0,-31.0
30005,,,-41.0,-46.0,,,,,,,,
30007,,,-33.0,-41.0,,,,,-3.0,-5.0,-62.0,-67.0
30009,,,-45.0,-47.0,,,,,-30.0,-21.0,-63.0,-61.0
30013,12.0,11.0,-32.0,-32.0,-70.0,-60.0,-22.0,-28.0,-26.0,-14.0,-48.0,-37.0
30017,,,-28.0,-31.0,,,,,,,-48.0,-35.0
30021,,,-23.0,-32.0,,,,,-7.0,-2.0,-60.0,-60.0
30023,,,-31.0,-37.0,,,,,-26.0,-12.0,-57.0,-51.0
30027,,,-32.0,-26.0,,,,,-31.0,-22.0,-45.0,-38.0
30029,10.0,10.0,-42.0,-41.0,-50.0,-46.0,-35.0,-44.0,-29.0,-27.0,-53.0,-48.0
30031,12.0,12.0,-51.0,-50.0,-66.0,-67.0,61.0,39.0,-39.0,-34.0,-63.0,-57.0
30035,,,-45.0,-49.0,,,,,-28.0,-17.0,-71.0,-59.0
30041,,,-24.0,-30.0,,,,,-4.0,4.0,-42.0,-32.0
30043,,,-36.0,-45.0,,,,,,,-69.0,-64.0
30047,1.0,1.0,-31.0,-33.0,,,,,-22.0,-9.0,-41.0,-26.0
30049,18.0,21.0,-37.0,-39.0,,,19.0,23.0,-34.0,-21.0,-51.0,-41.0
30053,,,-38.0,-43.0,,,,,-29.0,-18.0,-79.0,-81.0
30057,,,-44.0,-41.0,,,-42.0,-47.0,,,-100.0,-100.0
30061,,,-38.0,-38.0,,,,,-54.0,-61.0,,
30063,11.0,10.0,-36.0,-37.0,-28.0,-30.0,31.0,59.0,-30.0,-18.0,-55.0,-49.0
30067,,,-44.0,-43.0,,,,,-29.0,-16.0,-54.0,-49.0
30073,,,,,,,,,,,-53.0,-56.0
30077,,,-30.0,-42.0,,,,,,,,
30081,11.0,14.0,-39.0,-31.0,,,,,-20.0,-8.0,-49.0,-40.0
30083,,,-41.0,-35.0,,,,,-22.0,-15.0,-36.0,-43.0
30085,,,-42.0,-42.0,,,,,-20.0,-20.0,-25.0,-20.0
30087,,,-30.0,-32.0,,,,,,,,
30089,,,-36.0,-39.0,,,,,-27.0,-24.0,-62.0,-60.0
30093,13.0,16.0,-37.0,-33.0,-20.0,-25.0,,,-15.0,3.0,-45.0,-41.0
30095,,,-33.0,-33.0,-4.0,-9.0,,,,,-47.0,-47.0
30099,,,-38.0,-42.0,,,,,,,,
30105,,,-28.0,-35.0,,,,,,,-64.0,-68.0
30111,8.0,8.0,-32.0,-30.0,-45.0,-58.0,114.0,100.0,-21.0,-8.0,-49.0,-43.0
31001,13.0,17.0,-18.0,-26.0,,,,,-14.0,-9.0,-24.0,-37.0
31003,,,,-26.0,,,,,,,,
31013,,,-14.0,-9.0,,,,,-7.0,-2.0,-20.0,-28.0
31019,17.0,19.0,-28.0,-30.0,-3.0,-17.0,,,-16.0,-17.0,-39.0,-47.0
31021,,,-18.0,-27.0,,,,,,,-58.0,-58.0
31023,,,-19.0,-30.0,,,,,,,-53.0,-55.0
31025,12.0,12.0,-28.0,-33.0,,,-63.0,-63.0,,,-33.0,-45.0
31027,,,-19.0,-32.0,,,,,,,,
31031,,,-34.0,-34.0,,,,,,,-70.0,-68.0
31033,,,-26.0,-26.0,-1.0,-2.0,,,-20.0,-20.0,-21.0,-29.0
31035,,,-28.0,-28.0,,,,,,,,
31037,,,-6.0,-8.0,,,,,-10.0,-8.0,-52.0,-65.0
31039,,,-24.0,-27.0,,,,,,,-29.0,-37.0
31041,,,-14.0,-16.0,,,,,-14.0,-11.0,-33.0,-49.0
31043,1.0,1.0,-23.0,-16.0,,,,,7.0,49.0,-10.0,-19.0
31045,,,-30.0,-28.0,,,,,,,-26.0,-38.0
31047,-2.0,-2.0,-12.0,-19.0,,,,,3.0,0.0,-19.0,-21.0
31049,,,,,-5.0,-19.0,,,,,,
31051,,,-25.0,-25.0,,,,,,,,
31053,13.0,16.0,-22.0,-23.0,-2.0,-32.0,,,-5.0,3.0,-21.0,-32.0
31055,9.0,9.0,-30.0,-31.0,-38.0,-43.0,55.0,20.0,-7.0,-5.0,-41.0,-43.0
31059,,,-20.0,-20.0,,,,,,,,
31067,1.0,1.0,-21.0,-19.0,,,,,6.0,9.0,-22.0,-34.0
31079,12.0,18.0,-26.0,-32.0,-15.0,-29.0,,,-20.0,-27.0,-35.0,-49.0
31081,,,-22.0,-26.0,-6.0,-13.0,,,,,-58.0,-58.0
31089,,,-9.0,-14.0,,,,,6.0,-4.0,-20.0,-25.0
31093,,,-21.0,-29.0,,,,,,,,
31095,,,-22.0,-24.0,,,,,,,-13.0,-25.0
31099,,,-29.0,-31.0,,,,,,,,
31101,,,-26.0,-24.0,14.0,7.0,,,-20.0,-22.0,-31.0,-36.0
31105,,,-41.0,-38.0,,,,,,,,
31107,,,-25.0,-32.0,,,,,,,,
31109,8.0,9.0,-26.0,-30.0,-18.0,-26.0,156.0,83.0,-19.0,-18.0,-39.0,-43.0
31111,14.0,15.0,-14.0,-21.0,-8.0,-17.0,,,-4.0,3.0,-29.0,-35.0
31119,14.0,18.0,-17.0,-19.0,,,,,-7.0,-18.0,-38.0,-42.0
31121,,,-24.0,-30.0,,,,,,,-55.0,-30.0
31123,,,-22.0,-27.0,,,,,,,,
31127,,,-27.0,-30.0,,,,,,,-56.0,-58.0
31131,,,-16.0,-16.0,,,,,3.0,51.0,-8.0,-21.0
31137,,,-30.0,-29.0,,,,,-8.0,16.0,-20.0,-29.0
31139,,,-24.0,-24.0,,,,,,,,
31141,15.0,19.0,-17.0,-17.0,-16.0,-27.0,,,-2.0,0.0,-34.0,-38.0
31143,,,-22.0,-17.0,,,,,,,,
31145,,,-18.0,-38.0,,,,,,,-16.0,-24.0
31147,,,-13.0,-11.0,,,,,-2.0,-2.0,-24.0,-36.0
31151,,,-24.0,-22.0,,,,,-10.0,14.0,-17.0,-23.0
31153,9.0,10.0,-30.0,-32.0,23.0,-1.0,191.0,112.0,-15.0,-11.0,-36.0,-39.0
31155,,,-27.0,-27.0,,,,,18.0,20.0,-29.0,-35.0
31157,14.0,17.0,-18.0,-23.0,,,,,-3.0,-1.0,-25.0,-34.0
31159,,,-32.0,-40.0,,,,,,,-29.0,-33.0
31167,,,-20.0,-31.0,,,,,,,,
31169,,,-19.0,-12.0,,,,,,,,
31173,,,-30.0,-40.0,,,,,,,,
31177,,,-23.0,-36.0,,,,,-9.0,-9.0,-18.0,-25.0
31179,,,-26.0,-29.0,,,,,,,-53.0,-39.0
31185,,,-31.0,-31.0,-12.0,-22.0,,,,,-39.0,-48.0
32001,5.0,5.0,-28.0,-37.0,,,,,-11.0,-15.0,-27.0,-32.0
32003,15.0,16.0,-56.0,-58.0,-66.0,-67.0,-47.0,-50.0,-26.0,-24.0,-48.0,-49.0
