,FIPS,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline
Date,,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
289,12009,-3.136866393287109,-8.00963561805575,-14.547465573148434,-19.014453427083627,-22.684331966435543,-22.08529552824112,-14.278550595602093,-14.745538449537285,-16.684331966435543,-22.151319820370734,-26.08529552824112,-27.08529552824112,-28.684331966435543,-23.67951415740767,-25.41059917986133,-38.41059917986133,-45.67469634837979,-48.33975707870384,-53.47180566296307,-52.53782995509269,-36.00481780902788,-38.070842101157496,-48.004817809027884,-52.53782995509269,0.0,-56.202890685416726,-56.80192712361115,-42.334939269675964,-20.254461550462718,-27.117595157175607,-41.32530365162021,-29.24964374143484,-29.381692325694072,-6.08011883215344,3.0,6.0,4.683554626774115,1.839407385381897,6.0,7.0,5.0,8.0,7.0,3.9468437014192923,0.3080893800812215,0.0,-2.0,-7.0,0.0,-7.0,-4.0322431001851715,-12.45920228267868,-24.0,-40.0,-45.0,-67.0,-65.0
290,12011,-36.50523486715264,-39.16281225793014,-54.0,-54.0,-59.0,-58.0,-67.0,-46.09758037644899,-45.09386106785456,-61.0,-60.0,-60.0,-65.0,-63.0,-46.67109195413307,-49.34683969377787,-57.0,-65.0,-60.0,-68.0,-65.0,-47.11575072531628,3.0,1.0,-5.0,-1.0,1.0,2.0,5.0,2.0,1.0,-4.0,1.0,2.0,3.0,4.0,1.0,0.0,8.0,-1.0,1.0,5.0,0.0,1.0,-3.0,4.0,-1.0,1.0,1.0,2.0,-3.0,-11.0,-16.0,-26.0,-32.0,-39.0,-37.0
291,12013,-45.0,-53.0,-43.0,-46.0,-44.0,-50.0,-50.0,-58.0,-60.0,-51.0,-53.0,-48.0,-50.0,-50.0,-56.0,-64.0,-49.0,-51.0,-51.0,-48.0,-50.0,-59.0,3.0,-2.0,-28.0,-8.0,1.0,-4.0,9.0,3.0,2.0,3.0,2.0,0.0,-2.0,9.0,3.0,9.0,0.0,3.0,2.0,-2.0,5.0,-3.0,0.0,-2.0,2.0,-6.0,-7.0,-21.0,-27.0,-34.0,-43.0,-52.0,-55.0,-57.0,
292,12015,-52.0,-49.0,-51.0,-50.0,-54.0,-54.0,-61.0,-54.0,-56.0,-55.0,-59.0,-55.0,-57.0,-59.0,-54.0,-53.0,-55.0,-53.0,-55.0,-57.0,-56.0,-54.0,-49.0,2.3637161753254925,5.8485648369465135,-9.0,0.0,9.0,-2.0,4.267737891821836,2.0,3.3636524320377115,4.4141520674848,10.0,11.0,-1.4020205374759525,-3.0329200898866304,-3.6659432429876952,-4.1008928638564655,4.0,-9.11445605966179,-8.9798748760777,-8.587041653812033,-4.059177946185798,-9.479331823485397,-5.517875292595921,-8.180305232941237,-8.557331973003118,-10.533525547461682,-12.087938233313016,-6.793531493281075,-12.766230175558107,-8.039977021427692,-6.904649032256082,-13.64600189452718,-8.910111721238447,-10.549102786965896
293,12017,-9.005511569856242,-17.03329403924837,-20.485436223967294,-21.08007095043092,-24.977819278483963,-31.35939668109647,-37.122138468160145,-35.264618396093034,-39.070384185110136,1.343391730060798,3.2171745130869662,3.8989369858180414,-26.29854098941996,-35.567260782580554,-36.57451612283749,-31.95969260624782,4.510066607700675,10.0,9.0,-31.878541750858634,-34.71441455696333,-33.587602065801136,8.0,-1.35863144464719,2.0959782835036562,3.5808269451246777,-35.83351582198069,-36.51330108676782,-31.982821976446402,2.292892094613709,17.0,4.0,12.0,-16.603886839309702,-15.178936680560827,-3.17175960831818,-1.0757813248145236,-4.904085459784124,-13.0,-15.0,-11.0,-23.0,-19.77774075623473,-14.661629257329722,-17.95452135194343,-15.0,-17.0,-13.0,-29.0,-28.0,-25.75748005425782,-25.41910931158754,-20.0,-23.0,-28.0,-25.0,-25.0
294,12019,-28.343391730060798,-24.323258514659447,-24.0,-23.0,-19.0,-27.0,-28.0,-26.929303405863777,2.0,0.0,-25.0,2.0,1.0,1.0,2.0,4.0,-1.0,5.0,2.0,2.0,2.0,3.0,6.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,0.0,4.0,2.0,0.0,-2.0,-6.0,-4.0,-10.0,-26.0,-38.0,-42.0,-52.0,-52.0,-32.0,-36.0,-48.0,-53.0,-55.0,-59.0,-58.0,-43.0,-43.0,-56.0,-58.0,-59.0,-61.0,-59.0
295,12021,-43.0,-44.0,-57.0,-60.0,-60.0,-60.0,-59.0,-41.0,4.44757253949266,-20.528951581452908,-15.379029015797062,4.44757253949266,0.620970984202936,-2.7258259052176164,3.310485492101468,5.826601555289725,-13.819313647389443,3.241941968405872,2.826601555289724,5.310485492101468,2.44757253949266,4.44757253949266,9.516116063188255,4.2508263622246165,5.241941968405872,4.379029015797065,3.241941968405872,3.0,2.55242746050734,2.758058031594128,3.250826362224617,6.0,2.0,3.689514507898532,0.689514507898532,1.94341220954509,0.01176568832807307,-1.1055195115379899,-3.9371878457282103,-4.689514507898532,-2.173398444710276,-8.121031809788333,-8.750899200098884,-10.800608743737463,-14.876595820265079,-15.86585070252064,-16.865067649051326,2.311880228331537,-29.84234255977361,-31.071292973890653,-30.865802942549895,-31.186246146899613,-29.44270201729448,-30.8214824624867,-16.620970984202938,-34.61182072851121,-34.50417444487955
296,12023,-34.811936871423676,-33.36484647212858,-32.15431632389709,-18.70750173216128,-19.779317886449327,-37.92439450812384,-38.660130227454104,-38.57447098923538,-25.631489946336462,-14.173398444710275,-5.10485492101468,-14.483883936811743,-22.79033480957003,-22.290284812359534,-25.655389410994747,-19.887018511453014,-20.511104343089873,-24.875418765216647,-28.02324670532951,-12.30808065228753,-7.047497225076828,-5.808516115878666,-23.310485492101467,-18.173398444710273,-19.483883936811743,-27.195359369921647,-3.0316885820615522,-3.0146987278178026,-3.8019026824066864,-31.44620360455158,-30.74662201269952,-29.398122854542887,-21.104854921014677,1.3668128701990372,-0.8174020720170297,-19.24194196840587,-25.068543523695592,-28.975715275520734,-29.093977627611025,-31.0601777553346,-31.14782794011287,-27.55242746050734,-16.173398444710276,-15.679673584049242,-12.37454670285397,-8.0,11.0,5.0,-2.0,5.0,-4.151086899037911,-8.998370728293207,3.0,-6.0,2.0,-2.0,9.0
297,12027,-8.66376506688418,-8.475662064192624,3.0,2.0,2.0,2.0,4.0,-10.29437407554369,-10.866597605390474,2.0,3.0,5.0,0.0,-41.41127102425106,-31.337665359532462,0.0,-13.214562616928774,-17.396676927538408,-6.0,-53.12121917224242,-47.07360566471859,-35.168832679766226,-16.0,-12.0,-18.0,-15.0,-22.399878881685506,-48.45888453177488,-31.93939041387879,-23.780244469064336,-16.0,-16.0,-14.0,-20.0,-10.696952069393967,-13.0,-19.288352311956352,-10.429262078565843,-19.0,-19.0,-22.0,-22.0,-20.0,-12.225941645886207,-15.991714821841054,-22.0,-23.0,-18.0,-29.0,-18.0,-15.470878217328261,1.5329957081039147,0.9560978400973278,-17.0,0.0,-1.0,8.0
298,12029,5.0,0.9006722116967947,-3.269415540019447,-6.0,-4.0,-1.0,-3.0,0.0,0.8241832272826168,-2.506872353160693,-2.0,0.0,-9.0,1.0,3.0,-0.5880927985202388,-3.1654179262534967,-8.0,-6.0,-9.0,-7.0,0.0,-7.10342949303705,-21.249524027770516,-29.0,-36.0,-37.0,-48.0,-45.0,-45.0,-51.0,-44.0,-49.0,-50.0,-55.0,-52.0,-60.0,-57.0,-47.0,-46.0,-47.0,-45.0,-52.0,-52.0,-49.0,-47.0,-54.0,-50.0,-54.0,-50.0,-55.0,0.0,2.0,-23.0,0.0,0.0,1.0
299,12031,7.0,1.0,3.0,4.0,1.0,2.0,1.0,6.0,3.0,8.0,4.0,3.0,0.0,0.0,6.0,4.0,5.0,3.0,1.0,0.0,-2.0,-5.0,-6.0,-8.0,-26.0,-32.0,-38.0,-50.0,-41.0,-38.0,-36.0,-42.0,-47.0,-50.0,-54.0,-5.4253091681253816,-4.834457889915955,-8.752360543616078,0.6793857895499168,-4.967859350908462,-4.45870699278361,-6.698287721067334,-9.524828175994761,-13.54237435455662,-12.928826223796083,-11.947043408109383,-12.559804221564661,-12.626788990772221,-12.815894634849165,-16.326640359557636,-16.489172879937914,-12.613273153746968,-6.940332476012202,-11.431669153518829,-13.335219401441739,-13.523165902486067,-18.925254134925986
300,12033,-16.22449062628532,-18.658261963047252,-23.13167235150681,-27.902142323170562,-31.067607155745836,-36.318346881413156,-37.35990812863325,-30.068292397719066,-30.420165684495924,-33.26576780041091,-36.98948266136501,-38.708370587377715,-35.93570925481469,-36.74808807054275,-32.32006401921747,-29.739481410959957,-36.89663056791997,-37.084453587544985,-35.16654133107372,-40.45762040937267,-40.64046785561365,-23.818392365652816,-26.956728922902723,-34.215261596916186,-36.57535218805773,-54.0,-37.825693391107464,-38.870273363444085,-26.342330657336632,-6.785836286177035,-45.0,-24.082601170364125,-43.0,-10.645898130695114,-1.0610904670170116,-51.0,-53.0,-53.0,-54.0,-53.0,-45.0,-46.0,-52.0,-53.0,-54.0,-53.0,-52.0,-46.0,2.0,2.0,-16.0,-16.94202800660878,-19.08002155032482,-21.398987412338993,-15.668940651438232,-18.481647754652304,-28.90825238508562
301,12035,-19.42662783986777,-23.978725654107294,-22.365300241536417,-22.135191660947967,-11.083044921961719,-1.6513753975142695,-1.1009169316761798,4.0,2.668719162569404,2.518410643436945,0.44476806968916494,-4.745495852388496,2.0,-1.1009169316761798,0.0,2.8496914808675418,3.7300467609007613,0.9539978537809999,-0.4662639044506978,4.527521562109495,-3.573395369566686,1.0,4.0,-9.920225728425937,-12.7422767817647,-10.861921501731478,-3.766059916157248,-6.316518381995338,-10.659453348671809,-27.235934962071855,-27.420700093585825,-14.82510021485759,-12.506134352843414,-10.114684518642978,4.0,-30.548044266573847,-31.484372180079838,-33.548044266573854,-14.533664035937782,-16.680949183433345,-19.192664546590564,-24.844039944104832,-27.110489650503602,-34.54804426657385,-31.108590789083827,-32.77305132536479,-28.97865359449578,-27.944956875781013,-13.48923527083934,-15.385890929107783,-20.43320234952196,2.0,8.0,4.0,2.0,1.0,1.0
302,12037,3.0,2.0,6.0,6.0,2.0,3.0,5.0,3.0,3.0,9.0,4.0,1.0,0.0,-3.0,-5.0,-10.0,-23.0,-34.0,-39.0,-46.0,-46.0,-29.0,-32.0,-41.0,-46.0,-49.0,-52.0,-54.0,-40.0,-38.0,-50.0,-53.0,-54.0,-56.0,0.014128523869487928,-54.0,-40.0,-40.0,-51.0,-54.0,-55.0,-56.0,-56.0,-39.0,7.0,10.0,-12.0,2.0,3.0,-5.0,8.0,2.0,-27.75205547273092,-20.581994024924363,-24.217191627862533,-26.45357521736279,-28.581883855337413
303,12039,-28.833042612888544,-28.50337908278734,-29.69797049222935,-20.549907728261342,-24.38317820758837,-24.537355729487626,-28.581883855337413,-26.945723483348022,-31.521393782120327,-30.13677439771455,-18.950499819593343,1.731085022453658,-4.06120648310174,-12.594218629166551,-0.5330121460648083,-0.40096356180557513,-1.731085022453658,-2.8019271236111503,-1.6698785393519175,-17.26891497754634,-14.207708494444603,-16.410599179861325,-21.14650201134286,-25.882404842824393,-25.684331966435547,-23.953246943981885,-26.415416988889202,-22.349392696759587,-23.28336840462997,-22.28336840462997,-24.151319820370738,-26.28336840462997,-27.42023479791708,-30.01445342708363,-25.61830767430593,-26.750356258565162,-26.486259090046694,-25.684331966435547,-27.151319820370738,-30.217344112500353,-31.080477719213246,-37.54264776412056,4.0,-43.93879351689826,-53.400963561805575,-51.13686639328711,-44.27373278657422,-50.80192712361116,-46.86795141574077,-21.81569553675961,-20.72132568504509,-4.165682128249745,5.0,0.0,2.0,2.0,-1.0
304,12041,3.0,0.0,2.0,7.0,2.0,2.0,-3.0,3.0,4.0,0.0,3.0,3.0,2.0,-6.0,-3.0,-8.0,-17.0,-19.0,-24.0,-25.0,-17.0,-16.0,-17.0,-23.0,-26.0,-28.0,-34.0,-31.0,-20.0,-21.0,-34.0,-33.0,-33.0,-36.0,-35.0,-26.0,-27.0,-36.0,-35.0,-35.0,-38.0,-36.0,-28.0,3.0261807507550227,-0.5316344409481176,-18.381458232836685,-6.326924502572846,2.346949634354573,-0.5143994154095665,1.2437885817576266,4.0,-7.226755303834562,9.687889123674957,-1.1045139578992438,2.7568350918648954,3.010963215030525,4.247955171911115
305,12043,2.784291549546987,-0.11549091041092267,5.656249142017767,3.820367122656303,3.0635320307914076,2.095662662026999,1.5860535103934428,3.7211621406461095,-0.11549091041092267,7.596287493744192,2.071654094983877,1.8374735067651353,-1.7445189715320732,-8.288861323137905,-3.278837859353892,-10.620944600604018,-16.539552087829822,-17.0,-22.0,-33.0,-39.05866599113436,-25.93673111810377,-30.557675718707785,-22.0,-22.0,-32.0,-30.0,-42.59241673385515,-36.84742095844787,-38.78429154954699,-25.0,-22.0,-28.0,-33.0,-46.63266942928322,-38.34196726825477,-41.7733841691608,-28.0,-24.0,-25.0,-26.0,-46.357373889912516,-35.91055036734875,-4.0,0.0,-12.0,1.0,-1.0,2.0,5.0,-4.0,-1.0,3.0,3.0,2.0,4.0,8.0
306,12045,-4.0,-1.0,-1.0,3.0,1.0,4.0,8.0,-1.0,4.0,14.0,1.0,-2.0,-5.0,-12.0,-4.0,-12.0,-7.0,-7.267531746122639,-21.0,-28.0,-35.0,-29.0,-19.0,-19.0,-16.0,-28.0,-32.0,-34.0,-32.0,-30.0,-26.0,-21.0,-33.0,-34.0,-34.0,-32.0,-27.0,-29.0,-25.0,-35.0,-35.0,-36.0,-39.0,-28.0,1.0,0.0,-20.0,3.0,3.0,3.0,3.0,1.0,0.0,-1.2247413705454497,-4.595377331154344,-7.417572882922268,-3.0794826063137744
307,12047,3.0,-9.414357310534733,-10.885478715374111,-8.801720791950608,-3.7671022397591067,-7.1196260303172965,-12.012494942035568,-12.923078214923985,-18.57426467486008,-18.078845993221293,-18.361391126470753,-13.545463591972284,-14.433880771127543,-17.83394917249724,-18.783199563201745,-22.048374297945028,-18.581141268180453,-21.98192833104244,-17.755695798270672,-17.705090419680406,-21.030398112309523,-22.220879139495423,-24.835944661578555,-28.116200973293417,-34.30455839978893,-32.314435812027604,-36.31322772241694,3.0,3.0,3.0,-32.9936258521911,-42.23212653324759,-30.959864363857402,-20.541869497909403,3.0,3.0,2.0,-22.91583855162818,-23.000876052406984,-20.99744710644755,5.0,3.0,3.0,3.0,-20.566241664346805,-21.328359109663577,-21.58410583855986,3.0,4.0,-1.0,4.0,-8.28788689124465,-9.808720087627487,2.0,2.0,-8.0,-11.0
308,12049,-4.0,-9.0,-17.0,-24.0,-28.0,-32.0,-31.0,-25.0,-28.0,-28.0,-33.0,-36.0,-41.0,-43.0,-34.0,-35.0,-39.0,-42.0,-41.0,-43.0,-42.0,-34.0,-33.0,-39.0,-42.0,-42.0,-42.0,-43.0,-35.0,-2.0,-4.0,-16.0,2.0,4.0,0.0,1.0,6.0,-2.0,5.0,5.0,4.0,4.0,7.0,15.0,0.30720979985305885,5.0,3.0,3.0,6.0,-3.0,2.0,0.0,3.0,5.0,4.0,2.0,3.0
309,12051,4.0,-9.975217944932336,-12.0,-20.0,-20.0,-22.0,-22.0,-17.0,-38.0,-21.0,-25.0,-23.0,-30.0,-31.0,-34.0,-36.0,-29.0,-34.0,-29.0,-33.0,-30.0,-36.0,-33.0,-29.0,-31.0,-33.0,-30.0,-34.0,-30.0,-2.0,3.0,-26.0,3.0,1.0,1.0,4.0,-2.0,-1.0,8.0,4.0,3.0,1.0,3.0,-2.0,7.0,7.0,6.0,3.0,2.0,-4.0,-1.0,1.0,10.0,-13.134222484981688,-13.922282165753808,-16.14536881425024,-15.58785937915254
310,12053,5.0,2.0,-16.871727293125378,-22.53412818105857,-23.32963919775224,-24.190021900345005,-24.55971024743185,-25.298422565142825,2.0,-25.713941191462563,-28.979953429342604,-30.66434203514761,-30.61213126071052,-25.58901648124074,-23.766649371251074,-1.0,-15.17951381974775,-18.005491383534054,-25.537332983640432,-21.005990461960334,-20.105329462200856,-3.0,0.0,-22.770938715004146,-26.41259393904124,-27.070005708373184,-15.0,-20.0,-23.0,-32.0,-15.736881840854055,-21.389999984952084,-16.597551837713176,-26.0,-9.0,-15.0,-27.0,-12.732265886147255,-11.954414237811084,-10.707366308262218,-32.0,-33.0,-41.0,-39.0,-15.906184474723807,-16.939319748607204,-16.181721128164327,-28.0,-31.0,-40.0,-41.0,-10.548156575230658,-14.60523867028016,-40.0,-40.0,-40.0,-34.0
311,12055,-25.0,-37.0,-42.0,-43.0,-45.0,-42.0,-28.0,-3.0,-2.0,-6.0,3.0,3.0,-1.0,-12.0,2.0,-2.0,-5.0,3.0,4.0,3.0,2.0,7.0,-2.0,4.0,3.0,1.0,2.0,4.0,5.0,2.0,3.0,-15.445888453177488,-11.506498039298695,1.0,1.0,0.0,-10.0,-17.891776906354973,-18.722944226588744,-18.675330719064927,4.0,-2.0,-12.0,-19.0,-22.0,-23.27705577341126,-16.891776906354973,-27.0,-27.0,-23.0,-27.0,-30.0,-20.324669280935076,-35.0,-37.0,-43.0,-41.0
312,12057,-32.0,-36.0,-42.0,-40.0,-41.0,-44.0,-41.0,-32.0,-39.0,-37.0,-40.0,-41.0,-42.0,-43.0,-32.0,3.0,0.0,-20.0,3.0,0.0,3.0,2.0,-3.0,1.0,4.0,2.0,1.0,5.0,3.0,4.0,9.0,1.0,4.0,3.0,5.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,-7.0,22.0,2.0,-17.0,-20.0,-22.0,-31.0,-29.0,13.0,-8.0,-20.0,-24.0,-26.0,-32.0,-32.0
313,12059,-3.0,-18.0,-30.0,-30.0,-29.0,-32.0,-32.0,-18.0,-25.0,-32.0,-35.0,-36.0,-36.0,-43.0,-22.0,1.0,2.0,-14.0,1.0,2.0,-11.0,4.0,1.0,-2.0,6.0,-2.0,6.0,-1.0,1.0,4.0,3.0,8.0,3.0,6.0,3.0,6.0,0.0,7.0,6.0,2.0,3.0,0.0,-4.0,-7.0,-2.0,-18.0,-24.0,-24.0,-25.0,-19.0,-12.0,-20.0,-20.0,-16.243984334773412,-13.50473462255376,-13.545978706230972,-15.515812147072856
314,12061,-15.91981354274916,-18.012212416293792,-16.136449202365373,-18.484483275584356,-14.102068929917943,-15.191440779561074,-14.801729070839762,-16.776152073377745,-17.00771943160692,-16.95168146496526,-17.883797526819457,-14.914460252363266,-4.915540065150065,-7.413275054536974,-10.841438074145744,-6.807342250891674,-0.4618998932506586,-1.8640959673057764,-8.75867619198052,-3.7965825990657787,-9.537179347204159,-9.397594451077087,-15.30460711055879,-19.42102873076198,-25.653304029662127,-26.075630745973744,-30.46114923426809,-30.052706442163824,-26.363511678269653,-29.705217858038306,-26.887033821346296,-30.556324828670384,-31.706236832096756,-34.548287001461766,-34.60896316201959,-33.65684513260649,-34.118106974079986,-32.00257089490759,-32.729964456759205,-32.415814606870825,-34.12874271446132,-35.71403040813281,-36.79948969521422,-27.0,-38.88708285880742,-45.83643552653133,-46.080256312117996,-44.5170059299779,-25.0,-45.02731963332064,-33.0,-10.460926040072863,-21.10607705684202,-24.0,-23.0,-25.0,-34.0
315,12063,-37.0,-34.0,-36.0,-28.0,-22.0,-23.0,-32.0,-36.0,-35.0,-36.0,-31.0,-21.0,-1.127344172988025,-2.0,-12.93566192497271,1.8650169329798982,2.3757813909960084,2.1779489466612385,-5.445704605458087,2.312109304501996,-0.7515627819920166,-2.2422999166294946,1.2944595505567065,4.953997853781,0.6932254740268711,4.184765131513971,5.751562781992018,1.4332023495219544,2.361944636596275,6.11046386062167,5.297593666628019,-0.6748766502776152,3.113487232258569,2.5031255639840335,1.3757813909960084,2.766868047774651,0.6318978756955138,-0.5705702773641567,-2.088980920801102,-10.098161780146212,-5.675388439561872,-11.98749774406387,-24.954134388097344,-35.36521528698393,-42.51250043447949,-51.208860024577675,-46.828442924856766,-31.114841917051894,-34.49062330804791,-53.742596120126976,-54.44500245349896,-55.10756412836015,-56.0,-45.057420958525945,-39.49062330804791,-41.93007678553792,-57.51551091117543
316,12065,-56.25171515978439,-55.84679174860603,-56.10443001228884,-57.46950876495642,-38.55429539454192,-43.99374887203194,-53.920434322353806,-56.25171515978439,-58.43884496579074,-59.13822792752584,-59.16889172669151,-37.30585817653393,5.0,-12.0,-21.0,-1.0,1.0,-5.0,0.0,3.0,-14.0,-3.0,-1.0,-2.0,-3.0,0.0,5.0,-4.0,1.0,1.0,2.0,2.0,-2.0,2.0,-9.0,1.0,-2.0,2.0,0.0,-1.0,-5.0,-11.0,-24.0,-36.0,-36.0,-52.0,-46.0,-34.0,-48.0,-45.0,-43.0,-44.0,-18.63422097676014,-48.0,-48.0,-39.0,-52.0
317,12067,,,-48.0,-49.0,-47.0,-50.0,-46.0,,,,-39.0,-48.0,-47.0,-50.0,,,,-49.0,-48.0,,-48.0,,,,-36.0,-28.40748253850265,-33.35528137513705,-11.466987853935192,,,3.132048584259233,3.797109314583275,4.132048584259233,3.400963561805576,-31.753422686232014,,,-37.23769204080665,5.665060730324042,4.066024292129617,5.731085022453658,5.066024292129617,,,4.801927123611151,-33.2416848830889,-39.003769838894556,3.797109314583275,1.4009635618055751,,,3.6650607303240412,3.4669878539351915,2.6698785393519175,0.6025371524537302,0.27573986196096173,
318,12069,9.735902831481534,-0.5990364381944249,2.2640971685184663,-2.8679514157407673,-12.0,-1.58062053848176,-2.385214025632501,-7.533012146064809,-18.867951415740766,-25.86795141574077,-30.735902831481535,-24.20289068541673,-3.7430000520415376,-6.298301364399612,-18.665060730324043,-26.40096356180558,-29.334939269675957,-31.86795141574077,-30.933975707870385,-28.231676878806933,-36.16335950970133,-21.0,-30.33493926967596,-30.26891497754634,-39.0,-27.202890685416726,-30.839284049215816,-30.882075492340288,-24.466987853935194,-32.86795141574077,-30.735902831481535,-31.202890685416726,-30.47180566296307,-28.014756509539808,3.0,7.0,-11.0,0.0,-3.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,2.0,-4.0,0.0,-2.0,-7.0,-3.0,1.0,-1.0,0.0,-4.0,2.0
319,12071,1.0,-2.0,-5.0,-11.0,-12.0,-13.0,-26.0,-34.0,-43.0,-49.0,-56.0,-61.0,-69.0,-70.0,-57.0,-63.0,-66.0,-69.0,-72.0,-76.0,-75.0,-67.0,-68.0,-71.0,-74.0,-72.0,-75.0,-75.0,-68.0,-72.0,-71.0,-70.0,-74.0,-72.0,6.0,-2.419590784951735,-16.0,6.0,0.0,1.0,3.0,8.0,-10.050525892583002,2.0,5.0,5.0,4.0,6.0,12.0,-18.37463947884751,4.0,5.0,2.0,3.0,1.0,4.0,-13.218823100946615
320,12073,6.0,2.0,4.0,1.0,-5.0,0.0,-23.609844096445755,-16.0,-17.0,-17.0,-23.0,-12.0,-2.0,-12.0,-19.0,-17.0,-22.0,-25.0,-23.0,-16.0,-17.0,-25.0,-25.0,-28.0,-25.0,-18.0,-18.0,-26.0,-28.0,-28.0,-31.0,-31.0,-26.0,-14.0,0.0,2.0,-10.0,-2.0,1.0,-4.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,3.0,1.0,2.394626305913141
321,12075,1.0,3.0,2.0,3.0,1.0,-3.0,-2.0,-5.0,-14.0,-22.0,-23.0,-28.0,-19.0,-16.0,-20.0,-32.0,-35.0,-36.0,-42.0,-33.0,-28.0,-29.0,-40.0,-40.0,-41.0,-42.0,-34.0,-30.0,-27.0,-40.0,-42.0,-43.0,-44.0,-36.0,-28.0,-2.473760626778952,-1.2986730636354809,-20.72550027732598,-0.009444106033618222,-7.0,0.14386006877349541,0.022104836518592675,1.4043189201219342,-0.6499439918159385,-0.010022345039185851,3.005949358008812,2.339849887683093,3.7406369505450776,4.098454030357487,4.44332604073783,1.3968342876635254,4.510983581899071,2.640665106626532,2.640665106626532,3.9312742050690015,1.1460022240814538,0.2103060356760834
322,12077,-0.5636915710407397,3.8018955739062035,2.447885696794649,,2.3695595684920097,0.9925328284301286,-1.925168619722166,-2.1907839207505644,,,,-12.65489199562239,-15.913288458322114,-24.0,-28.0,,,,-26.0,-30.14508398227608,-29.6063952021556,-37.911948204849196,,,,,-31.687157385824676,-24.0,-26.0,,,-28.0,-40.82476520302469,,-40.51572079804403,-43.77143287213613,,-26.0,-32.0,-33.0,-36.0,-41.07057405018049,-40.816095450702356,-39.7650429478422,-31.0,-32.0,-33.0,-28.0,-44.55212329671155,-39.924737046943235,-0.8355487945497542,7.202240814988176,-26.0,-1.0,1.0,-1.0,
323,12079,1.0,1.417774397274877,3.4177743972748775,6.0,5.0,6.0,7.0,5.0,5.582225602725123,10.708887198637438,7.0,3.0,1.0,-2.0,3.0,2.0,7.74667680817537,2.0,0.0,2.0,-7.0,-6.0,2.7088871986374388,0.582225602725123,-19.0,-21.0,-25.0,-30.0,-13.0,-17.404481629976353,-22.24003042452611,-25.0,-34.0,-32.0,-41.0,-30.0,-17.0,-32.65780482180099,-38.0,-38.0,-38.0,-38.0,-30.0,-27.0,-25.442271239514287,-36.0,-40.0,-40.0,-41.0,-31.0,-24.0,1.0,3.0,-19.0,-7.0,-8.0,-5.0
