,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
227,2020-04-11,-42.0,-13.0,-41.0,-46.0,-37.0,14.0,4013
228,2020-03-29,-36.0,-13.0,-13.0,-23.0,-37.0,9.0,4015
229,2020-04-05,-39.0,-11.0,-27.0,-30.0,-39.0,9.0,4015
230,2020-04-11,-37.0,-5.0,-27.0,-26.0,-36.0,10.0,4015
231,2020-03-29,-29.0,-9.0,11.0,-12.0,-28.0,10.0,4017
232,2020-04-05,-35.0,-15.0,5.0,-21.0,-34.0,11.0,4017
233,2020-04-11,-39.0,-23.0,5.0,-24.0,-30.0,14.0,4017
234,2020-03-29,-43.0,-16.0,-16.0,-43.0,-36.0,10.0,4019
235,2020-04-05,-45.0,-16.0,-27.0,-48.0,-39.0,11.0,4019
236,2020-04-11,-47.0,-14.0,-52.0,-48.0,-39.0,14.0,4019
237,2020-03-29,-27.0,-23.0,1.0,-28.0,-31.0,8.0,4021
238,2020-04-05,-31.0,-22.0,-21.0,-39.0,-33.0,9.0,4021
239,2020-04-11,-33.0,-16.0,-45.0,-45.0,-31.0,12.0,4021
240,2020-03-29,-56.0,-47.0,-29.0,-25.0,-33.0,18.0,4023
241,2020-04-05,-58.0,-49.0,-40.0,-31.0,-37.0,19.0,4023
242,2020-04-11,-58.0,-43.0,-62.0,-27.0,-36.0,22.0,4023
243,2020-03-29,-40.0,-15.0,6.0,-27.0,-38.0,9.0,4025
244,2020-04-05,-45.0,-15.0,-10.0,-30.0,-42.0,9.0,4025
245,2020-04-11,-43.0,-6.0,-32.0,-38.0,-37.0,11.0,4025
246,2020-03-29,-45.0,-21.0,-17.0,-53.0,-27.0,10.0,4027
247,2020-04-05,-52.0,-24.0,-41.0,-61.0,-28.0,11.0,4027
248,2020-04-11,-51.0,-23.0,-53.0,-60.0,-34.0,16.0,4027
249,2020-03-29,-22.0,-7.0,11.942138752043435,-15.768417175654552,-11.0,12.75512949074257,5001
250,2020-04-05,-23.0,8.0,-5.870191134521412,-21.29340752099048,-26.0,13.755129490742572,5001
251,2020-04-11,-23.0,8.0,-14.889431466243302,-24.83976790029408,-24.0,15.877564745371284,5001
252,2020-03-29,-24.0,-4.0,-25.41406802062487,-49.09948997575696,-27.0,6.413084069371219,5003
253,2020-04-05,-32.0,6.0,-27.464712381722904,-35.593723532418565,-21.0,9.000000000000002,5003
254,2020-04-11,-32.0,6.0,-5.7997902287071845,-33.12813152802807,-13.0,9.376496426203806,5003
255,2020-03-29,-30.0,-2.0,-0.15625097677129846,-24.76505748362603,-26.0,11.0,5005
256,2020-04-05,-33.0,18.0,-3.14169833541096,-27.350875867246007,-26.0,13.0,5005
257,2020-04-11,-34.0,18.0,-1.6982976377561476,-25.563706438403663,-22.0,13.0,5005
258,2020-03-29,-36.0,-16.0,56.0,-65.0,-34.0,9.0,5007
259,2020-04-05,-48.0,-21.0,-16.0,-74.0,-35.0,11.0,5007
260,2020-04-11,-42.0,-7.0,21.0,-62.0,-32.0,12.0,5007
261,2020-03-29,-25.0,-17.0,11.009232617256353,-17.838606295647708,-32.0,14.0,5009
262,2020-04-05,-36.0,-12.0,15.327550913923886,-38.62050713541165,-37.0,17.0,5009
263,2020-04-11,-30.0,5.0,-14.485718562996837,-36.51814953923149,-35.0,16.0,5009
264,2020-03-29,-28.0,-17.0,-12.285601788082438,-26.57997115434017,-37.0,8.410455148639228,5011
265,2020-04-05,-40.0,-7.0,-30.63578420421127,-27.269048462187463,-33.0,9.78631067842764,5011
266,2020-04-11,-40.0,-7.0,-18.496914217937213,-30.058883816052738,-42.0,11.262507580768997,5011
267,2020-03-29,-27.0,14.0,47.58288716131771,-38.27299700143203,-27.0,-1.0,5015
268,2020-04-05,-49.0,-3.0,-13.75543657635139,-44.178327960754665,-33.0,-1.0,5015
269,2020-04-11,-42.0,-3.0,-5.934761083783343,-34.90064146409516,-43.0,-1.0,5015
270,2020-03-29,-19.0,6.0,11.51344821905962,-28.23347058451485,-25.0,8.495653323027156,5017
271,2020-04-05,-22.0,4.0,-19.10086462821157,-18.41860703369387,-27.0,4.747021955475613,5017
