,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
39033,-32.0,-36.0,-20.0,-15.0,,,,,-38.0,-36.0,19.0,17.0
39035,-48.0,-50.0,-20.0,-19.0,137.0,21.0,-47.0,-53.0,-36.0,-39.0,10.0,11.0
39037,-30.0,-39.0,-11.0,-11.0,,,,,-28.0,-33.0,20.0,18.0
39039,-47.0,-43.0,-31.0,-12.0,,,,,-33.0,-35.0,23.0,21.0
39041,-59.0,-63.0,-33.0,-37.0,171.0,20.0,-32.0,-37.0,-43.0,-44.0,12.0,13.0
39043,-47.0,-50.0,-22.0,-21.0,2.0,2.0,,,-44.0,-46.0,15.0,12.0
39045,-44.0,-49.0,-18.0,-18.0,61.0,28.0,,,-36.0,-35.0,10.0,10.0
39047,-40.0,-45.0,-25.0,-17.0,,,-20.0,-31.0,-26.0,-28.0,9.0,9.0
39049,-46.0,-52.0,-22.0,-25.0,106.0,-8.0,-47.0,-54.0,-40.0,-42.0,11.0,12.0
39051,-42.0,-37.0,-20.0,-13.0,,,-38.0,-33.0,-34.0,-30.0,24.0,21.0
39053,-25.0,-29.0,-17.0,-6.0,,,2.0,-21.0,-22.0,-17.0,,
39055,-37.0,-42.0,-23.0,-24.0,10.0,10.0,,,-36.0,-36.0,23.0,23.0
39057,-48.0,-51.0,-21.0,-22.0,113.0,20.0,,,-42.0,-43.0,11.0,11.0
39059,-31.0,-39.0,-25.0,-28.0,,,-20.0,-28.0,-25.0,-27.0,15.0,14.0
39061,-45.0,-49.0,-18.0,-19.0,139.0,35.0,-16.0,-27.0,-37.0,-40.0,10.0,12.0
39063,-51.0,-50.0,-30.0,-20.0,,,-28.0,-32.0,-45.0,-41.0,25.0,22.0
39065,-26.0,-31.0,-10.0,3.0,,,,,-32.0,-32.0,13.0,13.0
39067,-28.0,-2.0,2.0,5.0,,,,,-22.0,-20.0,,
39069,-38.0,-34.0,-18.0,-6.0,,,-26.0,-21.0,-29.0,-28.0,13.0,13.0
39071,-15.0,-26.0,-9.0,-10.0,,,,,-30.0,-35.0,19.0,15.0
39073,-30.0,-42.0,3.0,-11.0,25.0,12.0,,,-31.0,-37.0,-3.0,-3.0
39075,-26.0,-31.0,-18.0,-13.0,,,,,-24.0,-33.0,-1.0,-1.0
39077,-41.0,-42.0,-16.0,-7.0,,,,,-36.0,-34.0,19.0,17.0
39079,-22.0,-12.0,-9.0,27.0,,,-22.0,-38.0,-22.0,-16.0,-1.0,-1.0
39081,-26.0,-30.0,-18.0,-8.0,,,-15.0,-35.0,-27.0,-34.0,15.0,15.0
39083,-28.0,-38.0,-15.0,-9.0,,,,,-33.0,-35.0,20.0,18.0
39085,-47.0,-48.0,-22.0,-19.0,146.0,54.0,-43.0,-45.0,-32.0,-34.0,10.0,11.0
39087,-26.0,-22.0,-14.0,-12.0,,,,,-25.0,-29.0,16.0,15.0
39089,-35.0,-42.0,-18.0,-20.0,39.0,-12.0,-24.0,-33.0,-32.0,-35.0,9.0,10.0
39091,-32.0,-36.0,4.0,4.0,,,,,-41.0,-39.0,26.0,22.0
39093,-42.0,-45.0,-15.0,-12.0,-8.0,57.0,-60.0,-66.0,-35.0,-39.0,10.0,11.0
39095,-52.0,-49.0,-25.0,-18.0,78.0,111.0,-21.0,-19.0,-35.0,-36.0,10.0,10.0
39097,-28.0,-38.0,-12.0,-16.0,,,-16.0,-26.0,-38.0,-38.0,22.0,20.0
39099,-42.0,-46.0,-17.0,-21.0,-25.0,116.0,-24.0,-32.0,-36.0,-38.0,9.0,10.0
39101,-39.0,-39.0,-19.0,-17.0,,,,,-35.0,-33.0,19.0,16.0
39103,-45.0,-49.0,-19.0,-21.0,,,-26.0,-27.0,-37.0,-35.0,11.0,11.0
39105,-31.0,-29.0,,,,,,,-24.0,-26.0,,
39107,-44.0,-43.0,-16.0,-6.0,,,,,-30.0,-29.0,24.0,21.0
39109,-39.0,-45.0,-20.0,-24.0,-7.0,-4.0,,,-32.0,-38.0,10.0,10.0
39111,-46.0,-57.0,-17.0,-6.0,,,,,-38.0,-41.0,,
39113,-44.0,-49.0,-16.0,-19.0,104.0,12.0,-32.0,-30.0,-36.0,-40.0,10.0,11.0
39115,-42.0,-22.0,0.0,20.0,,,,,-39.0,-40.0,,
39117,-36.0,-45.0,-13.0,-6.0,,,-35.0,-20.0,-29.0,-38.0,20.0,18.0
39119,-37.0,-39.0,-22.0,-18.0,,,-22.0,-24.0,-26.0,-27.0,7.0,9.0
39121,-55.0,-53.0,-15.0,9.0,,,-24.0,-9.0,-33.0,-38.0,,
39123,-30.0,-30.0,-2.0,6.0,,,,,-27.0,-33.0,21.0,19.0
39125,-51.0,11.0,-7.0,13.0,,,,,-26.0,-38.0,,
39127,-10.0,-5.0,-5.0,6.0,,,,,-20.0,-27.0,10.0,10.0
39129,-27.0,-34.0,-12.0,-10.0,,,-8.0,-4.0,-28.0,-35.0,20.0,17.0
39131,-31.0,-22.0,-15.0,-5.0,,,,,-32.0,-32.0,,
39133,-41.0,-43.0,-14.0,-14.0,26.0,13.0,-43.0,-44.0,-35.0,-36.0,10.0,11.0
39135,-30.0,-33.0,-22.0,-20.0,,,-18.0,-13.0,-32.0,-32.0,22.0,18.0
39137,-41.0,-37.0,-8.0,17.0,,,,,-34.0,-38.0,16.0,16.0
39139,-50.0,-53.0,-23.0,-20.0,,,-25.0,-33.0,-33.0,-39.0,9.0,10.0
39141,-37.0,-41.0,-10.0,-8.0,-28.0,-28.0,-7.0,-13.0,-28.0,-31.0,17.0,14.0
39143,-43.0,-38.0,-16.0,-11.0,,,-47.0,-55.0,-30.0,-35.0,22.0,20.0
39145,-29.0,-33.0,-18.0,-8.0,,,,,-20.0,-22.0,15.0,12.0
39147,-35.0,-32.0,-19.0,-6.0,,,,,-37.0,-37.0,23.0,20.0
39149,-27.0,-32.0,-29.0,-27.0,,,-22.0,-25.0,-31.0,-39.0,23.0,20.0
39151,-40.0,-43.0,-18.0,-15.0,167.0,65.0,10.0,-12.0,-32.0,-36.0,9.0,10.0
39153,-42.0,-46.0,-17.0,-18.0,139.0,40.0,-24.0,-32.0,-36.0,-37.0,10.0,10.0
39155,-36.0,-39.0,-9.0,-9.0,80.0,51.0,-12.0,-22.0,-30.0,-35.0,8.0,9.0
39157,-31.0,-39.0,-12.0,-12.0,,,,,-31.0,-29.0,8.0,9.0
39159,-46.0,-49.0,-22.0,-24.0,,,,,-35.0,-35.0,30.0,27.0
39161,-39.0,-31.0,-25.0,-8.0,,,,,-27.0,-26.0,19.0,17.0
39163,-56.0,-56.0,2.0,9.0,,,,,-35.0,-34.0,,
39165,-47.0,-53.0,-17.0,-18.0,23.0,83.0,-21.0,-21.0,-40.0,-43.0,11.0,12.0
39167,-41.0,-45.0,-18.0,-11.0,,,,,-34.0,-31.0,19.0,16.0
39169,-43.0,-47.0,-18.0,-16.0,,,-33.0,-38.0,-32.0,-33.0,10.0,11.0
39171,-38.0,-34.0,-20.0,7.0,,,-42.0,-50.0,-38.0,-42.0,23.0,20.0
39173,-51.0,-48.0,-37.0,-34.0,-7.0,-7.0,-23.0,-26.0,-36.0,-38.0,11.0,10.0
39175,-41.0,-40.0,-5.0,6.0,,,-21.0,-26.0,-45.0,-42.0,6.0,6.0
40001,-3.0,-22.0,8.0,8.0,,,,,-23.0,-28.0,,
40005,-19.0,-31.0,-19.0,-24.0,,,-26.0,-38.0,-27.0,-30.0,,
40009,-20.0,-31.0,-9.0,-8.0,,,-10.0,-10.0,-13.0,-17.0,,
40011,-12.0,-30.0,-1.0,-4.0,,,,,-23.0,-30.0,,
40013,-30.0,-37.0,-25.0,-20.0,,,-21.0,-30.0,-34.0,-35.0,15.0,18.0
40015,-17.0,-12.0,-1.0,7.0,,,-10.0,-18.0,-35.0,-29.0,,
40017,-33.0,-37.0,-20.0,-19.0,85.0,49.0,-9.0,-19.0,-37.0,-39.0,10.0,11.0
40019,-27.0,-36.0,1.0,-6.0,,,-16.0,-18.0,-29.0,-34.0,14.0,17.0
40021,-26.0,-37.0,-5.0,3.0,-38.0,-38.0,,,-33.0,-28.0,17.0,21.0
40023,-22.0,-25.0,-6.0,-5.0,,,,,-21.0,-19.0,,
40027,-46.0,-48.0,-22.0,-19.0,26.0,-4.0,,,-39.0,-42.0,11.0,12.0
40029,,,,,,,,,-28.0,-36.0,,
40031,-38.0,-48.0,-9.0,-7.0,66.0,13.0,5.0,-41.0,-38.0,-39.0,9.0,11.0
40033,,,-23.0,-23.0,,,-43.0,-49.0,-33.0,-35.0,,
40035,-14.0,-18.0,-21.0,-25.0,,,8.0,10.0,-24.0,-29.0,,
40037,-22.0,-29.0,-7.0,-1.0,-18.0,-37.0,,,-31.0,-34.0,10.0,19.0
40039,-32.0,-33.0,-7.0,-8.0,,,-6.0,-6.0,-28.0,-24.0,,
40041,-16.0,-31.0,20.0,22.0,,,-13.0,-30.0,-20.0,-25.0,12.0,14.0
40047,-38.0,-36.0,-19.0,-9.0,-36.0,-21.0,-20.0,-37.0,-23.0,-25.0,13.0,18.0
40049,-18.0,-29.0,-3.0,2.0,-27.0,-60.0,-16.0,-20.0,-19.0,-27.0,-4.0,-4.0
40051,-37.0,-38.0,2.0,6.0,,,,,-37.0,-42.0,16.0,20.0
40055,,,,,,,,,-38.0,-39.0,,
40061,-17.0,-20.0,14.0,-12.0,,,,,-30.0,-32.0,,
40063,-19.0,-6.0,8.0,8.0,,,,,-29.0,-17.0,,
40065,-29.0,-38.0,0.0,-2.0,,,,,-25.0,-32.0,9.0,9.0
40067,,,5.0,-4.0,,,,,-41.0,-41.0,,
40069,-47.0,-58.0,0.0,9.0,,,,,-26.0,-35.0,,
40071,-22.0,-28.0,11.0,20.0,,,-25.0,-25.0,-32.0,-36.0,13.0,17.0
40073,-8.0,-24.0,,,,,,,-33.0,-36.0,,
40075,-15.0,-15.0,-4.0,-2.0,,,,,-20.0,-32.0,,
40077,-19.0,-26.0,-10.0,-11.0,,,,,-32.0,-34.0,,
40079,-18.0,-29.0,-5.0,-6.0,,,,,-23.0,-27.0,10.0,13.0
40081,-29.0,-35.0,4.0,-5.0,,,,,-31.0,-33.0,12.0,12.0
40083,-18.0,-27.0,-3.0,-3.0,,,-16.0,-22.0,-26.0,-32.0,17.0,20.0
40085,-37.0,-50.0,-9.0,-13.0,,,,,-44.0,-42.0,,
40087,-30.0,-32.0,-13.0,-7.0,,,-42.0,-50.0,-38.0,-41.0,17.0,16.0
40089,-23.0,-35.0,-2.0,-5.0,-11.0,-42.0,-18.0,-7.0,-18.0,-26.0,9.0,7.0
40091,-15.0,-31.0,25.0,24.0,,,8.0,-14.0,-22.0,-34.0,,
40093,,,,,,,,,-24.0,-26.0,,
40095,-13.0,-29.0,6.0,7.0,,,,,-27.0,-31.0,,
40097,-22.0,-35.0,-3.0,-9.0,,,-17.0,-28.0,-25.0,-28.0,14.0,18.0
40099,-16.0,-31.0,7.0,0.0,-22.0,-27.0,,,-30.0,-30.0,,
40101,-30.0,-38.0,-10.0,-3.0,1.0,10.0,-8.0,-29.0,-24.0,-32.0,14.0,17.0
40103,-42.0,-40.0,-9.0,-7.0,,,-50.0,-62.0,-33.0,-40.0,,
40105,-8.0,-51.0,-2.0,-2.0,,,-62.0,-51.0,-29.0,-37.0,,
40107,-32.0,-41.0,-4.0,-4.0,,,-20.0,-27.0,-31.0,-31.0,,
40109,-43.0,-46.0,-16.0,-10.0,24.0,0.0,-37.0,-43.0,-35.0,-37.0,10.0,11.0
40111,-21.0,-25.0,-6.0,-3.0,,,-17.0,-32.0,-25.0,-25.0,13.0,15.0
40113,-25.0,-36.0,7.0,12.0,-38.0,-38.0,,,-39.0,-39.0,15.0,19.0
40115,-21.0,-31.0,-3.0,-2.0,,,,,-35.0,-37.0,8.0,9.0
40117,-29.0,-32.0,-25.0,-11.0,,,,,-28.0,-40.0,,
40119,-44.0,-47.0,-19.0,-16.0,22.0,-33.0,,,-41.0,-43.0,18.0,22.0
40121,-40.0,-38.0,-2.0,9.0,,-38.0,-42.0,-44.0,-24.0,-24.0,12.0,15.0
40123,-31.0,-36.0,-15.0,-5.0,,,,,-34.0,-35.0,16.0,15.0
40125,-36.0,-42.0,-7.0,4.0,-35.0,-52.0,,,-35.0,-33.0,11.0,20.0
40127,-18.0,-37.0,-1.0,4.0,,,,,-17.0,-23.0,,
40131,-29.0,-40.0,-3.0,-5.0,-10.0,16.0,,,-32.0,-36.0,11.0,15.0
40133,-22.0,-20.0,-1.0,13.0,,,-30.0,-35.0,-22.0,-27.0,,
40135,-26.0,-32.0,11.0,4.0,,,-11.0,-16.0,-32.0,-31.0,14.0,12.0
40137,-35.0,-39.0,-12.0,-7.0,,,,,-29.0,-34.0,13.0,18.0
40139,-30.0,-31.0,-4.0,-12.0,,,-13.0,-30.0,-24.0,-12.0,,
40141,-12.0,-14.0,-8.0,0.0,,,,,-30.0,-34.0,,
40143,-42.0,-45.0,-18.0,-10.0,-22.0,-35.0,-22.0,-21.0,-36.0,-38.0,10.0,11.0
40145,-21.0,-30.0,7.0,4.0,,,,,-35.0,-40.0,10.0,20.0
40147,-30.0,-39.0,-7.0,-1.0,,,,,-26.0,-31.0,15.0,19.0
40149,,,-17.0,-17.0,,,,,-28.0,-31.0,,
40151,-12.0,-19.0,,,24.0,4.0,,,-38.0,-32.0,,
40153,-25.0,-39.0,-7.0,-11.0,,,,,-25.0,-29.0,,
41001,-44.0,-38.0,-14.0,-10.0,,,-12.0,-14.0,-31.0,-30.0,,
41003,-60.0,-58.0,-35.0,-34.0,-5.0,18.0,-51.0,-51.0,-46.0,-47.0,25.0,24.0
41005,-51.0,-45.0,-23.0,-18.0,-15.0,12.0,-44.0,-22.0,-38.0,-38.0,13.0,12.0
41007,-60.0,-50.0,-34.0,-26.0,-58.0,-24.0,-61.0,-61.0,-44.0,-47.0,17.0,15.0
41009,-44.0,-37.0,-22.0,-15.0,2.0,58.0,,,-34.0,-32.0,19.0,17.0
41011,-45.0,-39.0,-24.0,-18.0,-48.0,-24.0,,,-38.0,-37.0,15.0,13.0
41013,-30.0,-32.0,-15.0,-15.0,,,,,-29.0,-33.0,-1.0,-1.0
41015,-48.0,-47.0,-26.0,-23.0,-24.0,-29.0,,,-35.0,-38.0,,
41017,-50.0,-50.0,-24.0,-14.0,-10.0,-26.0,-66.0,-70.0,-42.0,-43.0,11.0,11.0
41019,-38.0,-39.0,-18.0,-8.0,-10.0,-9.0,-13.0,-21.0,-33.0,-33.0,9.0,9.0
41023,-72.0,-70.0,-19.0,-19.0,,,,,-30.0,-25.0,,
41025,-38.0,-41.0,11.0,-6.0,,,,,-20.0,-26.0,,
41027,-56.0,-54.0,-11.0,6.0,-12.0,4.0,,,-51.0,-51.0,,
41029,-46.0,-44.0,-19.0,-17.0,12.0,4.0,-49.0,-48.0,-34.0,-35.0,9.0,10.0
41031,-38.0,-36.0,-13.0,-6.0,,,-32.0,-20.0,-36.0,-40.0,0.0,0.0
41033,-40.0,-39.0,-19.0,-16.0,27.0,9.0,-33.0,-30.0,-30.0,-34.0,9.0,9.0
41035,-37.0,-39.0,-11.0,-3.0,21.0,-4.0,-14.0,-28.0,-33.0,-36.0,8.0,10.0
41037,-67.0,-38.0,,,,,,,-26.0,-26.0,,
41039,-52.0,-48.0,-28.0,-22.0,-29.0,-11.0,-65.0,-62.0,-40.0,-43.0,12.0,11.0
41041,-62.0,-56.0,-29.0,-25.0,-53.0,-34.0,,,-52.0,-50.0,17.0,16.0
41043,-44.0,-34.0,-25.0,-15.0,-9.0,23.0,-29.0,-20.0,-32.0,-33.0,11.0,10.0
41045,-33.0,-31.0,-15.0,-6.0,,,2.0,0.0,-23.0,-27.0,7.0,7.0
41047,-48.0,-43.0,-23.0,-13.0,-26.0,0.0,-33.0,-24.0,-34.0,-34.0,12.0,10.0
41049,-51.0,-41.0,,,,,-7.0,-5.0,-19.0,-28.0,,
41051,-61.0,-57.0,-29.0,-22.0,-23.0,9.0,-58.0,-56.0,-41.0,-43.0,14.0,13.0
41053,-42.0,-31.0,-23.0,-10.0,-5.0,41.0,,,-39.0,-42.0,13.0,13.0
41055,,,,,,,-37.0,-24.0,,,,
41057,-61.0,-57.0,-27.0,-20.0,-50.0,-13.0,,,-37.0,-37.0,-1.0,-1.0
41059,-30.0,-26.0,-6.0,11.0,-13.0,4.0,-23.0,-23.0,-28.0,-30.0,8.0,7.0
41061,-39.0,-37.0,-35.0,-31.0,,,-17.0,-9.0,-29.0,-29.0,0.0,0.0
41063,-63.0,-68.0,-14.0,-14.0,,,,,-30.0,-25.0,,
41065,-45.0,-41.0,-22.0,-16.0,-9.0,-9.0,,,-41.0,-40.0,7.0,7.0
41067,-53.0,-49.0,-31.0,-23.0,-6.0,34.0,-47.0,-41.0,-41.0,-42.0,14.0,13.0
41071,-42.0,-34.0,-24.0,-17.0,11.0,39.0,-63.0,-63.0,-39.0,-38.0,12.0,11.0
42001,-58.0,-57.0,-29.0,-26.0,0.0,35.0,,,-41.0,-39.0,16.0,15.0
42003,-51.0,-55.0,-21.0,-23.0,83.0,36.0,-56.0,-61.0,-41.0,-44.0,11.0,12.0
42005,-27.0,-41.0,-17.0,-20.0,,,,,-26.0,-30.0,18.0,18.0
42007,-42.0,-43.0,-20.0,-16.0,-59.0,53.0,-44.0,-44.0,-37.0,-39.0,10.0,10.0
42009,-41.0,-48.0,-9.0,-17.0,,,-77.0,-77.0,-26.0,-31.0,17.0,20.0
42011,-53.0,-48.0,-32.0,-28.0,-21.0,99.0,-24.0,-15.0,-37.0,-38.0,13.0,12.0
42013,-50.0,-52.0,-16.0,-16.0,-36.0,-36.0,-25.0,-20.0,-31.0,-33.0,9.0,9.0
42015,-37.0,-37.0,-14.0,-11.0,,,,,-19.0,-19.0,17.0,20.0
42017,-52.0,-51.0,-36.0,-32.0,-8.0,102.0,-51.0,-46.0,-40.0,-40.0,14.0,13.0
42019,-49.0,-47.0,-51.0,-44.0,-4.0,36.0,-14.0,-11.0,-40.0,-39.0,11.0,11.0
42021,-38.0,-45.0,-14.0,-17.0,,,,,-28.0,-33.0,7.0,8.0
42025,-47.0,-42.0,-7.0,-26.0,-31.0,-18.0,,,-35.0,-41.0,19.0,22.0
42027,-71.0,-67.0,-45.0,-35.0,-24.0,-24.0,-44.0,-49.0,-54.0,-54.0,16.0,15.0
42029,-54.0,-52.0,-38.0,-34.0,-44.0,25.0,-72.0,-69.0,-41.0,-40.0,14.0,13.0
42031,-43.0,-42.0,-18.0,-13.0,,,,,-27.0,-36.0,10.0,10.0
42033,-33.0,-38.0,-18.0,-17.0,-34.0,-34.0,-21.0,-24.0,-23.0,-31.0,13.0,10.0
42035,-34.0,-36.0,-12.0,-5.0,,,-29.0,-41.0,-20.0,-23.0,18.0,17.0
42037,-44.0,-48.0,-20.0,-14.0,,,-26.0,-32.0,-28.0,-27.0,20.0,23.0
42039,-33.0,-34.0,-7.0,0.0,,,,,-31.0,-31.0,18.0,18.0
42041,-53.0,-54.0,-25.0,-27.0,-15.0,66.0,-25.0,-33.0,-37.0,-37.0,13.0,12.0
42043,-55.0,-55.0,-32.0,-28.0,-18.0,60.0,-57.0,-56.0,-35.0,-38.0,12.0,12.0
42045,-50.0,-47.0,-28.0,-25.0,13.0,99.0,-43.0,-37.0,-40.0,-41.0,14.0,14.0
42047,-26.0,-32.0,-18.0,-8.0,,,,,-33.0,-36.0,8.0,8.0
42049,-45.0,-47.0,-13.0,-12.0,127.0,55.0,-30.0,-35.0,-32.0,-36.0,9.0,10.0
42051,-35.0,-41.0,-7.0,-9.0,-34.0,-34.0,,,-31.0,-33.0,8.0,9.0
42055,-41.0,-44.0,-19.0,-18.0,-40.0,25.0,-21.0,-17.0,-30.0,-36.0,10.0,10.0
42057,-59.0,-12.0,-27.0,-27.0,,,-70.0,-71.0,-33.0,-39.0,,
42059,-31.0,-33.0,-7.0,-11.0,,,,,-24.0,-26.0,3.0,3.0
42061,-34.0,-38.0,-7.0,-8.0,,,,,-26.0,-31.0,16.0,19.0
42063,-37.0,-42.0,-19.0,-22.0,,,,,-33.0,-36.0,19.0,20.0
42065,-32.0,-33.0,-7.0,-12.0,,,-14.0,-23.0,-20.0,-28.0,17.0,18.0
42067,-70.0,-48.0,-31.0,-34.0,,,,,-40.0,-42.0,,
42069,-56.0,-50.0,-28.0,-23.0,-9.0,94.0,-45.0,-42.0,-34.0,-34.0,12.0,11.0
42071,-59.0,-53.0,-38.0,-30.0,-11.0,103.0,-67.0,-54.0,-39.0,-38.0,14.0,13.0
42073,-28.0,-34.0,-16.0,-22.0,-50.0,-50.0,,,-29.0,-35.0,18.0,18.0
42075,-43.0,-44.0,-23.0,-23.0,-42.0,-42.0,-28.0,-18.0,-32.0,-35.0,12.0,11.0
42077,-58.0,-54.0,-32.0,-29.0,-28.0,70.0,-49.0,-54.0,-37.0,-37.0,13.0,13.0
42079,-54.0,-53.0,-25.0,-20.0,-5.0,80.0,-30.0,-35.0,-32.0,-33.0,12.0,11.0
42081,-49.0,-50.0,-21.0,-22.0,-44.0,-10.0,-44.0,-23.0,-32.0,-31.0,10.0,9.0
42083,-32.0,-40.0,-11.0,12.0,,,,,-26.0,-27.0,17.0,19.0
42085,-44.0,-47.0,-34.0,-33.0,,,,,-30.0,-35.0,8.0,9.0
42087,-35.0,-35.0,-12.0,-10.0,,,,,-24.0,-29.0,18.0,19.0
42089,-59.0,-57.0,-34.0,-31.0,-49.0,-13.0,-74.0,-76.0,-45.0,-47.0,13.0,13.0
42091,-58.0,-56.0,-36.0,-34.0,-4.0,85.0,-54.0,-47.0,-44.0,-45.0,15.0,14.0
42093,-63.0,-60.0,-31.0,-33.0,,,,,-13.0,-29.0,,
42095,-56.0,-52.0,-32.0,-29.0,-6.0,123.0,-61.0,-48.0,-39.0,-38.0,14.0,13.0
42097,-42.0,-46.0,-11.0,-9.0,,,-25.0,-20.0,-22.0,-27.0,9.0,10.0
42099,-38.0,-31.0,-13.0,-16.0,,,,,-25.0,-32.0,21.0,25.0
42101,-57.0,-55.0,-27.0,-25.0,-47.0,-18.0,-57.0,-55.0,-42.0,-43.0,14.0,13.0
42103,-48.0,-43.0,-16.0,-9.0,,,,,-39.0,-42.0,22.0,26.0
42105,-52.0,-38.0,-6.0,1.0,,,,,-28.0,-32.0,,
42107,-39.0,-43.0,-16.0,-12.0,-43.0,-43.0,-6.0,-20.0,-28.0,-31.0,10.0,10.0
42109,-55.0,-57.0,-28.0,-31.0,,,,,-33.0,-30.0,12.0,12.0
42111,-36.0,-45.0,-14.0,-11.0,-20.0,40.0,-55.0,-61.0,-26.0,-36.0,19.0,20.0
42113,,,,,,,,,-42.0,-40.0,,
42115,-42.0,-48.0,-17.0,-15.0,,-42.0,-25.0,-35.0,-30.0,-28.0,15.0,15.0
42117,-45.0,-43.0,-15.0,-11.0,,,,,-27.0,-32.0,16.0,17.0
42119,-55.0,-60.0,-30.0,-31.0,,,,,-35.0,-33.0,14.0,14.0
42121,-25.0,-30.0,-15.0,-15.0,,,-70.0,-63.0,-28.0,-30.0,16.0,17.0
42123,-28.0,-23.0,5.0,15.0,-38.0,-38.0,,,-27.0,-26.0,17.0,18.0
42125,-45.0,-47.0,-17.0,-17.0,45.0,15.0,-16.0,-21.0,-35.0,-36.0,10.0,10.0
42127,-49.0,-38.0,-19.0,-6.0,,,,,-41.0,-40.0,17.0,16.0
42129,-44.0,-43.0,-28.0,-24.0,103.0,80.0,-36.0,-40.0,-35.0,-35.0,10.0,10.0
42131,-36.0,-48.0,-8.0,-4.0,,,,,-35.0,-30.0,-1.0,-1.0
42133,-52.0,-48.0,-34.0,-25.0,-11.0,68.0,-46.0,-37.0,-37.0,-37.0,13.0,12.0
44001,-61.0,-50.0,-45.0,-36.0,,,,,-37.0,-34.0,22.0,22.0
44003,-57.0,-51.0,-26.0,-24.0,-44.0,2.0,-72.0,-70.0,-36.0,-36.0,13.0,12.0
44005,-57.0,-53.0,-32.0,-25.0,-60.0,-34.0,-24.0,-51.0,-39.0,-41.0,21.0,26.0
44007,-57.0,-52.0,-29.0,-23.0,-50.0,15.0,-65.0,-53.0,-36.0,-37.0,14.0,13.0
44009,-53.0,-48.0,-34.0,-34.0,-59.0,-3.0,-8.0,-48.0,-40.0,-36.0,13.0,15.0
45001,-35.0,-30.0,7.0,7.0,,,,,-30.0,-39.0,,
45003,-31.0,-35.0,-11.0,-11.0,-1.0,-11.0,0.0,-20.0,-33.0,-37.0,8.0,10.0
45005,,,-12.0,-12.0,,,,,-16.0,-18.0,,
45007,-40.0,-44.0,-3.0,-4.0,-1.0,7.0,-20.0,-25.0,-34.0,-35.0,8.0,9.0
45009,-28.0,-32.0,2.0,4.0,,,,,-26.0,-12.0,,
45011,-23.0,-33.0,11.0,4.0,,,,,-24.0,-28.0,,
45013,-38.0,-44.0,-16.0,-21.0,1.0,-45.0,-32.0,-48.0,-39.0,-45.0,10.0,11.0
45015,-32.0,-37.0,-10.0,-7.0,47.0,13.0,-53.0,-31.0,-32.0,-36.0,9.0,10.0
45017,-9.0,-16.0,13.0,13.0,,,-47.0,-51.0,-32.0,-35.0,,
45019,-48.0,-51.0,-25.0,-26.0,-35.0,-46.0,-62.0,-64.0,-42.0,-44.0,11.0,12.0
45021,-37.0,-40.0,-3.0,-5.0,-7.0,-13.0,-20.0,-27.0,-24.0,-28.0,11.0,13.0
45023,-29.0,-36.0,4.0,3.0,,,-25.0,-45.0,-25.0,-27.0,14.0,14.0
45025,-34.0,-37.0,3.0,7.0,,,,,-26.0,-25.0,13.0,13.0
45027,-23.0,-31.0,-2.0,-2.0,,,-12.0,-33.0,-28.0,-39.0,,
45029,-32.0,-44.0,-13.0,-14.0,,,-27.0,-43.0,-31.0,-40.0,12.0,12.0
45031,-20.0,-25.0,-2.0,2.0,-36.0,-28.0,,,-22.0,-22.0,13.0,13.0
45033,-21.0,-29.0,3.0,2.0,-41.0,-54.0,-21.0,-32.0,-19.0,-17.0,-2.0,-2.0
45035,-32.0,-36.0,-12.0,-12.0,1.0,-23.0,-38.0,-45.0,-36.0,-39.0,9.0,10.0
45037,-46.0,-54.0,8.0,7.0,,,,,-32.0,-35.0,,
45039,0.0,-3.0,1.0,5.0,,,-27.0,-35.0,-33.0,-42.0,,
45041,-38.0,-45.0,-11.0,-6.0,-30.0,-2.0,-24.0,-36.0,-30.0,-31.0,8.0,9.0
45043,-41.0,-46.0,-6.0,-12.0,58.0,2.0,,,-30.0,-37.0,11.0,12.0
45045,-42.0,-46.0,-12.0,-13.0,-35.0,-48.0,-38.0,-42.0,-39.0,-42.0,10.0,11.0
45047,-30.0,-34.0,-4.0,1.0,,,,,-27.0,-27.0,11.0,11.0
45049,-44.0,-47.0,-10.0,-7.0,,,-26.0,-30.0,-23.0,-23.0,,
45051,-43.0,-50.0,-13.0,-18.0,17.0,-31.0,-58.0,-66.0,-39.0,-44.0,8.0,10.0
45053,-32.0,-41.0,-21.0,-24.0,-25.0,-54.0,-8.0,-26.0,-39.0,-42.0,8.0,8.0
45055,-38.0,-35.0,-7.0,2.0,,,-36.0,-47.0,-30.0,-31.0,14.0,14.0
45057,-30.0,-37.0,-13.0,-15.0,,,,,-35.0,-36.0,9.0,10.0
45059,-23.0,-24.0,2.0,8.0,,,-27.0,-35.0,-26.0,-31.0,6.0,9.0
45061,-51.0,-70.0,6.0,8.0,,,-28.0,-41.0,-20.0,-22.0,,
